cflo,mmus,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025264629.1,XP_006527794.1,0,645,0,645
XP_025264629.1,XP_006527796.1,0,645,0,645
XP_025264629.1,XP_017171409.1,0,657,0,657
XP_025264629.1,XP_030107047.1,0,653,0,653
XP_025264630.1,NP_001313543.1,1.00E-23,89.7,3.00E-24,89.7
XP_025264630.1,NP_079628.1,1.00E-23,89.7,3.00E-24,89.7
XP_025264631.1,NP_001313543.1,1.00E-23,89.7,3.00E-24,89.7
XP_025264631.1,NP_079628.1,1.00E-23,89.7,3.00E-24,89.7
XP_025264658.1,NP_001263394.1,0,1398,0,1367
XP_025264658.1,NP_001263431.1,0,1398,0,1367
XP_025264658.1,XP_006538867.1,0,1398,0,1367
XP_025264658.1,XP_006538868.1,0,1405,0,1375
XP_025264658.1,XP_011248537.1,0,1406,0,1375
XP_025264659.1,NP_659123.2,8.00E-129,384,1.00E-125,374
XP_025264662.1,NP_001032825.1,3.00E-141,469,7.00E-134,447
XP_025264662.1,NP_001106193.1,5.00E-136,453,1.00E-133,446
XP_025264662.1,NP_001106194.1,2.00E-137,457,4.00E-135,449
XP_025264662.1,NP_001277732.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,NP_766003.3,5.00E-137,457,1.00E-134,449
XP_025264662.1,NP_766339.2,9.00E-141,469,2.00E-133,447
XP_025264662.1,XP_006508831.1,4.00E-132,446,5.00E-125,424
XP_025264662.1,XP_006508833.1,2.00E-132,446,4.00E-125,424
XP_025264662.1,XP_006508834.1,2.00E-132,446,4.00E-125,424
XP_025264662.1,XP_006508835.1,2.00E-132,446,3.00E-125,424
XP_025264662.1,XP_006539264.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,XP_006539265.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,XP_006539267.1,8.00E-137,451,2.00E-135,446
XP_025264662.1,XP_011248639.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,XP_011248642.1,2.00E-137,457,4.00E-135,449
XP_025264662.1,XP_017168157.1,5.00E-132,446,5.00E-125,424
XP_025264662.1,XP_017168158.1,1.00E-131,446,1.00E-124,425
XP_025264662.1,XP_017168159.1,2.00E-140,469,3.00E-133,447
XP_025264662.1,XP_017168160.1,3.00E-132,446,2.00E-125,425
XP_025264662.1,XP_017168161.1,8.00E-141,469,2.00E-133,447
XP_025264662.1,XP_017168162.1,2.00E-132,446,4.00E-125,424
XP_025264662.1,XP_017175885.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,XP_017175886.1,2.00E-138,456,1.00E-136,449
XP_025264662.1,XP_030099285.1,2.00E-132,446,4.00E-125,424
XP_025264662.1,XP_030099286.1,2.00E-132,446,3.00E-125,424
XP_025264662.1,XP_030109680.1,8.00E-136,454,2.00E-133,446
XP_025264662.1,XP_030109681.1,5.00E-137,457,1.00E-134,449
XP_025264662.1,XP_030109682.1,2.00E-137,457,4.00E-135,449
XP_025264662.1,XP_030109683.1,2.00E-137,457,4.00E-135,449
XP_025264664.1,NP_001032825.1,2.00E-141,469,5.00E-134,447
XP_025264664.1,NP_001106193.1,2.00E-136,454,4.00E-134,446
XP_025264664.1,NP_001106194.1,4.00E-138,458,2.00E-135,449
XP_025264664.1,NP_001277732.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,NP_766003.3,2.00E-137,457,6.00E-135,449
XP_025264664.1,NP_766339.2,3.00E-141,469,8.00E-134,447
XP_025264664.1,XP_006508831.1,9.00E-133,447,2.00E-125,425
XP_025264664.1,XP_006508833.1,5.00E-133,447,1.00E-125,425
XP_025264664.1,XP_006508834.1,5.00E-133,447,1.00E-125,425
XP_025264664.1,XP_006508835.1,8.00E-133,446,2.00E-125,424
XP_025264664.1,XP_006539264.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,XP_006539265.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,XP_006539267.1,3.00E-137,452,8.00E-136,446
XP_025264664.1,XP_011248639.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,XP_011248642.1,4.00E-138,458,2.00E-135,449
XP_025264664.1,XP_017168157.1,9.00E-133,447,2.00E-125,425
XP_025264664.1,XP_017168158.1,3.00E-132,446,4.00E-125,425
XP_025264664.1,XP_017168159.1,6.00E-141,469,6.00E-134,448
XP_025264664.1,XP_017168160.1,2.00E-132,446,1.00E-125,425
XP_025264664.1,XP_017168161.1,2.00E-141,469,5.00E-134,447
XP_025264664.1,XP_017168162.1,5.00E-133,447,1.00E-125,425
XP_025264664.1,XP_017175885.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,XP_017175886.1,8.00E-139,456,8.00E-137,449
XP_025264664.1,XP_030099285.1,5.00E-133,447,1.00E-125,425
XP_025264664.1,XP_030099286.1,7.00E-133,446,1.00E-125,424
XP_025264664.1,XP_030109680.1,6.00E-136,453,5.00E-134,446
XP_025264664.1,XP_030109681.1,2.00E-137,457,6.00E-135,449
XP_025264664.1,XP_030109682.1,4.00E-138,458,2.00E-135,449
XP_025264664.1,XP_030109683.1,4.00E-138,458,2.00E-135,449
XP_025264665.1,NP_001032825.1,2.00E-141,468,3.00E-134,447
XP_025264665.1,NP_001106193.1,1.00E-136,453,3.00E-134,446
XP_025264665.1,NP_001106194.1,5.00E-138,457,1.00E-135,449
XP_025264665.1,NP_001277732.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,NP_766003.3,1.00E-137,457,3.00E-135,449
XP_025264665.1,NP_766339.2,4.00E-141,468,5.00E-134,447
XP_025264665.1,XP_006508831.1,1.00E-132,446,2.00E-125,424
XP_025264665.1,XP_006508833.1,9.00E-133,446,1.00E-125,424
XP_025264665.1,XP_006508834.1,9.00E-133,446,1.00E-125,424
XP_025264665.1,XP_006508835.1,1.00E-132,446,2.00E-125,424
XP_025264665.1,XP_006539264.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,XP_006539265.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,XP_006539267.1,1.00E-137,452,6.00E-136,446
XP_025264665.1,XP_011248639.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,XP_011248642.1,5.00E-138,457,1.00E-135,449
XP_025264665.1,XP_017168157.1,9.00E-133,446,2.00E-125,425
XP_025264665.1,XP_017168158.1,3.00E-132,446,5.00E-125,424
XP_025264665.1,XP_017168159.1,7.00E-141,468,8.00E-134,447
XP_025264665.1,XP_017168160.1,9.00E-133,446,1.00E-125,424
XP_025264665.1,XP_017168161.1,4.00E-141,468,4.00E-134,447
XP_025264665.1,XP_017168162.1,9.00E-133,446,1.00E-125,424
XP_025264665.1,XP_017175885.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,XP_017175886.1,9.00E-139,455,5.00E-137,449
XP_025264665.1,XP_030099285.1,9.00E-133,446,1.00E-125,424
XP_025264665.1,XP_030099286.1,8.00E-133,445,2.00E-125,424
XP_025264665.1,XP_030109680.1,2.00E-136,454,7.00E-134,445
XP_025264665.1,XP_030109681.1,1.00E-137,457,3.00E-135,449
XP_025264665.1,XP_030109682.1,5.00E-138,457,1.00E-135,449
XP_025264665.1,XP_030109683.1,5.00E-138,457,1.00E-135,449
XP_025264666.1,NP_663490.2,0,742,0,756
XP_025264666.1,XP_006497202.1,0,743,0,758
XP_025264666.1,XP_006497203.1,0,743,0,758
XP_025264666.1,XP_006497204.1,0,742,0,756
XP_025264666.1,XP_006515574.1,0,769,0,768
XP_025264666.1,XP_006515575.1,0,768,0,767
XP_025264666.1,XP_006515576.1,0,768,0,763
XP_025264666.1,XP_006515577.1,0,768,0,767
XP_025264667.1,NP_663490.2,0,742,0,756
XP_025264667.1,XP_006497202.1,0,743,0,758
XP_025264667.1,XP_006497203.1,0,743,0,758
XP_025264667.1,XP_006497204.1,0,742,0,756
XP_025264667.1,XP_006515574.1,0,769,0,768
XP_025264667.1,XP_006515575.1,0,768,0,767
XP_025264667.1,XP_006515576.1,0,768,0,763
XP_025264667.1,XP_006515577.1,0,768,0,767
XP_025264668.1,NP_663490.2,0,742,0,756
XP_025264668.1,XP_006497202.1,0,743,0,758
XP_025264668.1,XP_006497203.1,0,743,0,758
XP_025264668.1,XP_006497204.1,0,742,0,756
XP_025264668.1,XP_006515574.1,0,769,0,768
XP_025264668.1,XP_006515575.1,0,768,0,767
XP_025264668.1,XP_006515576.1,0,768,0,763
XP_025264668.1,XP_006515577.1,0,768,0,767
XP_025264669.1,NP_663490.2,0,742,0,756
XP_025264669.1,XP_006497202.1,0,743,0,758
XP_025264669.1,XP_006497203.1,0,743,0,758
XP_025264669.1,XP_006497204.1,0,742,0,756
XP_025264669.1,XP_006515574.1,0,769,0,768
XP_025264669.1,XP_006515575.1,0,768,0,767
XP_025264669.1,XP_006515576.1,0,768,0,763
XP_025264669.1,XP_006515577.1,0,768,0,767
XP_025264670.1,NP_663490.2,0,742,0,756
XP_025264670.1,XP_006497202.1,0,743,0,758
XP_025264670.1,XP_006497203.1,0,743,0,758
XP_025264670.1,XP_006497204.1,0,742,0,756
XP_025264670.1,XP_006515574.1,0,769,0,768
XP_025264670.1,XP_006515575.1,0,768,0,767
XP_025264670.1,XP_006515576.1,0,768,0,763
XP_025264670.1,XP_006515577.1,0,768,0,767
XP_025264671.1,NP_663490.2,0,742,0,756
XP_025264671.1,XP_006497202.1,0,743,0,758
XP_025264671.1,XP_006497203.1,0,743,0,758
XP_025264671.1,XP_006497204.1,0,742,0,756
XP_025264671.1,XP_006515574.1,0,769,0,768
XP_025264671.1,XP_006515575.1,0,768,0,767
XP_025264671.1,XP_006515576.1,0,768,0,763
XP_025264671.1,XP_006515577.1,0,768,0,767
XP_025264672.1,NP_663490.2,0,748,0,763
XP_025264672.1,XP_006497202.1,0,750,0,764
XP_025264672.1,XP_006497203.1,0,750,0,764
XP_025264672.1,XP_006497204.1,0,749,0,763
XP_025264672.1,XP_006515574.1,0,776,0,774
XP_025264672.1,XP_006515575.1,0,775,0,774
XP_025264672.1,XP_006515576.1,0,775,0,770
XP_025264672.1,XP_006515577.1,0,774,0,773
XP_025264673.1,NP_663490.2,0,748,0,763
XP_025264673.1,XP_006497202.1,0,750,0,765
XP_025264673.1,XP_006497203.1,0,750,0,764
XP_025264673.1,XP_006497204.1,0,748,0,763
XP_025264673.1,XP_006515574.1,0,776,0,775
XP_025264673.1,XP_006515575.1,0,775,0,773
XP_025264673.1,XP_006515576.1,0,774,0,770
XP_025264673.1,XP_006515577.1,0,773,0,773
XP_025264674.1,NP_001073859.1,0,778,0,778
XP_025264674.1,NP_031954.2,0,778,0,780
XP_025264674.1,NP_663490.2,0,745,0,759
XP_025264674.1,XP_006497202.1,0,747,0,760
XP_025264674.1,XP_006497203.1,0,746,0,760
XP_025264674.1,XP_006497204.1,0,745,0,759
XP_025264674.1,XP_006515574.1,0,770,0,769
XP_025264674.1,XP_006515575.1,0,770,0,769
XP_025264674.1,XP_006515576.1,0,769,0,765
XP_025264674.1,XP_006515577.1,0,769,0,768
XP_025264674.1,XP_006526710.1,0,746,0,739
XP_025264674.1,XP_006526711.1,0,775,0,776
XP_025264674.1,XP_006526713.1,0,780,0,781
XP_025264674.1,XP_006526717.1,0,748,0,742
XP_025264674.1,XP_030106600.1,0,746,0,739
XP_025264674.1,XP_030106601.1,0,774,0,776
XP_025264674.1,XP_030106603.1,0,783,0,784
XP_025264674.1,XP_030106604.1,0,748,0,742
XP_025264675.1,NP_663490.2,0,755,0,769
XP_025264675.1,XP_006497202.1,0,756,0,770
XP_025264675.1,XP_006497203.1,0,756,0,771
XP_025264675.1,XP_006497204.1,0,755,0,770
XP_025264675.1,XP_006515574.1,0,781,0,781
XP_025264675.1,XP_006515575.1,0,781,0,780
XP_025264675.1,XP_006515576.1,0,781,0,776
XP_025264675.1,XP_006515577.1,0,780,0,780
XP_025264676.1,NP_663490.2,0,740,0,754
XP_025264676.1,XP_006497202.1,0,742,0,756
XP_025264676.1,XP_006497203.1,0,750,0,764
XP_025264676.1,XP_006497204.1,0,749,0,763
XP_025264676.1,XP_006515574.1,0,764,0,762
XP_025264676.1,XP_006515575.1,0,767,0,766
XP_025264676.1,XP_006515576.1,0,763,0,759
XP_025264676.1,XP_006515577.1,0,771,0,769
XP_025264679.1,NP_663490.2,0,740,0,756
XP_025264679.1,XP_006497202.1,0,741,0,756
XP_025264679.1,XP_006497203.1,0,741,0,756
XP_025264679.1,XP_006497204.1,0,741,0,755
XP_025264679.1,XP_006515574.1,0,763,0,761
XP_025264679.1,XP_006515575.1,0,763,0,762
XP_025264679.1,XP_006515576.1,0,762,0,758
XP_025264679.1,XP_006515577.1,0,761,0,761
XP_025264680.1,NP_663490.2,0,740,0,756
XP_025264680.1,XP_006497202.1,0,741,0,756
XP_025264680.1,XP_006497203.1,0,741,0,756
XP_025264680.1,XP_006497204.1,0,741,0,755
XP_025264680.1,XP_006515574.1,0,763,0,761
XP_025264680.1,XP_006515575.1,0,763,0,762
XP_025264680.1,XP_006515576.1,0,762,0,758
XP_025264680.1,XP_006515577.1,0,761,0,761
XP_025264681.1,NP_663490.2,0,740,0,756
XP_025264681.1,XP_006497202.1,0,741,0,756
XP_025264681.1,XP_006497203.1,0,741,0,756
XP_025264681.1,XP_006497204.1,0,741,0,755
XP_025264681.1,XP_006515574.1,0,763,0,761
XP_025264681.1,XP_006515575.1,0,763,0,762
XP_025264681.1,XP_006515576.1,0,762,0,758
XP_025264681.1,XP_006515577.1,0,761,0,761
XP_025264682.1,NP_663490.2,0,740,0,756
XP_025264682.1,XP_006497202.1,0,741,0,756
XP_025264682.1,XP_006497203.1,0,741,0,756
XP_025264682.1,XP_006497204.1,0,741,0,755
XP_025264682.1,XP_006515574.1,0,763,0,761
XP_025264682.1,XP_006515575.1,0,763,0,762
XP_025264682.1,XP_006515576.1,0,762,0,758
XP_025264682.1,XP_006515577.1,0,761,0,761
XP_025264683.1,NP_079815.2,2.00E-50,164,6.00E-51,164
XP_025264683.1,XP_006538228.1,2.00E-50,164,6.00E-51,164
XP_025264683.1,XP_011248384.1,2.00E-50,164,6.00E-51,164
XP_025264683.1,XP_011248385.1,2.00E-50,164,6.00E-51,164
XP_025264683.1,XP_030109557.1,2.00E-50,164,6.00E-51,164
XP_025264684.1,NP_079815.2,2.00E-50,164,6.00E-51,164
XP_025264684.1,XP_006538228.1,2.00E-50,164,6.00E-51,164
XP_025264684.1,XP_011248384.1,2.00E-50,164,6.00E-51,164
XP_025264684.1,XP_011248385.1,2.00E-50,164,6.00E-51,164
XP_025264684.1,XP_030109557.1,2.00E-50,164,6.00E-51,164
XP_025264685.1,NP_079815.2,1.00E-50,163,4.00E-51,163
XP_025264685.1,XP_006538228.1,1.00E-50,163,4.00E-51,163
XP_025264685.1,XP_011248384.1,1.00E-50,163,4.00E-51,163
XP_025264685.1,XP_011248385.1,1.00E-50,163,4.00E-51,163
XP_025264685.1,XP_030109557.1,1.00E-50,163,4.00E-51,163
XP_025264686.1,NP_057930.2,0,1067,0,1041
XP_025264686.1,XP_006541013.2,0,1066,0,1041
XP_025264687.1,NP_035008.2,8.00E-117,350,6.00E-115,344
XP_025264687.1,XP_006510903.1,8.00E-117,350,6.00E-115,344
XP_025264707.1,NP_001033696.1,0,1001,0,1000
XP_025264707.1,NP_034730.1,0,988,0,985
XP_025264707.1,NP_766393.2,0,1000,0,998
XP_025264708.1,NP_001033696.1,0,1008,0,1006
XP_025264708.1,NP_034730.1,0,994,0,992
XP_025264708.1,NP_766393.2,0,1006,0,1005
XP_025264709.1,NP_001033696.1,0,1001,0,999
XP_025264709.1,NP_034730.1,0,987,0,984
XP_025264709.1,NP_766393.2,0,1004,0,1003
XP_025264710.1,NP_001033696.1,0,1008,0,1001
XP_025264710.1,NP_034730.1,0,993,0,988
XP_025264710.1,NP_766393.2,0,999,0,997
XP_025264711.1,NP_001033696.1,0,1007,0,1000
XP_025264711.1,NP_034730.1,0,991,0,987
XP_025264711.1,NP_766393.2,0,1003,0,1001
XP_025264713.1,NP_001297696.1,2.00E-173,506,7.00E-174,506
XP_025264713.1,NP_849213.2,1.00E-173,506,3.00E-174,506
XP_025264713.1,XP_006530031.1,3.00E-173,507,9.00E-174,507
XP_025264716.1,NP_075713.3,6.00E-132,406,6.00E-133,407
XP_025264717.1,NP_075713.3,4.00E-134,401,2.00E-134,401
XP_025264719.1,NP_001291974.1,1.00E-169,493,5.00E-170,493
XP_025264719.1,NP_001291975.1,4.00E-172,499,1.00E-172,499
XP_025264719.1,NP_598567.2,1.00E-169,493,5.00E-170,493
XP_025264719.1,XP_006496669.3,3.00E-169,493,1.00E-169,493
XP_025264719.1,XP_006496670.1,2.00E-169,494,7.00E-170,494
XP_025264719.1,XP_006496671.3,5.00E-172,500,2.00E-172,500
XP_025264720.1,NP_001291974.1,1.00E-169,493,5.00E-170,493
XP_025264720.1,NP_001291975.1,4.00E-172,499,1.00E-172,499
XP_025264720.1,NP_598567.2,1.00E-169,493,5.00E-170,493
XP_025264720.1,XP_006496669.3,3.00E-169,493,1.00E-169,493
XP_025264720.1,XP_006496670.1,2.00E-169,494,7.00E-170,494
XP_025264720.1,XP_006496671.3,5.00E-172,500,2.00E-172,500
XP_025264721.1,NP_001291974.1,1.00E-169,493,5.00E-170,493
XP_025264721.1,NP_001291975.1,4.00E-172,499,1.00E-172,499
XP_025264721.1,NP_598567.2,1.00E-169,493,5.00E-170,493
XP_025264721.1,XP_006496669.3,3.00E-169,493,1.00E-169,493
XP_025264721.1,XP_006496670.1,2.00E-169,494,7.00E-170,494
XP_025264721.1,XP_006496671.3,5.00E-172,500,2.00E-172,500
XP_025264729.1,NP_001074810.1,8.00E-119,412,2.00E-119,412
XP_025264729.1,NP_001344581.1,6.00E-119,412,1.00E-119,412
XP_025264729.1,XP_011241049.1,8.00E-119,412,2.00E-119,412
XP_025264729.1,XP_011241050.1,8.00E-119,412,2.00E-119,412
XP_025264729.1,XP_030100243.1,6.00E-119,412,1.00E-119,412
XP_025264729.1,XP_030100244.1,6.00E-119,412,1.00E-119,412
XP_025264733.1,NP_001284530.1,3.00E-97,310,6.00E-98,310
XP_025264734.1,NP_001284530.1,3.00E-98,312,7.00E-99,311
XP_025264740.1,NP_001074807.1,8.00E-140,451,2.00E-140,450
XP_025264740.1,XP_011237842.1,3.00E-139,449,1.00E-139,449
XP_025264740.1,XP_011237843.1,3.00E-139,449,1.00E-139,449
XP_025264740.1,XP_011237845.1,3.00E-139,449,1.00E-139,449
XP_025264740.1,XP_011237846.1,3.00E-139,449,1.00E-139,449
XP_025264740.1,XP_030107034.1,3.00E-139,449,1.00E-139,449
XP_025264740.1,XP_030107035.1,9.00E-140,451,3.00E-140,451
XP_025264740.1,XP_030107036.1,8.00E-140,451,2.00E-140,450
XP_025264740.1,XP_030107039.1,2.00E-140,452,6.00E-141,451
XP_025264740.1,XP_030107043.1,1.00E-139,450,2.00E-140,450
XP_025264740.1,XP_030107045.1,5.00E-140,450,1.00E-140,450
XP_025264740.1,XP_030107046.1,5.00E-140,450,2.00E-140,449
XP_025264741.1,NP_001074807.1,8.00E-140,451,2.00E-140,450
XP_025264741.1,XP_011237842.1,3.00E-139,449,1.00E-139,449
XP_025264741.1,XP_011237843.1,3.00E-139,449,1.00E-139,449
XP_025264741.1,XP_011237845.1,3.00E-139,449,1.00E-139,449
XP_025264741.1,XP_011237846.1,3.00E-139,449,1.00E-139,449
XP_025264741.1,XP_030107034.1,3.00E-139,449,1.00E-139,449
XP_025264741.1,XP_030107035.1,9.00E-140,451,3.00E-140,451
XP_025264741.1,XP_030107036.1,8.00E-140,451,2.00E-140,450
XP_025264741.1,XP_030107039.1,2.00E-140,452,6.00E-141,451
XP_025264741.1,XP_030107043.1,1.00E-139,450,2.00E-140,450
XP_025264741.1,XP_030107045.1,5.00E-140,450,1.00E-140,450
XP_025264741.1,XP_030107046.1,5.00E-140,450,2.00E-140,449
XP_025264742.1,NP_001074807.1,8.00E-140,451,2.00E-140,450
XP_025264742.1,XP_011237842.1,3.00E-139,449,1.00E-139,449
XP_025264742.1,XP_011237843.1,3.00E-139,449,1.00E-139,449
XP_025264742.1,XP_011237845.1,3.00E-139,449,1.00E-139,449
XP_025264742.1,XP_011237846.1,3.00E-139,449,1.00E-139,449
XP_025264742.1,XP_030107034.1,3.00E-139,449,1.00E-139,449
XP_025264742.1,XP_030107035.1,9.00E-140,451,3.00E-140,451
XP_025264742.1,XP_030107036.1,8.00E-140,451,2.00E-140,450
XP_025264742.1,XP_030107039.1,2.00E-140,452,6.00E-141,451
XP_025264742.1,XP_030107043.1,1.00E-139,450,2.00E-140,450
XP_025264742.1,XP_030107045.1,5.00E-140,450,1.00E-140,450
XP_025264742.1,XP_030107046.1,5.00E-140,450,2.00E-140,449
XP_025264743.1,NP_001334396.1,1.00E-168,523,1.00E-170,526
XP_025264743.1,NP_001346183.1,1.00E-167,521,8.00E-170,525
XP_025264743.1,NP_766375.1,1.00E-167,521,8.00E-170,525
XP_025264743.1,XP_006512795.1,1.00E-167,521,8.00E-170,525
XP_025264743.1,XP_006512796.1,1.00E-167,521,8.00E-170,525
XP_025264743.1,XP_006512798.1,1.00E-168,523,1.00E-170,526
XP_025264743.1,XP_030100941.1,1.00E-168,523,1.00E-170,526
XP_025264744.1,NP_001334396.1,1.00E-168,523,1.00E-170,526
XP_025264744.1,NP_001346183.1,1.00E-167,521,8.00E-170,525
XP_025264744.1,NP_766375.1,1.00E-167,521,8.00E-170,525
XP_025264744.1,XP_006512795.1,1.00E-167,521,8.00E-170,525
XP_025264744.1,XP_006512796.1,1.00E-167,521,8.00E-170,525
XP_025264744.1,XP_006512798.1,1.00E-168,523,1.00E-170,526
XP_025264744.1,XP_030100941.1,1.00E-168,523,1.00E-170,526
XP_025264745.1,NP_001334255.1,0,548,0,581
XP_025264745.1,NP_671734.1,0,556,0,589
XP_025264745.1,XP_030110072.1,0,544,0,583
XP_025264745.1,XP_030110073.1,0,550,0,590
XP_025264745.1,XP_030110074.1,0,545,0,578
XP_025264745.1,XP_030110075.1,0,553,0,585
XP_025264747.1,NP_001277465.1,2.00E-122,378,4.00E-115,357
XP_025264747.1,NP_001277466.1,2.00E-124,382,9.00E-119,365
XP_025264747.1,NP_613070.2,4.00E-124,382,8.00E-117,362
XP_025264747.1,XP_006527728.1,1.00E-123,380,4.00E-116,360
XP_025264747.1,XP_006527729.1,9.00E-121,372,5.00E-114,353
XP_025264747.1,XP_017174053.1,2.00E-122,378,4.00E-115,357
XP_025264747.1,XP_030107257.1,4.00E-124,382,8.00E-117,362
XP_025264747.1,XP_030107258.1,6.00E-124,380,5.00E-118,363
XP_025264748.1,NP_001019790.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,NP_001162011.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,NP_001162012.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,NP_001162013.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507895.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507896.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507897.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507898.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507899.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264748.1,XP_006507900.1,3.00E-10,63.2,1.00E-10,62.4
XP_025264749.1,NP_001019790.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,NP_001162011.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,NP_001162012.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,NP_001162013.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507895.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507896.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507897.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507898.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507899.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264749.1,XP_006507900.1,2.00E-10,63.5,1.00E-10,62.8
XP_025264750.1,NP_001019790.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,NP_001162011.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,NP_001162012.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,NP_001162013.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507895.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507896.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507897.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507898.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507899.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264750.1,XP_006507900.1,3.00E-10,62.8,1.00E-10,62.4
XP_025264751.1,NP_001019790.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,NP_001162011.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,NP_001162012.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,NP_001162013.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507895.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507896.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507897.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507898.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507899.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264751.1,XP_006507900.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,NP_001019790.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,NP_001162011.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,NP_001162012.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,NP_001162013.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507895.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507896.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507897.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507898.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507899.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264752.1,XP_006507900.1,2.00E-10,63.2,1.00E-10,62.8
XP_025264759.1,NP_081667.1,6.00E-100,298,9.00E-107,315
XP_025264760.1,NP_001034436.1,0,778,0,769
XP_025264760.1,NP_062671.1,0,770,0,765
XP_025264760.1,NP_064315.1,0,768,0,758
XP_025264760.1,XP_030108559.1,0,768,0,758
XP_025264761.1,NP_001103379.1,1.00E-151,474,0,636
XP_025264761.1,NP_001103380.1,1.00E-152,477,0,640
XP_025264761.1,NP_001346531.1,2.00E-152,477,0,640
XP_025264761.1,NP_113582.1,2.00E-151,474,0,635
XP_025264761.1,XP_006504693.1,7.00E-153,475,0,593
XP_025264761.1,XP_006504694.1,6.00E-153,473,3.00E-171,519
XP_025264761.1,XP_006504695.1,3.00E-154,474,2.00E-160,489
XP_025264761.1,XP_030110787.1,6.00E-153,473,3.00E-171,519
XP_025264761.1,XP_030110788.1,3.00E-154,474,2.00E-160,489
XP_025264761.1,XP_030110789.1,3.00E-154,474,2.00E-160,489
XP_025264761.1,XP_030110790.1,1.00E-155,478,5.00E-162,492
XP_025264762.1,NP_001103379.1,1.00E-151,474,0,636
XP_025264762.1,NP_001103380.1,1.00E-152,477,0,640
XP_025264762.1,NP_001346531.1,2.00E-152,477,0,640
