mono,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_028045606.1,XP_025271161.1,0,676,0,676
XP_028045606.1,XP_025271162.1,0,676,0,676
XP_028045606.1,XP_025271163.1,0,676,0,676
XP_028045609.1,XP_025269973.1,0,1065,0,1088
XP_028045613.1,XP_025270374.1,5.00E-25,98.6,4.00E-25,99
XP_028045615.1,XP_025261962.1,4.00E-160,462,6.00E-164,472
XP_028045618.1,XP_011269561.1,0,843,0,843
XP_028045618.1,XP_011269562.1,0,825,0,825
XP_028045619.1,XP_011269560.1,1.00E-126,362,1.00E-131,375
XP_028045623.1,XP_011257736.2,1.00E-124,374,9.00E-117,354
XP_028045623.1,XP_025269062.1,1.00E-126,379,1.00E-116,353
XP_028045624.1,XP_011258078.1,1.00E-173,496,9.00E-174,496
XP_028045624.1,XP_025265035.1,2.00E-175,501,7.00E-179,509
XP_028045624.1,XP_025265036.1,2.00E-175,501,7.00E-179,509
XP_028045624.1,XP_025265037.1,2.00E-175,501,7.00E-179,509
XP_028045624.1,XP_025269259.1,0,517,0,519
XP_028045624.1,XP_025269260.1,2.00E-180,513,2.00E-180,513
XP_028045624.1,XP_025269261.1,2.00E-180,513,2.00E-180,513
XP_028045625.1,XP_011261215.1,0,1449,0,1404
XP_028045625.1,XP_011261216.1,0,1442,0,1397
XP_028045625.1,XP_011261217.1,0,1443,0,1398
XP_028045625.1,XP_011261218.1,0,1427,0,1381
XP_028045625.1,XP_011261219.1,0,1433,0,1367
XP_028045625.1,XP_011261220.1,0,1406,0,1360
XP_028045625.1,XP_011261221.1,0,1428,0,1363
XP_028045625.1,XP_011261222.1,0,1405,0,1368
XP_028045625.1,XP_011261223.1,0,1394,0,1332
XP_028045625.1,XP_011261225.1,0,1389,0,1326
XP_028045625.1,XP_019884021.1,0,1434,0,1389
XP_028045626.1,XP_011261226.1,0,1205,0,1193
XP_028045626.1,XP_011261228.1,0,1197,0,1169
XP_028045626.1,XP_011261229.1,0,1192,0,1164
XP_028045630.1,XP_011269227.2,0,552,0,570
XP_028045632.1,XP_011256343.1,3.00E-68,211,5.00E-74,225
XP_028045632.1,XP_011256344.1,3.00E-68,211,5.00E-74,225
XP_028045649.1,XP_011267511.2,0,672,0,650
XP_028045649.1,XP_011267512.2,0,672,0,650
XP_028045649.1,XP_025270478.1,0,672,0,650
XP_028045651.1,XP_011265509.1,0,903,0,877
XP_028045651.1,XP_011265510.1,0,903,0,877
XP_028045651.1,XP_011265513.1,0,896,0,871
XP_028045651.1,XP_019884850.1,0,903,0,877
XP_028045651.1,XP_025264942.1,0,903,0,877
XP_028045652.1,XP_025261813.1,0,602,0,598
XP_028045652.1,XP_025261814.1,0,602,0,598
XP_028045652.1,XP_025261815.1,0,602,0,598
XP_028045654.1,XP_025265494.1,2.00E-135,397,2.00E-135,397
XP_028045656.1,XP_025262489.1,0,518,0,518
XP_028045656.1,XP_025265501.1,0,520,0,520
XP_028045664.1,XP_025262499.1,4.00E-47,152,7.00E-47,152
XP_028045669.1,XP_011267409.1,0,613,0,613
XP_028045669.1,XP_011267410.1,0,613,0,613
XP_028045669.1,XP_011267411.1,0,613,0,613
XP_028045669.1,XP_025266688.1,0,613,0,613
XP_028045670.1,XP_011267409.1,0,616,0,616
XP_028045670.1,XP_011267410.1,0,616,0,616
XP_028045670.1,XP_011267411.1,0,616,0,616
XP_028045670.1,XP_025266688.1,0,616,0,616
XP_028045671.1,XP_025271273.1,0,1074,0,1095
XP_028045672.1,XP_011252410.2,0,1484,0,1470
XP_028045672.1,XP_011252411.2,0,1484,0,1470
XP_028045675.1,XP_011265902.1,1.00E-126,366,6.00E-121,350
XP_028045676.1,XP_011262455.1,0,1424,0,1409
XP_028045682.1,XP_025265464.1,0,1740,0,1735
XP_028045683.1,XP_011261299.1,0,1663,0,1648
XP_028045684.1,XP_011261299.1,0,1663,0,1648
XP_028045685.1,XP_011261299.1,0,1663,0,1648
XP_028045686.1,XP_011261299.1,0,1663,0,1648
XP_028045687.1,XP_011260307.1,0,1643,0,1643
XP_028045688.1,XP_011260274.1,0,937,0,937
XP_028045688.1,XP_011260275.1,0,937,0,937
XP_028045688.1,XP_011260277.1,0,897,0,897
XP_028045689.1,XP_011260274.1,0,937,0,937
XP_028045689.1,XP_011260275.1,0,937,0,937
XP_028045689.1,XP_011260277.1,0,897,0,897
XP_028045691.1,XP_011261297.1,0,884,0,884
XP_028045692.1,XP_011260288.1,0,831,0,831
XP_028045692.1,XP_011260289.1,0,830,0,830
XP_028045692.1,XP_011260290.1,0,830,0,830
XP_028045692.1,XP_019883818.1,0,830,0,830
XP_028045693.1,XP_011260288.1,0,831,0,831
XP_028045693.1,XP_011260289.1,0,830,0,830
XP_028045693.1,XP_011260290.1,0,830,0,830
XP_028045693.1,XP_019883818.1,0,830,0,830
XP_028045694.1,XP_011255016.1,0,606,0,606
XP_028045694.1,XP_019882884.1,0,606,0,606
XP_028045695.1,XP_011266713.1,4.00E-180,503,3.00E-180,503
XP_028045697.1,XP_011260291.2,7.00E-126,360,5.00E-126,360
XP_028045698.1,XP_011265518.2,1.00E-91,271,1.00E-91,271
XP_028045698.1,XP_011265519.1,8.00E-93,274,7.00E-93,274
XP_028045699.1,XP_025261767.1,2.00E-56,172,2.00E-56,172
XP_028045700.1,XP_011262449.1,0,897,0,901
XP_028045701.1,XP_011255811.1,0,755,0,755
XP_028045702.1,XP_025265273.1,0,2944,0,2738
XP_028045702.1,XP_025265274.1,0,2944,0,2738
XP_028045702.1,XP_025265275.1,0,2949,0,2741
XP_028045703.1,XP_011262494.2,2.00E-171,481,1.00E-171,481
XP_028045703.1,XP_025261794.1,2.00E-167,471,2.00E-167,471
XP_028045704.1,XP_011255811.1,0,755,0,755
XP_028045707.1,XP_011260266.1,0,5684,0,5621
XP_028045707.1,XP_019883812.1,0,5692,0,5627
XP_028045707.1,XP_025262266.1,0,5690,0,5623
XP_028045707.1,XP_025262267.1,0,5690,0,5623
XP_028045708.1,XP_011260266.1,0,5684,0,5621
XP_028045708.1,XP_019883812.1,0,5692,0,5627
XP_028045708.1,XP_025262266.1,0,5690,0,5623
XP_028045708.1,XP_025262267.1,0,5690,0,5623
XP_028045709.1,XP_019883813.2,0,896,0,892
XP_028045710.1,XP_011260262.1,0,542,0,542
XP_028045710.1,XP_011260263.1,0,542,0,542
XP_028045710.1,XP_011260264.1,0,542,0,542
XP_028045712.1,XP_025266577.1,0,2416,0,4596
XP_028045714.1,XP_011251752.2,0,1179,0,1179
XP_028045715.1,XP_011251752.2,0,1169,0,1169
XP_028045716.1,XP_011262916.1,0,1042,0,1063
XP_028045718.1,XP_011256757.1,0,2800,0,2822
XP_028045718.1,XP_011256758.1,0,2779,0,2802
XP_028045719.1,XP_025266552.1,0,2803,0,2817
XP_028045719.1,XP_025266553.1,0,2803,0,2817
XP_028045719.1,XP_025266558.1,0,2796,0,2808
XP_028045719.1,XP_025266561.1,0,2779,0,2792
XP_028045720.1,XP_025266552.1,0,2796,0,2808
XP_028045720.1,XP_025266553.1,0,2796,0,2808
XP_028045720.1,XP_025266558.1,0,2801,0,2813
XP_028045720.1,XP_025266561.1,0,2778,0,2793
XP_028045721.1,XP_011255512.2,0,1065,0,1046
XP_028045721.1,XP_011255514.2,0,1066,0,1048
XP_028045721.1,XP_019882956.2,0,1067,0,1050
XP_028045721.1,XP_025265467.1,0,1068,0,1050
XP_028045722.1,XP_025268195.1,0,1733,0,1735
XP_028045723.1,XP_025268194.1,0,1575,0,1576
XP_028045724.1,XP_019885190.1,0,1440,0,1400
XP_028045725.1,XP_025268196.1,9.00E-162,474,1.00E-171,499
XP_028045726.1,XP_025268049.1,0,716,0,716
XP_028045727.1,XP_011267613.1,1.00E-158,442,9.00E-159,442
XP_028045727.1,XP_011267622.1,1.00E-158,442,9.00E-159,442
XP_028045727.1,XP_011267638.1,1.00E-158,442,9.00E-159,442
XP_028045727.1,XP_011267647.1,1.00E-158,442,9.00E-159,442
XP_028045730.1,XP_019884469.1,0,1109,0,1109
XP_028045730.1,XP_025262094.1,0,1109,0,1109
XP_028045730.1,XP_025262095.1,0,1109,0,1109
XP_028045731.1,XP_011266587.1,0,933,0,933
XP_028045731.1,XP_011266588.1,0,940,0,940
XP_028045733.1,XP_011262450.2,0,1197,0,1257
XP_028045733.1,XP_011262451.2,0,1199,0,1253
XP_028045734.1,XP_019884276.2,0,968,0,1019
XP_028045735.1,XP_011262452.1,0,527,0,527
XP_028045736.1,XP_011256725.1,0,637,0,628
XP_028045737.1,XP_011257434.1,0,838,0,801
XP_028045737.1,XP_011257435.1,0,833,0,796
XP_028045739.1,XP_011264795.2,0,15636,0,15521
XP_028045739.1,XP_011264797.2,0,15623,0,15505
XP_028045739.1,XP_011264798.2,0,15612,0,15499
XP_028045739.1,XP_011264799.2,0,15614,0,15496
XP_028045739.1,XP_011264800.2,0,15580,0,15476
XP_028045739.1,XP_011264801.2,0,15575,0,15471
XP_028045739.1,XP_011264802.2,0,15571,0,15456
XP_028045739.1,XP_011264804.2,0,15579,0,15460
XP_028045739.1,XP_011264805.2,0,15577,0,15463
XP_028045739.1,XP_011264807.2,0,15561,0,15465
XP_028045739.1,XP_011264808.2,0,15553,0,15443
XP_028045739.1,XP_011264809.2,0,15498,0,15389
XP_028045739.1,XP_011264810.2,0,15526,0,15421
XP_028045739.1,XP_011264811.2,0,15448,0,15349
XP_028045739.1,XP_011264812.2,0,15527,0,15437
XP_028045739.1,XP_011264813.2,0,15513,0,15409
XP_028045739.1,XP_011264814.2,0,15317,0,15329
XP_028045739.1,XP_011264815.2,0,15470,0,15378
XP_028045739.1,XP_011264816.2,0,15418,0,15337
XP_028045739.1,XP_011264817.2,0,15223,0,15129
XP_028045739.1,XP_011264818.2,0,15223,0,15129
XP_028045739.1,XP_011264820.2,0,15223,0,15129
XP_028045739.1,XP_011264821.2,0,15371,0,15272
XP_028045739.1,XP_011264826.2,0,15270,0,15168
XP_028045739.1,XP_011264827.2,0,15375,0,15271
XP_028045739.1,XP_011264828.2,0,15159,0,15055
XP_028045739.1,XP_019884714.2,0,15498,0,15389
XP_028045739.1,XP_019884716.2,0,15475,0,15359
XP_028045739.1,XP_019884717.2,0,15449,0,15344
XP_028045739.1,XP_019884718.2,0,15417,0,15315
XP_028045739.1,XP_019884719.2,0,15395,0,15293
XP_028045739.1,XP_025269853.1,0,15558,0,15443
XP_028045739.1,XP_025269854.1,0,15498,0,15389
XP_028045739.1,XP_025269855.1,0,15517,0,15408
XP_028045739.1,XP_025269856.1,0,15121,0,15028
XP_028045739.1,XP_025269857.1,0,15409,0,15298
XP_028045740.1,XP_011264795.2,0,15640,0,15526
XP_028045740.1,XP_011264797.2,0,15627,0,15510
XP_028045740.1,XP_011264798.2,0,15617,0,15504
XP_028045740.1,XP_011264799.2,0,15618,0,15500
XP_028045740.1,XP_011264800.2,0,15585,0,15481
XP_028045740.1,XP_011264801.2,0,15580,0,15476
XP_028045740.1,XP_011264802.2,0,15575,0,15460
XP_028045740.1,XP_011264804.2,0,15584,0,15464
XP_028045740.1,XP_011264805.2,0,15572,0,15468
XP_028045740.1,XP_011264807.2,0,15565,0,15469
XP_028045740.1,XP_011264808.2,0,15558,0,15448
XP_028045740.1,XP_011264809.2,0,15502,0,15394
XP_028045740.1,XP_011264810.2,0,15531,0,15426
XP_028045740.1,XP_011264811.2,0,15453,0,15354
XP_028045740.1,XP_011264812.2,0,15532,0,15442
XP_028045740.1,XP_011264813.2,0,15514,0,15409
XP_028045740.1,XP_011264814.2,0,15322,0,15333
XP_028045740.1,XP_011264815.2,0,15475,0,15383
XP_028045740.1,XP_011264816.2,0,15422,0,15341
XP_028045740.1,XP_011264817.2,0,15228,0,15134
XP_028045740.1,XP_011264818.2,0,15228,0,15134
XP_028045740.1,XP_011264820.2,0,15228,0,15134
XP_028045740.1,XP_011264821.2,0,15376,0,15277
XP_028045740.1,XP_011264826.2,0,15275,0,15172
XP_028045740.1,XP_011264827.2,0,15380,0,15275
XP_028045740.1,XP_011264828.2,0,15163,0,15060
XP_028045740.1,XP_019884714.2,0,15502,0,15394
XP_028045740.1,XP_019884716.2,0,15480,0,15363
XP_028045740.1,XP_019884717.2,0,15454,0,15348
XP_028045740.1,XP_019884718.2,0,15422,0,15320
XP_028045740.1,XP_019884719.2,0,15400,0,15298
XP_028045740.1,XP_025269853.1,0,15563,0,15447
XP_028045740.1,XP_025269854.1,0,15502,0,15394
XP_028045740.1,XP_025269855.1,0,15522,0,15412
XP_028045740.1,XP_025269856.1,0,15126,0,15033
XP_028045740.1,XP_025269857.1,0,15407,0,15302
XP_028045741.1,XP_011264795.2,0,15623,0,15505
XP_028045741.1,XP_011264797.2,0,15629,0,15511
XP_028045741.1,XP_011264798.2,0,15599,0,15483
XP_028045741.1,XP_011264799.2,0,15601,0,15483
XP_028045741.1,XP_011264800.2,0,15577,0,15464
XP_028045741.1,XP_011264801.2,0,15563,0,15459
XP_028045741.1,XP_011264802.2,0,15558,0,15443
XP_028045741.1,XP_011264804.2,0,15565,0,15447
XP_028045741.1,XP_011264805.2,0,15583,0,15469
XP_028045741.1,XP_011264807.2,0,15558,0,15452
XP_028045741.1,XP_011264808.2,0,15540,0,15436
XP_028045741.1,XP_011264809.2,0,15485,0,15374
XP_028045741.1,XP_011264810.2,0,15520,0,15414
XP_028045741.1,XP_011264811.2,0,15435,0,15337
XP_028045741.1,XP_011264812.2,0,15514,0,15424
XP_028045741.1,XP_011264813.2,0,15500,0,15397
XP_028045741.1,XP_011264814.2,0,15304,0,15315
XP_028045741.1,XP_011264815.2,0,15458,0,15359
XP_028045741.1,XP_011264816.2,0,15411,0,15317
XP_028045741.1,XP_011264817.2,0,15210,0,15116
XP_028045741.1,XP_011264818.2,0,15210,0,15116
XP_028045741.1,XP_011264820.2,0,15210,0,15116
XP_028045741.1,XP_011264821.2,0,15359,0,15251
XP_028045741.1,XP_011264826.2,0,15276,0,15173
XP_028045741.1,XP_011264827.2,0,15381,0,15277
XP_028045741.1,XP_011264828.2,0,15164,0,15061
XP_028045741.1,XP_019884714.2,0,15485,0,15374
XP_028045741.1,XP_019884716.2,0,15459,0,15352
XP_028045741.1,XP_019884717.2,0,15437,0,15331
XP_028045741.1,XP_019884718.2,0,15404,0,15302
XP_028045741.1,XP_019884719.2,0,15382,0,15277
XP_028045741.1,XP_025269853.1,0,15564,0,15449
XP_028045741.1,XP_025269854.1,0,15485,0,15374
XP_028045741.1,XP_025269855.1,0,15505,0,15395
XP_028045741.1,XP_025269856.1,0,15127,0,15034
XP_028045741.1,XP_025269857.1,0,15415,0,15304
XP_028045742.1,XP_011264795.2,0,15642,0,15528
XP_028045742.1,XP_011264797.2,0,15629,0,15512
XP_028045742.1,XP_011264798.2,0,15619,0,15502
XP_028045742.1,XP_011264799.2,0,15620,0,15503
XP_028045742.1,XP_011264800.2,0,15586,0,15483
XP_028045742.1,XP_011264801.2,0,15582,0,15478
XP_028045742.1,XP_011264802.2,0,15577,0,15461
XP_028045742.1,XP_011264804.2,0,15584,0,15467
XP_028045742.1,XP_011264805.2,0,15573,0,15470
XP_028045742.1,XP_011264807.2,0,15567,0,15472
XP_028045742.1,XP_011264808.2,0,15559,0,15449
XP_028045742.1,XP_011264809.2,0,15505,0,15388
XP_028045742.1,XP_011264810.2,0,15539,0,15427
XP_028045742.1,XP_011264811.2,0,15455,0,15356
XP_028045742.1,XP_011264812.2,0,15541,0,15443
XP_028045742.1,XP_011264813.2,0,15519,0,15422
XP_028045742.1,XP_011264814.2,0,15313,0,15335
XP_028045742.1,XP_011264815.2,0,15484,0,15377
XP_028045742.1,XP_011264816.2,0,15431,0,15343
XP_028045742.1,XP_011264817.2,0,15223,0,15130
XP_028045742.1,XP_011264818.2,0,15223,0,15130
XP_028045742.1,XP_011264820.2,0,15223,0,15130
XP_028045742.1,XP_011264821.2,0,15385,0,15278
XP_028045742.1,XP_011264826.2,0,15277,0,15175
XP_028045742.1,XP_011264827.2,0,15381,0,15277
XP_028045742.1,XP_011264828.2,0,15166,0,15062
XP_028045742.1,XP_019884714.2,0,15505,0,15388
XP_028045742.1,XP_019884716.2,0,15481,0,15367
XP_028045742.1,XP_019884717.2,0,15456,0,15350
XP_028045742.1,XP_019884718.2,0,15423,0,15322
XP_028045742.1,XP_019884719.2,0,15401,0,15297
XP_028045742.1,XP_025269853.1,0,15564,0,15449
XP_028045742.1,XP_025269854.1,0,15505,0,15388
XP_028045742.1,XP_025269855.1,0,15524,0,15414
XP_028045742.1,XP_025269856.1,0,15121,0,15027
XP_028045742.1,XP_025269857.1,0,15416,0,15304
XP_028045743.1,XP_011264795.2,0,15612,0,15499
XP_028045743.1,XP_011264797.2,0,15600,0,15483
XP_028045743.1,XP_011264798.2,0,15619,0,15502
XP_028045743.1,XP_011264799.2,0,15591,0,15474
XP_028045743.1,XP_011264800.2,0,15557,0,15454
XP_028045743.1,XP_011264801.2,0,15552,0,15449
XP_028045743.1,XP_011264802.2,0,15548,0,15432
XP_028045743.1,XP_011264804.2,0,15556,0,15438
XP_028045743.1,XP_011264805.2,0,15544,0,15441
XP_028045743.1,XP_011264807.2,0,15537,0,15443
XP_028045743.1,XP_011264808.2,0,15557,0,15446
XP_028045743.1,XP_011264809.2,0,15475,0,15360
XP_028045743.1,XP_011264810.2,0,15528,0,15423
XP_028045743.1,XP_011264811.2,0,15426,0,15328
XP_028045743.1,XP_011264812.2,0,15505,0,15415
XP_028045743.1,XP_011264813.2,0,15490,0,15387
XP_028045743.1,XP_011264814.2,0,15294,0,15306
XP_028045743.1,XP_011264815.2,0,15448,0,15348
XP_028045743.1,XP_011264816.2,0,15396,0,15313
XP_028045743.1,XP_011264817.2,0,15223,0,15130
XP_028045743.1,XP_011264818.2,0,15223,0,15130
XP_028045743.1,XP_011264820.2,0,15223,0,15130
XP_028045743.1,XP_011264821.2,0,15349,0,15249
XP_028045743.1,XP_011264826.2,0,15273,0,15172
XP_028045743.1,XP_011264827.2,0,15384,0,15277
XP_028045743.1,XP_011264828.2,0,15162,0,15059
XP_028045743.1,XP_019884714.2,0,15475,0,15360
XP_028045743.1,XP_019884716.2,0,15483,0,15369
XP_028045743.1,XP_019884717.2,0,15458,0,15347
XP_028045743.1,XP_019884718.2,0,15419,0,15318
XP_028045743.1,XP_019884719.2,0,15397,0,15293
XP_028045743.1,XP_025269853.1,0,15535,0,15419
XP_028045743.1,XP_025269854.1,0,15475,0,15360
XP_028045743.1,XP_025269855.1,0,15496,0,15386
XP_028045743.1,XP_025269856.1,0,15122,0,15028
XP_028045743.1,XP_025269857.1,0,15413,0,15302
XP_028045744.1,XP_011264795.2,0,15611,0,15493
XP_028045744.1,XP_011264797.2,0,15598,0,15480
XP_028045744.1,XP_011264798.2,0,15587,0,15471
XP_028045744.1,XP_011264799.2,0,15608,0,15500
XP_028045744.1,XP_011264800.2,0,15555,0,15452
XP_028045744.1,XP_011264801.2,0,15551,0,15443
XP_028045744.1,XP_011264802.2,0,15546,0,15431
XP_028045744.1,XP_011264804.2,0,15553,0,15440
XP_028045744.1,XP_011264805.2,0,15543,0,15439
XP_028045744.1,XP_011264807.2,0,15536,0,15440
XP_028045744.1,XP_011264808.2,0,15523,0,15419
XP_028045744.1,XP_011264809.2,0,15469,0,15362
XP_028045744.1,XP_011264810.2,0,15531,0,15431
XP_028045744.1,XP_011264811.2,0,15424,0,15326
XP_028045744.1,XP_011264812.2,0,15503,0,15412
XP_028045744.1,XP_011264813.2,0,15488,0,15385
XP_028045744.1,XP_011264814.2,0,15282,0,15304
XP_028045744.1,XP_011264815.2,0,15445,0,15351
XP_028045744.1,XP_011264816.2,0,15393,0,15305
XP_028045744.1,XP_011264817.2,0,15198,0,15104
XP_028045744.1,XP_011264818.2,0,15198,0,15104
XP_028045744.1,XP_011264820.2,0,15198,0,15104
XP_028045744.1,XP_011264821.2,0,15347,0,15247
XP_028045744.1,XP_011264826.2,0,15275,0,15172
XP_028045744.1,XP_011264827.2,0,15380,0,15275
XP_028045744.1,XP_011264828.2,0,15163,0,15061
XP_028045744.1,XP_019884714.2,0,15469,0,15362
XP_028045744.1,XP_019884716.2,0,15447,0,15341
XP_028045744.1,XP_019884717.2,0,15454,0,15348
XP_028045744.1,XP_019884718.2,0,15393,0,15290
XP_028045744.1,XP_019884719.2,0,15400,0,15294
XP_028045744.1,XP_025269853.1,0,15532,0,15418
XP_028045744.1,XP_025269854.1,0,15469,0,15362
XP_028045744.1,XP_025269855.1,0,15493,0,15383
XP_028045744.1,XP_025269856.1,0,15126,0,15033
XP_028045744.1,XP_025269857.1,0,15397,0,15302
XP_028045745.1,XP_011264795.2,0,15580,0,15476
XP_028045745.1,XP_011264797.2,0,15578,0,15463
XP_028045745.1,XP_011264798.2,0,15557,0,15454
XP_028045745.1,XP_011264799.2,0,15558,0,15454
XP_028045745.1,XP_011264800.2,0,15591,0,15487
XP_028045745.1,XP_011264801.2,0,15530,0,15429
XP_028045745.1,XP_011264802.2,0,15524,0,15414
XP_028045745.1,XP_011264804.2,0,15523,0,15419
XP_028045745.1,XP_011264805.2,0,15578,0,15474
XP_028045745.1,XP_011264807.2,0,15516,0,15419
XP_028045745.1,XP_011264808.2,0,15510,0,15398
XP_028045745.1,XP_011264809.2,0,15453,0,15344
XP_028045745.1,XP_011264810.2,0,15471,0,15376
XP_028045745.1,XP_011264811.2,0,15403,0,15309
XP_028045745.1,XP_011264812.2,0,15482,0,15390
XP_028045745.1,XP_011264813.2,0,15519,0,15416
XP_028045745.1,XP_011264814.2,0,15261,0,15281
XP_028045745.1,XP_011264815.2,0,15424,0,15337
XP_028045745.1,XP_011264816.2,0,15373,0,15296
XP_028045745.1,XP_011264817.2,0,15178,0,15084
XP_028045745.1,XP_011264818.2,0,15178,0,15084
XP_028045745.1,XP_011264820.2,0,15178,0,15084
XP_028045745.1,XP_011264821.2,0,15326,0,15231
XP_028045745.1,XP_011264826.2,0,15282,0,15186
XP_028045745.1,XP_011264827.2,0,15330,0,15229
XP_028045745.1,XP_011264828.2,0,15170,0,15066
XP_028045745.1,XP_019884714.2,0,15453,0,15344
XP_028045745.1,XP_019884716.2,0,15432,0,15323
XP_028045745.1,XP_019884717.2,0,15410,0,15301
XP_028045745.1,XP_019884718.2,0,15372,0,15270
XP_028045745.1,XP_019884719.2,0,15350,0,15248
XP_028045745.1,XP_025269853.1,0,15511,0,15401
XP_028045745.1,XP_025269854.1,0,15453,0,15344
XP_028045745.1,XP_025269855.1,0,15472,0,15372
XP_028045745.1,XP_025269856.1,0,15075,0,14983
XP_028045745.1,XP_025269857.1,0,15411,0,15309
XP_028045746.1,XP_011264795.2,0,15585,0,15481
XP_028045746.1,XP_011264797.2,0,15572,0,15468
XP_028045746.1,XP_011264798.2,0,15562,0,15459
XP_028045746.1,XP_011264799.2,0,15563,0,15459
XP_028045746.1,XP_011264800.2,0,15596,0,15492
XP_028045746.1,XP_011264801.2,0,15535,0,15434
XP_028045746.1,XP_011264802.2,0,15529,0,15418
XP_028045746.1,XP_011264804.2,0,15528,0,15423
XP_028045746.1,XP_011264805.2,0,15583,0,15479
XP_028045746.1,XP_011264807.2,0,15520,0,15424
XP_028045746.1,XP_011264808.2,0,15504,0,15402
XP_028045746.1,XP_011264809.2,0,15457,0,15348
XP_028045746.1,XP_011264810.2,0,15476,0,15381
XP_028045746.1,XP_011264811.2,0,15408,0,15313
XP_028045746.1,XP_011264812.2,0,15487,0,15394
XP_028045746.1,XP_011264813.2,0,15520,0,15416
XP_028045746.1,XP_011264814.2,0,15265,0,15286
XP_028045746.1,XP_011264815.2,0,15429,0,15342
XP_028045746.1,XP_011264816.2,0,15377,0,15300
XP_028045746.1,XP_011264817.2,0,15183,0,15089
XP_028045746.1,XP_011264818.2,0,15183,0,15089
XP_028045746.1,XP_011264820.2,0,15183,0,15089
XP_028045746.1,XP_011264821.2,0,15330,0,15236
XP_028045746.1,XP_011264826.2,0,15286,0,15183
XP_028045746.1,XP_011264827.2,0,15335,0,15234
XP_028045746.1,XP_011264828.2,0,15175,0,15070
XP_028045746.1,XP_019884714.2,0,15457,0,15348
XP_028045746.1,XP_019884716.2,0,15436,0,15328
XP_028045746.1,XP_019884717.2,0,15414,0,15306
XP_028045746.1,XP_019884718.2,0,15377,0,15275
XP_028045746.1,XP_019884719.2,0,15355,0,15253
XP_028045746.1,XP_025269853.1,0,15516,0,15406
XP_028045746.1,XP_025269854.1,0,15457,0,15348
XP_028045746.1,XP_025269855.1,0,15477,0,15373
XP_028045746.1,XP_025269856.1,0,15080,0,14988
XP_028045746.1,XP_025269857.1,0,15415,0,15314
XP_028045747.1,XP_011264795.2,0,15585,0,15474
XP_028045747.1,XP_011264797.2,0,15573,0,15459
XP_028045747.1,XP_011264798.2,0,15552,0,15452
XP_028045747.1,XP_011264799.2,0,15553,0,15446
XP_028045747.1,XP_011264800.2,0,15530,0,15426
XP_028045747.1,XP_011264801.2,0,15580,0,15481
XP_028045747.1,XP_011264802.2,0,15512,0,15409
XP_028045747.1,XP_011264804.2,0,15517,0,15408
XP_028045747.1,XP_011264805.2,0,15516,0,15414
XP_028045747.1,XP_011264807.2,0,15510,0,15415
XP_028045747.1,XP_011264808.2,0,15496,0,15392
XP_028045747.1,XP_011264809.2,0,15447,0,15341
XP_028045747.1,XP_011264810.2,0,15464,0,15369
XP_028045747.1,XP_011264811.2,0,15399,0,15295
XP_028045747.1,XP_011264812.2,0,15500,0,15407
XP_028045747.1,XP_011264813.2,0,15462,0,15359
XP_028045747.1,XP_011264814.2,0,15256,0,15275
XP_028045747.1,XP_011264815.2,0,15490,0,15391
XP_028045747.1,XP_011264816.2,0,15452,0,15352
XP_028045747.1,XP_011264817.2,0,15172,0,15079
XP_028045747.1,XP_011264818.2,0,15172,0,15079
XP_028045747.1,XP_011264820.2,0,15172,0,15079
XP_028045747.1,XP_011264821.2,0,15405,0,15318
XP_028045747.1,XP_011264826.2,0,15220,0,15117
XP_028045747.1,XP_011264827.2,0,15324,0,15223
XP_028045747.1,XP_011264828.2,0,15114,0,15005
XP_028045747.1,XP_019884714.2,0,15447,0,15341
XP_028045747.1,XP_019884716.2,0,15425,0,15318
XP_028045747.1,XP_019884717.2,0,15398,0,15298
XP_028045747.1,XP_019884718.2,0,15366,0,15265
XP_028045747.1,XP_019884719.2,0,15344,0,15243
XP_028045747.1,XP_025269853.1,0,15506,0,15396
XP_028045747.1,XP_025269854.1,0,15447,0,15341
XP_028045747.1,XP_025269855.1,0,15529,0,15424
XP_028045747.1,XP_025269856.1,0,15071,0,14977
XP_028045747.1,XP_025269857.1,0,15340,0,15253
XP_028045748.1,XP_011264795.2,0,15571,0,15455
XP_028045748.1,XP_011264797.2,0,15558,0,15443
XP_028045748.1,XP_011264798.2,0,15548,0,15433
XP_028045748.1,XP_011264799.2,0,15549,0,15433
XP_028045748.1,XP_011264800.2,0,15524,0,15410
XP_028045748.1,XP_011264801.2,0,15512,0,15409
XP_028045748.1,XP_011264802.2,0,15587,0,15472
XP_028045748.1,XP_011264804.2,0,15514,0,15397
XP_028045748.1,XP_011264805.2,0,15511,0,15397
XP_028045748.1,XP_011264807.2,0,15506,0,15398
XP_028045748.1,XP_011264808.2,0,15481,0,15377
XP_028045748.1,XP_011264809.2,0,15431,0,15330
XP_028045748.1,XP_011264810.2,0,15461,0,15354
XP_028045748.1,XP_011264811.2,0,15459,0,15364
XP_028045748.1,XP_011264812.2,0,15461,0,15373
XP_028045748.1,XP_011264813.2,0,15460,0,15347
XP_028045748.1,XP_011264814.2,0,15466,0,15356
XP_028045748.1,XP_011264815.2,0,15404,0,15316
XP_028045748.1,XP_011264816.2,0,15352,0,15277
XP_028045748.1,XP_011264817.2,0,15156,0,15063
