agam,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_319101.4,XP_011251411.1,1.00E-123,360,6.00E-124,361
XP_319101.4,XP_025262709.1,1.00E-122,359,7.00E-123,360
XP_319101.4,XP_025262710.1,1.00E-123,359,4.00E-124,360
XP_319104.4,XP_011253263.1,1.00E-64,203,6.00E-65,203
XP_319105.2,XP_011252459.1,2.00E-104,310,7.00E-105,310
XP_319106.4,XP_011258158.1,0,1647,0,1641
XP_319107.3,XP_025271361.1,0,797,0,797
XP_319108.4,XP_025264993.1,0,2346,0,2339
XP_319108.4,XP_025264994.1,0,2336,0,2327
XP_319111.4,XP_011252926.1,0,738,0,731
XP_319115.4,XP_011259267.1,0,2448,0,2448
XP_319115.4,XP_025264403.1,0,2448,0,2448
XP_319116.4,XP_011267542.1,2.00E-149,432,3.00E-145,421
XP_319116.4,XP_011267550.1,2.00E-149,432,3.00E-145,421
XP_319116.4,XP_011267558.1,2.00E-149,432,3.00E-145,421
XP_319116.4,XP_011267567.1,2.00E-149,432,3.00E-145,421
XP_319118.4,XP_025264411.1,0,732,0,727
XP_319125.4,XP_011263213.1,3.00E-50,168,1.00E-50,168
XP_319126.4,XP_011264982.2,2.00E-24,105,2.00E-25,108
XP_319126.4,XP_025264882.1,2.00E-22,99.8,5.00E-23,101
XP_319131.4,XP_011266011.1,2.00E-93,278,9.00E-94,278
XP_319132.3,XP_011263899.1,7.00E-122,352,6.00E-128,367
XP_319139.2,XP_011259662.1,1.00E-94,275,4.00E-95,275
XP_319140.3,XP_011251037.1,1.00E-135,388,5.00E-136,388
XP_319141.3,XP_011269594.1,2.00E-81,241,8.00E-82,241
XP_319144.3,XP_025267673.1,1.00E-33,126,1.00E-33,126
XP_319147.4,XP_011265756.2,1.00E-87,288,4.00E-57,204
XP_319149.2,XP_011253240.2,0,588,0,588
XP_319151.4,XP_011257165.1,3.00E-133,398,1.00E-132,395
XP_319151.4,XP_019883275.1,3.00E-133,398,1.00E-132,395
XP_319152.4,XP_011257156.1,7.00E-67,216,3.00E-67,216
XP_319154.4,XP_011266105.1,2.00E-166,471,1.00E-166,471
XP_319154.4,XP_019884936.1,1.00E-163,464,5.00E-164,464
XP_319155.2,XP_011267793.1,3.00E-151,430,1.00E-151,430
XP_319156.4,XP_011268914.1,0,570,0,582
XP_319165.3,XP_011264409.1,0,591,0,578
XP_319165.3,XP_025268072.1,0,591,0,578
XP_319166.4,XP_011251233.1,5.00E-62,195,2.00E-62,195
XP_319167.2,XP_011251223.2,1.00E-96,301,5.00E-97,301
XP_319173.1,XP_011262896.1,0,759,0,759
XP_319174.4,XP_011262900.1,0,1514,0,1505
XP_319175.3,XP_011252576.1,0,870,0,858
XP_319176.2,XP_011255146.1,0,930,0,929
XP_319178.4,XP_019883437.1,2.00E-119,362,9.00E-120,362
XP_319180.3,XP_011260051.1,2.00E-108,317,7.00E-109,317
XP_319184.4,XP_011261248.1,0,781,0,765
XP_319185.3,XP_011264036.1,6.00E-151,435,4.00E-151,435
XP_319186.4,XP_011264034.1,0,734,0,731
XP_319187.4,XP_011255067.2,2.00E-171,516,1.00E-164,497
XP_319188.4,XP_025264088.1,1.00E-112,370,5.00E-109,359
XP_319205.3,XP_011264479.1,1.00E-80,271,4.00E-85,282
XP_319208.4,XP_025262833.1,0,841,0,869
XP_319208.4,XP_025262834.1,0,841,0,869
XP_319208.4,XP_025262835.1,0,841,0,869
XP_319208.4,XP_025262836.1,0,841,0,869
XP_319208.4,XP_025262837.1,0,841,0,869
XP_319209.4,XP_011268446.1,1.00E-65,236,5.00E-66,236
XP_319210.4,XP_011262697.2,0,551,0,551
XP_319213.4,XP_019884371.1,5.00E-155,459,5.00E-155,459
XP_319213.4,XP_025265424.1,2.00E-155,458,2.00E-155,458
XP_319216.4,XP_011269704.2,0,1235,0,1224
XP_319221.1,XP_011257283.1,4.00E-146,409,2.00E-146,409
XP_319221.1,XP_011257284.1,4.00E-146,409,2.00E-146,409
XP_319222.2,XP_011269459.1,4.00E-97,281,2.00E-97,281
XP_319223.4,XP_011263020.1,2.00E-69,214,1.00E-69,214
XP_319225.4,XP_011257428.1,2.00E-169,486,9.00E-171,489
XP_319225.4,XP_011257429.1,7.00E-171,490,2.00E-172,493
XP_319225.4,XP_011257431.1,9.00E-163,467,1.00E-162,466
XP_319228.4,XP_011262897.2,4.00E-102,342,9.00E-103,343
XP_319229.4,XP_011269896.1,2.00E-44,146,8.00E-45,146
XP_319231.4,XP_011257387.1,9.00E-43,155,3.00E-39,144
XP_319234.3,XP_011264435.1,6.00E-118,353,8.00E-115,344
XP_319234.3,XP_011264443.1,7.00E-122,362,6.00E-117,348
XP_319235.4,XP_011266919.2,4.00E-123,377,8.00E-128,388
XP_319235.4,XP_011266920.2,9.00E-129,391,2.00E-129,392
XP_319236.4,XP_025261820.1,0,758,0,758
XP_319236.4,XP_025261821.1,0,758,0,758
XP_319236.4,XP_025261822.1,0,757,0,757
XP_319236.4,XP_025261823.1,0,757,0,757
XP_319236.4,XP_025261824.1,0,756,0,756
XP_319239.2,XP_019884988.1,6.00E-10,51.6,7.00E-18,71.6
XP_319240.5,XP_011254011.1,3.00E-100,348,2.00E-100,348
XP_319244.3,XP_011263803.1,5.00E-138,416,2.00E-138,416
XP_319245.3,XP_011261226.1,0,843,0,845
XP_319245.3,XP_011261228.1,0,835,0,830
XP_319245.3,XP_011261229.1,0,831,0,830
XP_319246.4,XP_011251190.1,0,2258,0,2260
XP_319246.4,XP_025263642.1,0,2258,0,2260
XP_319247.1,XP_011267759.1,1.00E-151,437,1.00E-158,454
XP_319248.3,XP_011267767.1,0,1966,0,1967
XP_319248.3,XP_011267770.1,0,1966,0,1966
XP_319248.3,XP_011267772.1,0,1967,0,1967
XP_319248.3,XP_011267773.1,0,1966,0,1967
XP_319248.3,XP_011267774.1,0,1964,0,1966
XP_319248.3,XP_019885271.1,0,1966,0,1966
XP_319248.3,XP_019885272.1,0,1965,0,1965
XP_319248.3,XP_019885273.1,0,1963,0,1961
XP_319248.3,XP_025263831.1,0,1965,0,1965
XP_319250.4,XP_025263346.1,2.00E-169,501,2.00E-160,476
XP_319288.2,XP_011268790.1,2.00E-126,382,1.00E-126,382
XP_319288.2,XP_011268791.1,7.00E-127,383,3.00E-127,383
XP_319288.2,XP_011268792.1,1.00E-126,382,5.00E-127,382
XP_319288.2,XP_011268793.1,1.00E-126,382,5.00E-127,382
XP_319288.2,XP_011268794.1,1.00E-126,382,5.00E-127,382
XP_319288.2,XP_011268795.1,1.00E-126,382,5.00E-127,382
XP_319289.2,XP_011269734.1,0,538,0,538
XP_319290.3,XP_011265583.1,0,620,0,617
XP_319290.3,XP_025264687.1,0,620,0,617
XP_319291.4,XP_011257297.1,2.00E-43,157,6.00E-40,147
XP_319291.4,XP_011257298.1,2.00E-43,157,6.00E-40,147
XP_319291.4,XP_025268555.1,2.00E-43,157,6.00E-40,147
XP_319293.4,XP_011261947.1,5.00E-73,218,3.00E-73,218
XP_319294.4,XP_025267461.1,0,879,0,879
XP_319294.4,XP_025267462.1,0,879,0,879
XP_319294.4,XP_025267463.1,0,879,0,879
XP_319294.4,XP_025267464.1,0,879,0,879
XP_319294.4,XP_025267465.1,0,879,0,879
XP_319297.4,XP_011252351.1,2.00E-63,198,7.00E-64,198
XP_319299.4,XP_011260113.2,6.00E-44,153,7.00E-47,159
XP_319299.4,XP_011260114.1,9.00E-44,152,1.00E-46,158
XP_319299.4,XP_025264200.1,2.00E-43,150,2.00E-46,157
XP_319306.4,XP_011251659.1,1.00E-152,447,2.00E-153,447
XP_319306.4,XP_025262942.1,1.00E-152,447,2.00E-153,447
XP_319309.3,XP_019882375.1,0,2745,0,2783
XP_319309.3,XP_019882376.1,0,2771,0,2803
XP_319309.3,XP_019882377.1,0,2739,0,2775
XP_319309.3,XP_019882380.1,0,2738,0,2773
XP_319309.3,XP_019882383.1,0,2738,0,2773
XP_319309.3,XP_019882391.1,0,2746,0,2784
XP_319309.3,XP_019882393.1,0,2746,0,2784
XP_319309.3,XP_019882396.1,0,2748,0,2781
XP_319309.3,XP_019882398.1,0,2738,0,2775
XP_319309.3,XP_019882399.1,0,2781,0,2813
XP_319309.3,XP_019882400.1,0,2748,0,2782
XP_319309.3,XP_019882401.1,0,2746,0,2782
XP_319309.3,XP_019882409.1,0,2747,0,2781
XP_319309.3,XP_019882418.1,0,2746,0,2784
XP_319309.3,XP_019882419.1,0,2755,0,2793
XP_319309.3,XP_019882423.1,0,2777,0,2811
XP_319309.3,XP_019882425.1,0,2781,0,2813
XP_319309.3,XP_019882427.1,0,2789,0,2821
XP_319309.3,XP_019882428.1,0,2776,0,2810
XP_319309.3,XP_019882430.1,0,2744,0,2778
XP_319309.3,XP_025262943.1,0,2739,0,2774
XP_319309.3,XP_025262944.1,0,2739,0,2774
XP_319309.3,XP_025262945.1,0,2737,0,2773
XP_319309.3,XP_025262946.1,0,2768,0,2804
XP_319309.3,XP_025262947.1,0,2725,0,2762
XP_319309.3,XP_025262948.1,0,2732,0,2771
XP_319309.3,XP_025262949.1,0,2756,0,2788
XP_319309.3,XP_025262950.1,0,2732,0,2770
XP_319309.3,XP_025262951.1,0,2756,0,2790
XP_319309.3,XP_025262952.1,0,2732,0,2769
XP_319309.3,XP_025262953.1,0,2764,0,2798
XP_319309.3,XP_025262954.1,0,2726,0,2763
XP_319309.3,XP_025262955.1,0,2732,0,2769
XP_319318.3,XP_011251662.2,2.00E-117,354,1.00E-115,349
XP_319318.3,XP_011252570.3,3.00E-117,353,3.00E-114,345
XP_319318.3,XP_025262939.1,2.00E-117,354,4.00E-115,347
XP_319318.3,XP_025262940.1,1.00E-117,354,3.00E-115,347
XP_319318.3,XP_025262941.1,1.00E-117,354,3.00E-115,347
XP_319319.4,XP_011258011.1,1.00E-61,204,5.00E-62,204
XP_319323.3,XP_011255228.1,0,1696,0,1724
XP_319323.3,XP_011255229.1,0,1696,0,1724
XP_319330.4,XP_011261637.1,0,576,0,575
XP_319334.2,XP_011266908.1,4.00E-35,119,3.00E-35,119
XP_319335.3,XP_011252290.1,0,1104,0,1104
XP_319335.3,XP_011252291.1,0,1112,0,1112
XP_319335.3,XP_011252292.1,0,1109,0,1109
XP_319337.3,XP_011266075.2,4.00E-64,210,2.00E-64,210
XP_319339.4,XP_011266070.1,2.00E-164,487,4.00E-178,521
XP_319339.4,XP_011266071.1,3.00E-166,491,4.00E-180,526
XP_319339.4,XP_011266073.1,7.00E-159,471,1.00E-172,506
XP_319339.4,XP_011266074.1,7.00E-159,471,1.00E-172,506
XP_319343.4,XP_011253412.1,1.00E-124,382,4.00E-125,382
XP_319345.3,XP_011266055.1,0,630,0,630
XP_319347.2,XP_011259045.1,0,571,0,571
XP_319348.4,XP_011253314.1,5.00E-167,488,3.00E-167,488
XP_319349.4,XP_011262629.1,0,643,0,627
XP_319349.4,XP_011262631.1,0,635,0,619
XP_319353.4,XP_011268645.1,4.00E-103,306,4.00E-99,295
XP_319357.4,XP_011266292.1,2.00E-166,513,2.00E-166,512
XP_319358.4,XP_011252224.2,2.00E-173,528,1.00E-162,499
XP_319358.4,XP_011252225.2,2.00E-173,528,1.00E-162,499
XP_319358.4,XP_025265493.1,1.00E-171,522,2.00E-162,498
XP_319363.4,XP_011251722.1,0,1012,0,1030
XP_319364.4,XP_011250718.1,6.00E-121,361,6.00E-121,360
XP_319365.4,XP_011258614.1,8.00E-163,469,4.00E-167,480
XP_319365.4,XP_011258616.1,8.00E-163,469,4.00E-167,480
XP_319369.4,XP_011260584.2,2.00E-122,359,4.00E-118,347
XP_319370.4,XP_011264838.1,0,2118,0,2129
XP_319371.2,XP_011267751.1,1.00E-128,367,3.00E-126,360
XP_319372.4,XP_019884458.2,1.00E-54,193,4.00E-64,218
XP_319373.1,XP_019885475.1,1.00E-21,97.4,5.00E-22,97.4
XP_319374.4,XP_025265657.1,3.00E-143,403,1.00E-143,403
XP_319376.3,XP_025269047.1,2.00E-163,474,6.00E-166,480
XP_319386.4,XP_011269588.1,0,705,0,669
XP_319386.4,XP_011269589.1,0,706,0,668
XP_319387.4,XP_011258699.1,0,665,0,665
XP_319393.4,XP_011252817.1,5.00E-155,452,6.00E-166,478
XP_319393.4,XP_011252818.1,1.00E-156,456,2.00E-167,482
XP_319394.3,XP_011252913.2,2.00E-52,171,9.00E-56,179
XP_319394.3,XP_011252914.2,3.00E-52,171,1.00E-55,178
XP_319394.3,XP_011252915.2,3.00E-52,171,1.00E-55,178
XP_319395.3,XP_011252916.1,1.00E-38,138,4.00E-37,133
XP_319395.3,XP_011252917.1,1.00E-38,138,4.00E-37,133
XP_319395.3,XP_025269885.1,1.00E-38,138,4.00E-37,133
XP_319395.3,XP_025269886.1,1.00E-38,138,4.00E-37,133
XP_319396.4,XP_019885140.1,2.00E-24,92.8,1.00E-24,92.8
XP_319397.4,XP_011267541.1,2.00E-46,156,7.00E-47,156
XP_319398.3,XP_011266793.1,1.00E-90,272,4.00E-91,272
XP_319401.2,XP_011266403.1,6.00E-71,214,7.00E-62,190
XP_319404.4,XP_025267842.1,5.00E-142,467,3.00E-57,216
XP_319404.4,XP_025267843.1,7.00E-142,466,7.00E-57,215
XP_319406.3,XP_011260401.1,0,1159,0,1164
XP_319407.2,XP_011253785.1,2.00E-147,417,1.00E-147,417
XP_319407.2,XP_025264959.1,2.00E-147,417,1.00E-147,417
XP_319410.4,XP_011259566.2,8.00E-78,255,5.00E-52,185
XP_319412.2,XP_011255262.1,6.00E-113,326,2.00E-119,341
XP_319416.4,XP_011258931.1,0,793,0,793
XP_319417.2,XP_019882279.2,8.00E-178,504,3.00E-178,504
XP_319417.2,XP_025264978.1,8.00E-178,504,3.00E-178,504
XP_319418.4,XP_011263298.1,0,773,0,773
XP_319418.4,XP_011263299.1,0,776,0,776
XP_319418.4,XP_011263300.1,0,761,0,761
XP_319418.4,XP_011263301.1,0,787,0,787
XP_319418.4,XP_011263302.1,0,775,0,775
XP_319419.4,XP_011268965.1,4.00E-116,342,7.00E-116,341
XP_319419.4,XP_011268966.1,4.00E-116,342,7.00E-116,341
XP_319421.4,XP_011252907.1,2.00E-153,477,7.00E-154,477
XP_319423.3,XP_011262967.1,0,853,0,853
XP_319423.3,XP_011262968.1,0,853,0,853
XP_319423.3,XP_011262969.1,0,853,0,853
XP_319423.3,XP_011262970.1,0,861,0,861
XP_319423.3,XP_011262971.1,0,858,0,858
XP_319423.3,XP_011262972.1,0,853,0,853
XP_319425.2,XP_011258541.1,2.00E-69,214,7.00E-70,214
XP_319428.4,XP_011252760.1,4.00E-162,461,2.00E-164,467
XP_319430.4,XP_011255278.1,4.00E-170,499,5.00E-168,493
XP_319437.4,XP_011254342.1,4.00E-125,366,1.00E-125,366
XP_319437.4,XP_019882753.1,4.00E-125,366,1.00E-125,366
XP_319437.4,XP_019882754.1,4.00E-125,366,1.00E-125,366
XP_319437.4,XP_019882755.1,4.00E-125,366,1.00E-125,366
XP_319437.4,XP_019882756.1,5.00E-121,355,2.00E-121,355
XP_319437.4,XP_025270239.1,5.00E-121,355,2.00E-121,355
XP_319438.3,XP_011269149.1,8.00E-77,236,2.00E-83,251
XP_319440.3,XP_011264483.1,0,1187,0,1196
XP_319440.3,XP_025265834.1,0,1187,0,1196
XP_319442.1,XP_011269171.1,0,1892,0,1888
XP_319443.3,XP_011264393.1,2.00E-91,265,7.00E-92,265
XP_319444.3,XP_011256527.1,1.00E-143,409,3.00E-141,402
XP_319445.4,XP_025267338.1,1.00E-81,259,1.00E-60,204
XP_319446.4,XP_011268936.1,2.00E-41,141,3.00E-41,140
XP_319447.2,XP_011266154.1,0,780,0,790
XP_319447.2,XP_011266155.1,0,785,0,795
XP_319447.2,XP_011266157.1,0,780,0,790
XP_319447.2,XP_011266158.1,0,780,0,790
XP_319447.2,XP_011266159.1,0,778,0,787
XP_319447.2,XP_025263271.1,0,784,0,793
XP_319448.3,XP_011253368.1,0,712,0,714
XP_319448.3,XP_011253369.2,0,712,0,714
XP_319449.3,XP_011265599.1,5.00E-117,335,2.00E-117,335
XP_319454.4,XP_011264549.1,0,664,0,671
XP_319458.3,XP_011267539.2,0,980,0,990
XP_319462.4,XP_011259274.1,0,537,2.00E-174,517
XP_319463.4,XP_011265830.2,0,950,0,950
XP_319464.4,XP_011267462.1,0,1036,0,1023
XP_319465.4,XP_011263983.1,5.00E-107,337,3.00E-138,417
XP_319465.4,XP_011263984.1,5.00E-107,337,3.00E-138,417
XP_319467.4,XP_011259995.1,7.00E-137,422,2.00E-137,422
XP_319467.4,XP_025263876.1,7.00E-137,422,2.00E-137,422
XP_319467.4,XP_025263877.1,8.00E-135,416,4.00E-135,416
XP_319471.3,XP_011253668.1,2.00E-50,164,5.00E-55,175
XP_319474.3,XP_011259466.1,0,1202,0,1201
XP_319474.3,XP_011259474.1,0,1202,0,1200
XP_319474.3,XP_011259485.1,0,1207,0,1204
XP_319474.3,XP_019883673.1,0,1201,0,1200
XP_319476.4,XP_011252841.1,0,832,0,832
XP_319476.4,XP_011252842.1,0,810,0,810
XP_319476.4,XP_019882474.1,0,828,0,828
XP_319481.3,XP_011262703.1,0,838,0,830
XP_319481.3,XP_011262704.1,0,839,0,831
XP_319481.3,XP_025267529.1,0,811,0,803
XP_319481.3,XP_025267530.1,0,837,0,828
XP_319481.3,XP_025267531.1,0,838,0,829
XP_319485.2,XP_011263921.2,2.00E-42,141,1.00E-45,149
XP_319485.2,XP_025269294.1,2.00E-42,141,1.00E-45,149
XP_319486.4,XP_011259436.2,2.00E-154,449,2.00E-154,449
XP_319489.4,XP_011253492.1,0,696,0,703
XP_319489.4,XP_011253493.1,0,696,0,703
XP_319496.2,XP_011265087.1,2.00E-89,271,3.00E-99,295
XP_319496.2,XP_019884750.1,1.00E-87,266,2.00E-97,290
XP_319502.1,XP_011252093.1,0,858,0,858
XP_319502.1,XP_011252094.1,0,846,0,846
XP_319502.1,XP_011252095.1,0,846,0,846
XP_319519.4,XP_011260342.1,7.00E-102,323,1.00E-102,324
XP_319521.5,XP_011253495.1,1.00E-78,250,7.00E-77,245
XP_319524.2,XP_011264893.1,6.00E-81,258,1.00E-74,240
XP_319536.5,XP_011269200.1,3.00E-149,421,2.00E-149,421
XP_319536.5,XP_011269201.1,3.00E-150,422,1.00E-150,422
XP_319540.5,XP_011265472.1,4.00E-36,132,1.00E-36,133
XP_319540.5,XP_011265480.1,4.00E-36,132,1.00E-36,133
XP_319540.5,XP_011265485.1,4.00E-36,132,1.00E-36,133
XP_319540.5,XP_011265491.1,4.00E-36,132,1.00E-36,133
XP_319540.5,XP_025266268.1,4.00E-36,132,1.00E-36,133
XP_319543.2,XP_011263685.1,2.00E-31,114,7.00E-32,114
XP_319543.2,XP_025265147.1,5.00E-34,120,2.00E-34,120
XP_319545.5,XP_011259953.1,9.00E-125,369,2.00E-133,390
XP_319545.5,XP_011259954.1,2.00E-121,361,6.00E-130,382
XP_319546.5,XP_011269930.1,0,568,0,547
XP_319546.5,XP_025269353.1,0,568,0,547
XP_319547.5,XP_011262027.1,6.00E-43,158,5.00E-39,145
XP_319556.5,XP_011256096.1,4.00E-136,426,7.00E-150,461
XP_319556.5,XP_019883074.1,2.00E-135,426,4.00E-149,460
XP_319556.5,XP_019883075.1,2.00E-135,426,4.00E-149,460
XP_319557.4,XP_011266605.1,3.00E-85,258,2.00E-85,258
XP_319559.2,XP_011251366.1,6.00E-32,109,3.00E-32,109
XP_319569.4,XP_011259553.1,2.00E-70,228,7.00E-69,223
XP_319569.4,XP_011259563.1,2.00E-70,228,7.00E-69,223
XP_319569.4,XP_011259569.1,2.00E-70,228,5.00E-69,223
XP_319573.4,XP_011262213.1,9.00E-99,297,4.00E-99,297
XP_319576.4,XP_011257416.1,1.00E-105,328,4.00E-105,325
XP_319577.4,XP_011264494.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_011264495.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_011264496.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_011264500.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_011264501.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_019884661.1,3.00E-129,398,3.00E-121,376
XP_319577.4,XP_019884662.1,3.00E-129,398,3.00E-121,376
XP_319580.4,XP_011261124.2,1.00E-81,265,6.00E-81,263
XP_319580.4,XP_025262506.1,3.00E-80,265,4.00E-79,261
XP_319580.4,XP_025262507.1,3.00E-80,265,4.00E-79,261
XP_319580.4,XP_025262508.1,3.00E-80,265,4.00E-79,261
XP_319580.4,XP_025262509.1,4.00E-80,265,3.00E-79,262
XP_319580.4,XP_025262510.1,2.00E-81,266,2.00E-80,263
XP_319580.4,XP_025262511.1,5.00E-81,265,3.00E-80,262
XP_319580.4,XP_025262512.1,5.00E-81,265,3.00E-80,262
XP_319580.4,XP_025262513.1,1.00E-81,265,6.00E-81,263
XP_319581.3,XP_011265090.3,1.00E-85,256,5.00E-86,256
XP_319582.4,XP_011265091.1,1.00E-177,503,5.00E-178,503
XP_319583.4,XP_011269215.2,2.00E-157,473,2.00E-164,490
XP_319584.4,XP_011269211.1,1.00E-83,256,6.00E-84,256
XP_319584.4,XP_011269213.2,4.00E-84,258,2.00E-84,258
XP_319584.4,XP_011269214.1,2.00E-86,261,8.00E-87,261
XP_319585.4,XP_011269209.2,5.00E-70,220,7.00E-69,216
XP_319585.4,XP_011269210.2,2.00E-71,224,6.00E-70,219
XP_319586.2,XP_011268275.1,2.00E-58,198,5.00E-59,198
XP_319586.2,XP_011268276.1,2.00E-58,197,6.00E-59,197
XP_319588.4,XP_025268862.1,6.00E-122,359,2.00E-122,359
XP_319589.4,XP_019883528.1,1.00E-115,365,1.00E-114,361
XP_319591.2,XP_011258830.1,2.00E-146,427,1.00E-146,427
XP_319593.4,XP_011259403.1,0,795,0,797
XP_319593.4,XP_011259405.1,0,795,0,797
XP_319595.4,XP_011256676.1,1.00E-52,171,4.00E-53,171
XP_319596.4,XP_025270490.1,1.00E-138,427,3.00E-142,436
XP_319597.3,XP_025270064.1,2.00E-17,77,1.00E-17,77
XP_319600.4,XP_011268659.1,2.00E-32,118,7.00E-33,118
XP_319604.4,XP_011257116.1,0,665,0,662
XP_319605.4,XP_011263331.1,0,947,0,921
XP_319605.4,XP_011263335.1,0,951,0,925
XP_319605.4,XP_019884463.1,0,947,0,920
XP_319608.4,XP_011257800.2,2.00E-57,192,1.00E-57,192
XP_319608.4,XP_011257802.2,1.00E-57,192,5.00E-58,192
XP_319608.4,XP_025269278.1,3.00E-56,188,1.00E-56,188
XP_319609.4,XP_011254864.2,4.00E-150,474,1.00E-150,474
XP_319612.1,XP_019883171.1,1.00E-120,374,3.00E-121,375
XP_319614.4,XP_011268797.1,2.00E-96,298,8.00E-103,313
XP_319618.4,XP_011256931.1,2.00E-156,501,2.00E-155,498
XP_319622.4,XP_011261744.1,1.00E-90,274,6.00E-91,274
XP_319622.4,XP_019884120.1,3.00E-85,261,2.00E-85,261
XP_319623.4,XP_011254840.3,6.00E-19,89.7,3.00E-19,89.7
XP_319628.3,XP_011258285.1,7.00E-151,436,6.00E-158,453
XP_319630.2,XP_011259549.1,9.00E-48,162,1.00E-43,151
XP_319630.2,XP_011259550.1,9.00E-48,162,1.00E-43,151
XP_319631.4,XP_011254390.1,6.00E-122,367,6.00E-122,366
XP_319631.4,XP_011254391.1,6.00E-122,367,6.00E-122,366
XP_319634.4,XP_011265431.1,0,605,0,598
XP_319641.4,XP_011267426.1,1.00E-57,180,6.00E-58,180
XP_319643.4,XP_011257439.1,0,1089,0,1089
XP_319643.4,XP_011257440.1,0,1089,0,1089
XP_319643.4,XP_011257441.1,0,1089,0,1089
XP_319643.4,XP_011257442.1,0,1092,0,1092
XP_319643.4,XP_011257443.1,0,1096,0,1096
XP_319645.4,XP_019882707.1,1.00E-18,76.6,1.00E-18,75.9
XP_319646.4,XP_011254225.1,5.00E-152,484,5.00E-149,476
XP_319646.4,XP_025270917.1,5.00E-152,484,5.00E-149,476
XP_319646.4,XP_025270918.1,1.00E-152,484,1.00E-149,475
XP_319650.4,XP_011260206.1,0,640,0,638
XP_319650.4,XP_025271407.1,0,640,0,638
XP_319652.3,XP_011250537.1,0,2368,0,2374
XP_319655.2,XP_011251711.1,3.00E-170,484,1.00E-170,484
XP_319656.4,XP_011254977.1,1.00E-95,281,6.00E-89,263
XP_319656.4,XP_011254978.1,2.00E-96,283,1.00E-89,265
XP_319656.4,XP_011254979.1,6.00E-93,273,2.00E-86,256
XP_319656.4,XP_011254980.1,6.00E-93,273,2.00E-86,256
XP_319657.4,XP_011260941.1,1.00E-100,313,4.00E-101,313
XP_319657.4,XP_011260942.1,1.00E-100,313,4.00E-101,313
XP_319660.4,XP_011257735.1,1.00E-108,344,1.00E-109,346
XP_319663.4,XP_011255278.1,4.00E-168,495,7.00E-169,496
XP_319665.4,XP_011256369.1,0,1700,0,1693
XP_319665.4,XP_011256370.1,0,1696,0,1691
XP_319665.4,XP_019883114.1,0,1700,0,1693
XP_319666.2,XP_011258707.1,4.00E-134,386,6.00E-147,417
XP_319677.2,XP_011255359.1,0,827,0,846
XP_319678.4,XP_011260609.1,6.00E-133,390,3.00E-133,390
XP_319678.4,XP_011260610.1,1.00E-132,389,6.00E-133,389
XP_319678.4,XP_011260611.1,6.00E-133,389,3.00E-133,389
XP_319678.4,XP_011260612.1,5.00E-133,389,2.00E-133,389
XP_319678.4,XP_011260613.1,5.00E-133,389,2.00E-133,389
XP_319678.4,XP_019883871.1,5.00E-133,389,2.00E-133,389
XP_319678.4,XP_025264276.1,1.00E-132,389,7.00E-133,389
XP_319679.2,XP_019883745.2,6.00E-98,303,2.00E-98,303
XP_319681.2,XP_025271273.1,0,852,0,865
XP_319682.4,XP_011264915.1,0,1087,0,1078
XP_319682.4,XP_011264916.1,0,1080,0,1079
XP_319682.4,XP_011264917.1,0,1084,0,1076
XP_319684.4,XP_025262514.1,2.00E-10,59.3,9.00E-11,59.3
XP_319684.4,XP_025262522.1,4.00E-11,61.2,2.00E-11,60.8
XP_319685.4,XP_011256462.1,4.00E-150,440,2.00E-150,440
XP_319687.1,XP_011260017.1,0,577,0,577
XP_319690.4,XP_011260021.1,0,842,0,817
XP_319690.4,XP_011260022.1,0,842,0,817
XP_319690.4,XP_025263795.1,0,842,0,817
XP_319694.4,XP_011253416.1,0,840,0,840
XP_319694.4,XP_011253417.1,0,838,0,838
XP_319694.4,XP_019882587.1,0,837,0,837
XP_319696.4,XP_011255335.1,3.00E-108,332,2.00E-107,330
XP_319697.2,XP_011257667.1,6.00E-166,478,2.00E-166,478
XP_319698.3,XP_011267183.2,0,667,0,668
XP_319698.3,XP_011267184.2,0,665,0,666
XP_319698.3,XP_011267185.2,0,674,0,674
XP_319699.3,XP_011256501.1,5.00E-100,296,3.00E-100,296
XP_319701.4,XP_011262084.1,1.00E-49,175,1.00E-54,187
XP_319705.4,XP_025266531.1,2.00E-69,231,5.00E-69,229
XP_319705.4,XP_025266532.1,3.00E-70,233,6.00E-70,231
XP_319705.4,XP_025266533.1,2.00E-70,232,3.00E-70,231
XP_319707.4,XP_011254247.1,1.00E-139,412,5.00E-140,412
XP_319707.4,XP_025270921.1,4.00E-146,429,2.00E-146,429
XP_319708.4,XP_011265983.1,2.00E-99,295,1.00E-99,295
XP_319713.4,XP_011253559.1,1.00E-165,491,6.00E-166,491
XP_319713.4,XP_011253560.1,1.00E-165,491,6.00E-166,491
XP_319713.4,XP_025263040.1,5.00E-164,488,2.00E-170,503
XP_319716.3,XP_011253561.1,0,712,0,716
XP_319716.3,XP_011253563.1,0,714,0,715
XP_319716.3,XP_011253566.1,0,711,0,714
XP_319716.3,XP_011253567.1,0,711,0,714
