temno,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
TGZ55493.1,XP_011259359.1,0,597,0,625
TGZ55493.1,XP_011259360.1,0,597,0,625
TGZ55496.1,XP_011256662.2,0,584,0,584
TGZ55497.1,XP_019883674.1,0,818,0,812
TGZ55497.1,XP_019883675.1,0,818,0,812
TGZ55499.1,XP_011251794.1,0,1830,0,1830
TGZ55500.1,XP_011251718.2,0,675,0,682
TGZ55500.1,XP_011251727.1,0,687,0,698
TGZ55500.1,XP_011251732.1,0,677,0,689
TGZ55500.1,XP_025269310.1,0,674,0,681
TGZ55501.1,XP_011251870.1,0,546,0,546
TGZ55505.1,XP_011251707.1,0,607,0,607
TGZ55508.1,XP_019882190.1,0,2550,0,2585
TGZ55508.1,XP_019882192.1,0,2550,0,2585
TGZ55513.1,XP_011251658.2,0,3092,0,3112
TGZ55513.1,XP_025269246.1,0,3092,0,3112
TGZ55518.1,XP_011251691.2,1.00E-121,373,2.00E-131,398
TGZ55518.1,XP_025269244.1,1.00E-121,373,2.00E-131,398
TGZ55518.1,XP_025269245.1,1.00E-121,373,2.00E-131,397
TGZ55520.1,XP_011257800.2,3.00E-146,420,3.00E-139,401
TGZ55520.1,XP_011257802.2,2.00E-147,422,3.00E-140,403
TGZ55520.1,XP_025269278.1,4.00E-145,416,6.00E-138,397
TGZ55522.1,XP_025269273.1,0,4217,0,4254
TGZ55522.1,XP_025269274.1,0,4158,0,4197
TGZ55523.1,XP_011251828.1,8.00E-150,429,3.00E-150,429
TGZ55523.1,XP_025269275.1,8.00E-150,429,3.00E-150,429
TGZ55523.1,XP_025269277.1,8.00E-150,429,3.00E-150,429
TGZ55526.1,XP_011266032.1,0,888,0,898
TGZ55526.1,XP_011266034.1,0,888,0,898
TGZ55526.1,XP_011266035.1,0,888,0,898
TGZ55527.1,XP_025269646.1,0,979,0,979
TGZ55528.1,XP_011266037.1,4.00E-168,466,2.00E-168,466
TGZ55528.1,XP_011266039.1,7.00E-168,466,3.00E-168,466
TGZ55529.1,XP_011266040.1,7.00E-154,435,9.00E-152,429
TGZ55532.1,XP_011263431.1,2.00E-125,372,6.00E-126,372
TGZ55533.1,XP_011263433.1,0,1943,0,1881
TGZ55543.1,XP_011262370.2,0,1483,0,1506
TGZ55543.1,XP_011262373.2,0,1483,0,1506
TGZ55543.1,XP_019884259.2,0,1480,0,1504
TGZ55543.1,XP_025270923.1,0,1483,0,1506
TGZ55543.1,XP_025270924.1,0,1483,0,1506
TGZ55652.1,XP_011255539.1,0,782,0,768
TGZ55653.1,XP_011267811.1,5.00E-121,347,3.00E-121,347
TGZ55655.1,XP_011262629.1,0,1024,0,1022
TGZ55656.1,XP_011267755.1,0,939,0,949
TGZ55656.1,XP_011267764.1,0,945,0,955
TGZ55656.1,XP_011267775.1,0,919,0,931
TGZ55657.1,XP_011267744.1,0,582,0,582
TGZ55658.1,XP_011267798.1,4.00E-71,214,1.00E-71,214
TGZ55659.1,XP_011267786.3,5.00E-166,475,2.00E-161,463
TGZ55660.1,XP_011260806.1,8.00E-152,437,2.00E-136,397
TGZ55661.1,XP_019885221.2,0,642,0,620
TGZ55663.1,XP_011267542.1,0,735,0,735
TGZ55663.1,XP_011267550.1,0,735,0,735
TGZ55663.1,XP_011267558.1,0,735,0,735
TGZ55663.1,XP_011267567.1,0,735,0,735
TGZ55664.1,XP_011267516.2,0,2063,0,1938
TGZ55664.1,XP_025268035.1,0,2071,0,2071
TGZ55664.1,XP_025268036.1,0,2064,0,1937
TGZ55665.1,XP_011267504.1,3.00E-88,262,1.00E-88,262
TGZ55666.1,XP_025268038.1,0,837,0,822
TGZ55667.1,XP_011267492.1,0,1287,0,1287
TGZ55669.1,XP_011267459.1,0,1195,0,1195
TGZ55669.1,XP_025268037.1,0,1195,0,1195
TGZ55670.1,XP_011267448.1,2.00E-33,120,3.00E-37,127
TGZ55671.1,XP_011267426.1,4.00E-100,291,1.00E-100,291
TGZ55672.1,XP_011258348.1,2.00E-94,277,1.00E-112,323
TGZ55673.1,XP_011258347.1,0,805,0,780
TGZ55674.1,XP_025268148.1,0,934,0,934
TGZ55675.1,XP_011258350.1,7.00E-37,126,2.00E-44,145
TGZ55676.1,XP_011258349.1,0,994,0,1016
TGZ55678.1,XP_011260588.1,2.00E-84,256,2.00E-83,252
TGZ55679.1,XP_011268241.1,5.00E-37,130,2.00E-37,130
TGZ55680.1,XP_011268253.1,0,571,0,571
TGZ55680.1,XP_011268262.1,0,571,0,571
TGZ55680.1,XP_011268269.1,0,571,0,571
TGZ55680.1,XP_011268278.1,0,571,0,571
TGZ55680.1,XP_011268285.1,0,571,0,571
TGZ55680.1,XP_019885368.1,0,571,0,571
TGZ55681.1,XP_025268031.1,0,2219,0,2244
TGZ55681.1,XP_025268032.1,0,2218,0,2245
TGZ55681.1,XP_025268033.1,0,2229,0,2254
TGZ55681.1,XP_025268034.1,0,2159,0,2183
TGZ55684.1,XP_011260797.1,2.00E-84,297,5.00E-87,303
TGZ55684.1,XP_011260798.1,5.00E-83,292,2.00E-86,301
TGZ55684.1,XP_011260799.1,3.00E-84,296,4.00E-87,303
TGZ55684.1,XP_011260800.1,3.00E-84,296,5.00E-87,303
TGZ55686.1,XP_025263212.1,3.00E-12,68.2,1.00E-12,68.2
TGZ55686.1,XP_025268356.1,3.00E-13,71.2,1.00E-13,71.2
TGZ55689.1,XP_011260796.1,0,1018,0,1031
TGZ55690.1,XP_025268854.1,7.00E-158,449,7.00E-158,448
TGZ55692.1,XP_011258318.1,0,537,2.00E-174,493
TGZ55692.1,XP_025268173.1,0,548,1.00E-178,504
TGZ55693.1,XP_011258316.2,0,684,0,665
TGZ55695.1,XP_011258326.2,0,2146,0,2146
TGZ55695.1,XP_011258327.2,0,2146,0,2146
TGZ55695.1,XP_011258328.2,0,2051,0,2051
TGZ55695.1,XP_011258329.2,0,2093,0,2093
TGZ55695.1,XP_011258330.2,0,2116,0,2116
TGZ55695.1,XP_011258332.2,0,2061,0,2061
TGZ55698.1,XP_011258334.1,0,741,0,723
TGZ55698.1,XP_011258335.1,0,751,0,734
TGZ55698.1,XP_011258336.1,0,751,0,734
TGZ55699.1,XP_011258337.1,0,528,0,528
TGZ55700.1,XP_025268053.1,0,3026,0,2972
TGZ55701.1,XP_025268058.1,0,565,0,572
TGZ55703.1,XP_025268195.1,0,1802,0,1822
TGZ55704.1,XP_011267665.1,0,684,0,684
TGZ55705.1,XP_025270804.1,2.00E-16,76.6,1.00E-16,76.6
TGZ55706.1,XP_011267613.1,8.00E-158,440,3.00E-158,440
TGZ55706.1,XP_011267622.1,8.00E-158,440,3.00E-158,440
TGZ55706.1,XP_011267638.1,8.00E-158,440,3.00E-158,440
TGZ55706.1,XP_011267647.1,8.00E-158,440,3.00E-158,440
TGZ55707.1,XP_011267590.1,0,853,0,853
TGZ55708.1,XP_019885190.1,0,1363,0,1364
TGZ55709.1,XP_011267576.1,2.00E-94,273,8.00E-95,273
TGZ55710.1,XP_025268049.1,0,605,0,605
TGZ55711.1,XP_011267677.1,0,2687,0,2346
TGZ55711.1,XP_011267686.1,0,2692,0,2351
TGZ55711.1,XP_011267694.1,0,2671,0,2326
TGZ55711.1,XP_011267701.1,0,2746,0,2401
TGZ55711.1,XP_025268046.1,0,2749,0,2407
TGZ55713.1,XP_011267329.1,1.00E-84,252,8.00E-80,238
TGZ55713.1,XP_019884987.1,1.00E-84,252,7.00E-80,239
TGZ55714.1,XP_019884992.1,4.00E-145,408,1.00E-145,408
TGZ55717.1,XP_011267364.1,3.00E-82,256,3.00E-72,228
TGZ55721.1,XP_011260795.1,0,807,0,807
TGZ55724.1,XP_011260784.2,0,3327,0,3320
TGZ55724.1,XP_025268107.1,0,3327,0,3320
TGZ55724.1,XP_025268108.1,0,3340,0,3315
TGZ55724.1,XP_025268110.1,0,3328,0,3318
TGZ55725.1,XP_011260790.1,0,744,0,745
TGZ55726.1,XP_011260591.1,3.00E-92,267,1.00E-92,267
TGZ55727.1,XP_011258344.1,1.00E-164,459,4.00E-165,459
TGZ55728.1,XP_011258345.1,0,778,0,778
TGZ55731.1,XP_011258370.1,0,880,0,880
TGZ55733.1,XP_025268170.1,2.00E-150,434,8.00E-151,434
TGZ55734.1,XP_025268042.1,0,1122,0,1115
TGZ55734.1,XP_025268043.1,0,1122,0,1115
TGZ55734.1,XP_025268044.1,0,1122,0,1115
TGZ55734.1,XP_025268045.1,0,1122,0,1115
TGZ55735.1,XP_011260828.1,0,588,0,584
TGZ55736.1,XP_011260807.1,0,1061,0,1073
TGZ55737.1,XP_011260808.1,0,620,0,620
TGZ55737.1,XP_011260810.1,0,620,0,620
TGZ55737.1,XP_019883917.1,0,620,0,620
TGZ55737.1,XP_025268138.1,0,620,0,620
TGZ55738.1,XP_025268142.1,0,799,0,799
TGZ55739.1,XP_011260813.1,0,1219,0,1219
TGZ55739.1,XP_011260814.1,0,1219,0,1219
TGZ55739.1,XP_011260817.1,0,1208,0,1207
TGZ55739.1,XP_025268118.1,0,1241,0,1240
TGZ55741.1,XP_011260829.1,0,964,0,964
TGZ55742.1,XP_025264249.1,0,1716,0,1712
TGZ55748.1,XP_011259694.1,0,820,0,842
TGZ55748.1,XP_019883703.1,0,820,0,842
TGZ55749.1,XP_011259702.1,0,868,0,865
TGZ55749.1,XP_011259703.1,0,868,0,865
TGZ55749.1,XP_011259705.1,0,868,0,865
TGZ55749.1,XP_025267094.1,0,868,0,865
TGZ55750.1,XP_011259696.1,0,984,0,984
TGZ55750.1,XP_011259697.1,0,984,0,984
TGZ55750.1,XP_011259698.1,0,984,0,984
TGZ55750.1,XP_011259699.1,0,984,0,984
TGZ55750.1,XP_011259700.1,0,984,0,984
TGZ55751.1,XP_011254438.1,0,2049,0,2049
TGZ55751.1,XP_011262537.1,0,2049,0,2049
TGZ55796.1,XP_025269820.1,6.00E-07,45.1,3.00E-07,45.1
TGZ55798.1,XP_011250689.1,0,1416,0,1416
TGZ55798.1,XP_011250690.1,0,1400,0,1400
TGZ55798.1,XP_025262584.1,0,1416,0,1416
TGZ55800.1,XP_025262592.1,0,2032,0,2013
TGZ55800.1,XP_025262594.1,0,1970,0,1954
TGZ55810.1,XP_011252088.1,0,1967,0,1945
TGZ55815.1,XP_025269925.1,0,1000,0,999
TGZ55817.1,XP_011264318.1,0,818,0,814
TGZ55817.1,XP_011264320.1,0,818,0,814
TGZ55817.1,XP_011264321.1,0,818,0,814
TGZ55817.1,XP_011264322.1,0,818,0,814
TGZ55819.1,XP_011264323.1,0,1241,0,1241
TGZ55819.1,XP_011264324.1,0,1243,0,1243
TGZ55820.1,XP_011252089.1,0,947,0,926
TGZ55820.1,XP_011252090.1,0,952,0,931
TGZ55820.1,XP_011252091.1,0,939,0,918
TGZ55820.1,XP_025265435.1,0,947,0,926
TGZ55822.1,XP_025265437.1,0,673,0,637
TGZ55823.1,XP_011264326.1,0,728,0,728
TGZ55831.1,XP_025262579.1,6.00E-75,228,3.00E-75,228
TGZ55832.1,XP_019883986.1,0,2009,0,2007
TGZ55847.1,XP_025268125.1,1.00E-07,47.4,6.00E-08,47.4
TGZ55848.1,XP_011268960.1,0,776,0,778
TGZ55888.1,XP_011264439.1,0,1023,0,1023
TGZ55888.1,XP_011264441.1,0,1019,0,1019
TGZ55888.1,XP_025267440.1,0,1023,0,1023
TGZ55890.1,XP_011268676.1,2.00E-109,321,1.00E-109,321
TGZ55890.1,XP_011268678.1,4.00E-114,333,2.00E-114,333
TGZ55890.1,XP_025267434.1,9.00E-109,320,5.00E-109,320
TGZ55890.1,XP_025267435.1,2.00E-113,331,8.00E-114,331
TGZ55893.1,XP_025267425.1,0,656,0,656
TGZ55893.1,XP_025267426.1,0,656,0,656
TGZ55893.1,XP_025267427.1,0,656,0,656
TGZ55893.1,XP_025267428.1,0,656,0,656
TGZ55893.1,XP_025267429.1,0,656,0,656
TGZ55893.1,XP_025267430.1,0,656,0,656
TGZ55893.1,XP_025267431.1,0,656,0,656
TGZ55893.1,XP_025267432.1,0,663,0,663
TGZ55893.1,XP_025267433.1,0,655,0,655
TGZ55895.1,XP_011263156.2,0,756,0,756
TGZ55895.1,XP_011263161.2,0,768,0,768
TGZ55895.1,XP_011263162.2,0,769,0,769
TGZ55899.1,XP_011268661.1,0,2105,0,2105
TGZ55899.1,XP_019885424.1,0,2105,0,2105
TGZ55899.1,XP_019885425.1,0,2094,0,2093
TGZ55899.1,XP_019885426.1,0,2041,0,2041
TGZ55900.1,XP_011264448.1,0,935,0,914
TGZ55900.1,XP_025267413.1,0,928,0,907
TGZ55900.1,XP_025267414.1,0,909,0,888
TGZ55901.1,XP_011264450.1,0,972,0,949
TGZ55902.1,XP_011264451.1,0,1013,0,1013
TGZ55903.1,XP_011268686.1,1.00E-163,461,6.00E-164,461
TGZ55904.1,XP_011268668.1,0,583,0,559
TGZ55906.1,XP_011268669.1,6.00E-142,401,5.00E-149,418
TGZ55908.1,XP_025267420.1,0,654,0,651
TGZ55910.1,XP_025267410.1,0,834,0,834
TGZ55910.1,XP_025267411.1,0,832,0,832
TGZ55910.1,XP_025267412.1,0,832,0,832
TGZ55914.1,XP_019883422.2,0,582,0,582
TGZ55914.1,XP_025262479.1,0,582,0,582
TGZ55914.1,XP_025262480.1,0,582,0,582
TGZ55914.1,XP_025262481.1,0,582,0,582
TGZ55914.1,XP_025262482.1,0,582,0,582
TGZ55914.1,XP_025262485.1,0,573,0,573
TGZ55914.1,XP_025267423.1,0,594,0,594
TGZ55914.1,XP_025267424.1,0,594,0,594
TGZ55916.1,XP_011264446.1,2.00E-167,466,1.00E-160,447
TGZ55917.1,XP_011268647.1,0,860,0,845
TGZ55917.1,XP_011268648.1,0,860,0,845
TGZ55918.1,XP_011268643.1,0,848,0,815
TGZ55918.1,XP_011268644.1,0,834,0,801
TGZ55919.1,XP_019885423.1,0,1181,0,1181
TGZ55921.1,XP_011268651.1,0,1788,0,1788
TGZ55921.1,XP_011268652.1,0,1784,0,1784
TGZ55921.1,XP_019885422.1,0,1784,0,1784
TGZ55922.1,XP_011268657.1,0,1023,0,1009
TGZ55922.1,XP_025267415.1,0,1026,0,1014
TGZ55922.1,XP_025267416.1,0,1025,0,1016
TGZ55922.1,XP_025267417.1,0,1025,0,1008
TGZ55922.1,XP_025267418.1,0,1023,0,1008
TGZ55923.1,XP_011268659.1,3.00E-121,345,1.00E-121,345
TGZ55944.1,XP_011256711.2,0,806,0,808
TGZ55947.1,XP_011258701.1,1.00E-77,244,4.00E-78,244
TGZ55948.1,XP_019883422.2,0,577,0,577
TGZ55948.1,XP_025262479.1,0,577,0,577
TGZ55948.1,XP_025262480.1,0,577,0,577
TGZ55948.1,XP_025262481.1,0,577,0,577
TGZ55948.1,XP_025262482.1,0,577,0,577
TGZ55948.1,XP_025262485.1,0,567,0,567
TGZ55948.1,XP_025267423.1,0,593,0,592
TGZ55948.1,XP_025267424.1,0,593,0,592
TGZ55950.1,XP_011258212.1,0,623,0,623
TGZ55951.1,XP_011258213.1,0,1184,0,1214
TGZ55951.1,XP_025261861.1,0,1184,0,1214
TGZ55952.1,XP_025261869.1,1.00E-133,375,6.00E-134,375
TGZ55955.1,XP_011258222.1,0,641,0,610
TGZ55962.1,XP_011263456.1,0,756,0,810
TGZ55962.1,XP_025262155.1,0,776,0,810
TGZ55963.1,XP_011256728.1,0,1485,0,1471
TGZ55968.1,XP_011258225.1,0,3814,0,3814
TGZ55968.1,XP_025261867.1,0,3816,0,3816
TGZ56012.1,XP_025267480.1,4.00E-45,154,2.00E-45,154
TGZ56015.1,XP_011260379.1,1.00E-145,417,1.00E-145,416
TGZ56020.1,XP_011261981.1,3.00E-61,188,4.00E-62,189
TGZ56021.1,XP_011261514.1,0,551,0,551
TGZ56024.1,XP_019884062.1,2.00E-94,277,2.00E-91,268
TGZ56027.1,XP_025267492.1,0,695,0,701
TGZ56028.1,XP_025267497.1,4.00E-173,483,2.00E-173,483
TGZ56030.1,XP_011258904.1,0,2152,0,2152
TGZ56031.1,XP_011258903.1,5.00E-157,443,3.00E-157,443
TGZ56032.1,XP_011258901.2,0,2332,0,2331
TGZ56032.1,XP_019883622.2,0,2332,0,2331
TGZ56032.1,XP_025262087.1,0,2254,0,2253
TGZ56034.1,XP_011258895.2,0,4219,0,4150
TGZ56034.1,XP_011258896.2,0,4189,0,4116
TGZ56035.1,XP_011258891.1,0,2239,0,2241
TGZ56035.1,XP_011258892.1,0,2317,0,2317
TGZ56036.1,XP_011258893.1,0,783,0,757
TGZ56036.1,XP_011258894.1,0,783,0,757
TGZ56037.1,XP_025262617.1,0,1022,0,1003
TGZ56037.1,XP_025262618.1,0,1022,0,1003
TGZ56038.1,XP_011261617.1,4.00E-58,181,8.00E-69,207
TGZ56040.1,XP_011261607.1,3.00E-120,347,1.00E-120,348
TGZ56044.1,XP_025268486.1,7.00E-39,131,4.00E-39,131
TGZ56045.1,XP_011252438.1,5.00E-84,247,7.00E-84,245
TGZ56046.1,XP_011260377.1,0,2607,0,2612
TGZ56046.1,XP_025268483.1,0,2607,0,2612
TGZ56048.1,XP_011252442.2,0,1057,0,1055
TGZ56048.1,XP_025262120.1,0,1037,0,1033
TGZ56048.1,XP_025262121.1,0,1057,0,1055
TGZ56050.1,XP_011252440.1,0,3599,0,3584
TGZ56050.1,XP_025262149.1,0,3472,0,3470
TGZ56052.1,XP_025267481.1,0,790,0,757
TGZ56053.1,XP_025267484.1,5.00E-76,248,3.00E-38,144
TGZ56054.1,XP_011261954.1,3.00E-115,369,2.00E-112,359
TGZ56066.1,XP_011260400.1,1.00E-112,334,1.00E-115,340
TGZ56149.1,XP_011265989.1,1.00E-89,265,9.00E-100,289
TGZ56150.1,XP_011265990.1,0,1020,0,1020
TGZ56152.1,XP_011265984.1,0,753,0,749
TGZ56152.1,XP_011265985.1,0,744,0,720
TGZ56152.1,XP_011265986.1,0,744,0,720
TGZ56152.1,XP_025268782.1,0,744,0,720
TGZ56152.1,XP_025268784.1,0,744,0,720
TGZ56154.1,XP_011265983.1,3.00E-137,392,1.00E-137,392
TGZ56155.1,XP_011265979.1,1.00E-110,319,4.00E-111,320
TGZ56167.1,XP_011255029.1,0,850,0,845
TGZ56167.1,XP_011255030.1,0,850,0,845
TGZ56167.1,XP_011255031.1,0,850,0,845
TGZ56167.1,XP_011255032.1,0,850,0,845
TGZ56167.1,XP_019882890.1,0,850,0,845
TGZ56168.1,XP_011269857.1,0,550,0,565
TGZ56168.1,XP_025267259.1,0,561,0,577
TGZ56169.1,XP_011269866.1,0,929,0,929
TGZ56169.1,XP_025267169.1,0,929,0,929
TGZ56169.1,XP_025267170.1,0,929,0,929
TGZ56169.1,XP_025267171.1,0,936,0,936
TGZ56171.1,XP_011250751.2,7.00E-150,431,4.00E-150,431
TGZ56171.1,XP_011250752.2,5.00E-150,431,2.00E-150,431
TGZ56172.1,XP_025269037.1,0,2234,0,2190
TGZ56172.1,XP_025269042.1,0,2227,0,2184
TGZ56172.1,XP_025269045.1,0,2243,0,2201
TGZ56173.1,XP_011250749.1,2.00E-172,503,8.00E-173,503
TGZ56174.1,XP_011269875.1,0,1288,0,1228
TGZ56174.1,XP_011269876.1,0,1288,0,1228
TGZ56174.1,XP_011269877.1,0,1288,0,1228
TGZ56174.1,XP_011269878.1,0,1288,0,1228
TGZ56175.1,XP_011250731.1,8.00E-125,361,3.00E-125,361
TGZ56175.1,XP_019882012.1,3.00E-125,360,2.00E-125,361
TGZ56181.1,XP_011252132.1,0,1337,0,1337
TGZ56181.1,XP_025267296.1,0,1338,0,1338
TGZ56187.1,XP_011252130.2,0,559,0,581
TGZ56188.1,XP_019882303.2,0,974,0,975
TGZ56190.1,XP_025267270.1,1.00E-160,468,2.00E-162,472
TGZ56192.1,XP_025267319.1,3.00E-85,261,9.00E-86,261
TGZ56200.1,XP_025266989.1,1.00E-63,222,6.00E-82,271
TGZ56201.1,XP_025266937.1,1.00E-24,96.7,6.00E-25,96.7
TGZ56201.1,XP_025266938.1,1.00E-24,96.7,6.00E-25,96.7
TGZ56202.1,XP_025266939.1,0,3253,0,3298
TGZ56203.1,XP_025266933.1,0,845,0,846
TGZ56204.1,XP_011255009.3,0,2264,0,2271
TGZ56213.1,XP_025267248.1,0,6006,0,5947
TGZ56213.1,XP_025267249.1,0,5996,0,5934
TGZ56213.1,XP_025267250.1,0,6016,0,5949
TGZ56213.1,XP_025267251.1,0,6016,0,5955
TGZ56213.1,XP_025267252.1,0,6022,0,5960
TGZ56213.1,XP_025267253.1,0,6004,0,5943
TGZ56213.1,XP_025267254.1,0,6007,0,5946
TGZ56213.1,XP_025267255.1,0,6006,0,5945
TGZ56219.1,XP_011252121.1,0,2255,0,2217
TGZ56219.1,XP_011252122.1,0,2255,0,2217
TGZ56220.1,XP_011252123.2,0,3361,0,3351
TGZ56220.1,XP_025267189.1,0,3361,0,3351
TGZ56221.1,XP_019882306.1,1.00E-110,323,6.00E-118,341
TGZ56223.1,XP_011267134.1,1.00E-173,518,5.00E-174,518
TGZ56224.1,XP_011265970.1,0,813,0,835
TGZ56226.1,XP_011265972.2,0,1993,0,1993
TGZ56227.1,XP_011252124.1,3.00E-173,490,1.00E-173,490
TGZ56227.1,XP_011252125.1,3.00E-173,490,1.00E-173,490
TGZ56239.1,XP_025262201.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56239.1,XP_025265034.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56239.1,XP_025265417.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56239.1,XP_025268590.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56239.1,XP_025269919.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56239.1,XP_025269920.1,9.00E-18,75.5,5.00E-18,75.5
TGZ56244.1,XP_011255795.1,0,958,0,958
TGZ56244.1,XP_011255796.1,0,958,0,958
TGZ56244.1,XP_011255797.1,0,918,0,918
TGZ56244.1,XP_011255798.1,0,911,0,911
TGZ56270.1,XP_011259459.2,0,710,0,690
TGZ56271.1,XP_011267017.1,0,2600,0,2587
TGZ56271.1,XP_025263033.1,0,2600,0,2587
TGZ56271.1,XP_025263034.1,0,2601,0,2588
TGZ56273.1,XP_011259454.2,0,2175,0,2197
TGZ56273.1,XP_011259455.2,0,2182,0,2205
TGZ56273.1,XP_011259456.2,0,2182,0,2204
TGZ56273.1,XP_011259457.2,0,2148,0,2170
TGZ56273.1,XP_011259458.2,0,2175,0,2196
TGZ56274.1,XP_011259451.1,0,2263,0,2252
TGZ56275.1,XP_011259450.1,0,969,0,992
TGZ56276.1,XP_011264049.2,0,3168,0,3102
TGZ56277.1,XP_011264051.1,0,632,0,672
TGZ56277.1,XP_011264052.1,0,632,0,672
TGZ56277.1,XP_011264053.1,0,632,0,672
TGZ56278.1,XP_011264050.2,0,1060,0,1090
TGZ56279.1,XP_011264056.1,0,2038,0,2063
TGZ56280.1,XP_019884610.1,2.00E-138,395,2.00E-141,402
TGZ56281.1,XP_011264065.2,0,1990,0,1999
TGZ56281.1,XP_011264066.2,0,1990,0,1999
TGZ56282.1,XP_011264067.1,2.00E-48,152,8.00E-49,152
TGZ56282.1,XP_011264068.1,2.00E-48,152,7.00E-49,152
TGZ56283.1,XP_011259461.1,0,915,0,915
TGZ56283.1,XP_011259462.1,0,915,0,915
TGZ56283.1,XP_011259463.1,0,915,0,915
TGZ56283.1,XP_011259464.1,0,918,0,918
TGZ56284.1,XP_011259521.2,0,1761,0,1760
TGZ56287.1,XP_019885648.2,5.00E-97,289,8.00E-97,288
TGZ56288.1,XP_011269805.1,3.00E-173,483,1.00E-173,483
TGZ56288.1,XP_025265220.1,3.00E-173,483,1.00E-173,483
TGZ56292.1,XP_011252487.2,0,754,0,789
TGZ56294.1,XP_011252486.1,3.00E-73,216,1.00E-73,216
TGZ56296.1,XP_011252490.1,0,1558,0,1528
TGZ56306.1,XP_019883526.1,1.00E-82,246,5.00E-83,246
TGZ56307.1,XP_025263768.1,1.00E-113,330,4.00E-120,345
TGZ56308.1,XP_011258453.1,0,1243,0,1219
TGZ56308.1,XP_011258454.1,0,1243,0,1219
TGZ56309.1,XP_011258452.1,0,1368,0,1368
TGZ56310.1,XP_011258448.1,6.00E-111,320,5.00E-119,339
TGZ56311.1,XP_025263769.1,5.00E-62,207,2.00E-80,254
TGZ56312.1,XP_011268697.2,0,548,0,548
TGZ56312.1,XP_011268698.2,0,573,0,573
TGZ56312.1,XP_011268699.2,0,573,0,573
TGZ56312.1,XP_025264019.1,0,548,0,548
TGZ56313.1,XP_025264006.1,0,1312,0,1310
TGZ56313.1,XP_025264007.1,0,1317,0,1315
TGZ56313.1,XP_025264008.1,0,1313,0,1314
TGZ56313.1,XP_025264009.1,0,1313,0,1314
TGZ56313.1,XP_025264011.1,0,1256,0,1256
TGZ56313.1,XP_025264012.1,0,1256,0,1257
TGZ56313.1,XP_025264013.1,0,1256,0,1257
TGZ56313.1,XP_025264014.1,0,1256,0,1257
TGZ56313.1,XP_025264015.1,0,1290,0,1290
TGZ56313.1,XP_025264017.1,0,1290,0,1290
TGZ56315.1,XP_025263844.1,0,561,0,570
TGZ56315.1,XP_025263845.1,0,561,0,570
TGZ56315.1,XP_025263846.1,0,561,0,570
TGZ56320.1,XP_011255067.2,0,1097,0,1097
TGZ56323.1,XP_011263039.1,0,1376,0,1403
TGZ56324.1,XP_011263042.1,0,649,0,675
TGZ56325.1,XP_011263032.1,0,1003,0,1005
TGZ56327.1,XP_011263025.2,0,562,0,562
TGZ56327.1,XP_011263026.1,0,584,0,584
TGZ56327.1,XP_011263028.1,0,584,0,584
TGZ56327.1,XP_011263029.1,0,562,0,562
TGZ56327.1,XP_011263030.1,0,562,0,562
TGZ56328.1,XP_019884396.1,0,1173,0,1154
TGZ56328.1,XP_019884397.1,0,1173,0,1154
TGZ56328.1,XP_025270222.1,0,1173,0,1154
TGZ56358.1,XP_025270286.1,4.00E-176,603,3.00E-176,603
TGZ56363.1,XP_025261983.1,2.00E-72,226,2.00E-72,226
TGZ56364.1,XP_011268914.1,0,1469,0,1469
TGZ56368.1,XP_011268920.1,1.00E-83,258,2.00E-77,242
TGZ56370.1,XP_011268893.1,0,771,0,787
TGZ56370.1,XP_011268896.1,0,774,0,790
TGZ56371.1,XP_025271145.1,0,1818,0,1818
TGZ56371.1,XP_025271146.1,0,1818,0,1818
TGZ56376.1,XP_011264342.1,9.00E-84,244,4.00E-84,244
TGZ56376.1,XP_011264345.1,8.00E-85,247,4.00E-85,247
TGZ56376.1,XP_011265835.1,8.00E-85,247,4.00E-85,247
TGZ56376.1,XP_011268843.1,8.00E-85,247,4.00E-85,247
TGZ56378.1,XP_011264340.1,4.00E-95,274,2.00E-95,274
TGZ56378.1,XP_011265432.1,2.00E-92,267,9.00E-93,267
TGZ56378.1,XP_011265433.2,2.00E-92,267,9.00E-93,267
TGZ56378.1,XP_011265838.1,4.00E-95,274,2.00E-95,274
TGZ56378.1,XP_011268848.1,4.00E-95,274,2.00E-95,274
TGZ56379.1,XP_011265839.1,2.00E-59,190,3.00E-62,196
TGZ56380.1,XP_011265830.2,0,1528,0,1527
TGZ56381.1,XP_011265831.1,0,735,0,743
TGZ56381.1,XP_025264756.1,0,735,0,743
TGZ56381.1,XP_025264757.1,0,735,0,743
TGZ56382.1,XP_011265833.1,0,1432,0,1417
TGZ56383.1,XP_011265834.1,0,1002,0,977
TGZ56384.1,XP_011265855.1,6.00E-115,333,1.00E-115,333
TGZ56385.1,XP_011265854.1,3.00E-125,365,9.00E-127,368
TGZ56386.1,XP_011265856.1,0,569,0,569
TGZ56386.1,XP_011265857.1,0,573,0,573
TGZ56386.1,XP_019884890.1,0,569,0,569
TGZ56387.1,XP_011265860.1,0,1012,0,1007
