cflo,clonal ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025266402.1,XP_011351361.1,0,1202,0,1202
XP_025266407.1,XP_011340890.1,0,4784,0,4789
XP_025266408.1,XP_011340890.1,0,4784,0,4789
XP_025266409.1,XP_011340890.1,0,4789,0,4794
XP_025266410.1,XP_026824104.1,0,2548,0,2560
XP_025266411.1,XP_026824104.1,0,2533,0,2544
XP_025266412.1,XP_026824508.1,0,1598,0,1615
XP_025266413.1,XP_026824508.1,0,1548,0,1567
XP_025266414.1,XP_026824508.1,0,1597,0,1615
XP_025266415.1,XP_011352594.1,0,1826,0,1845
XP_025266416.1,XP_011352594.1,0,1842,0,1858
XP_025266417.1,XP_011347286.2,0,3276,0,3246
XP_025266418.1,XP_011352594.1,0,1833,0,1849
XP_025266419.1,XP_011328875.1,0,1747,0,1764
XP_025266420.1,XP_026824508.1,0,1595,0,1611
XP_025266421.1,XP_026823885.1,6.00E-64,199,7.00E-63,197
XP_025266422.1,XP_011334058.1,7.00E-91,263,6.00E-91,263
XP_025266423.1,XP_011334058.1,1.00E-90,263,1.00E-90,263
XP_025266424.1,XP_011334058.1,9.00E-91,263,9.00E-91,263
XP_025266428.1,XP_011334200.1,2.00E-07,50.1,2.00E-07,50.1
XP_025266430.1,XP_011340164.2,8.00E-171,484,1.00E-170,484
XP_025266431.1,XP_011329395.1,0,823,0,823
XP_025266431.1,XP_011329396.1,0,823,0,823
XP_025266431.1,XP_019885747.1,0,823,0,823
XP_025266434.1,XP_011343854.1,2.00E-39,135,2.00E-39,136
XP_025266439.1,XP_011335329.2,0,758,0,774
XP_025266441.1,XP_011330765.2,0,596,0,610
XP_025266442.1,XP_011330765.2,0,595,0,610
XP_025266444.1,XP_011330765.2,0,605,0,619
XP_025266445.1,XP_026827789.1,0,1675,0,1672
XP_025266445.1,XP_026827790.1,0,1675,0,1672
XP_025266446.1,XP_011330765.2,0,592,0,606
XP_025266447.1,XP_011330765.2,0,592,0,605
XP_025266448.1,XP_011330765.2,0,592,0,605
XP_025266450.1,XP_011330765.2,0,605,0,619
XP_025266451.1,XP_011330765.2,0,605,0,619
XP_025266452.1,XP_011330765.2,0,605,0,619
XP_025266454.1,XP_011330765.2,0,604,0,617
XP_025266462.1,XP_011333654.1,0,999,0,997
XP_025266462.1,XP_011333731.1,0,999,0,997
XP_025266463.1,XP_011335315.1,0,1253,0,1231
XP_025266463.1,XP_011335316.1,0,1257,0,1234
XP_025266463.1,XP_011335317.1,0,1267,0,1237
XP_025266464.1,XP_011335315.1,0,1209,0,1185
XP_025266464.1,XP_011335316.1,0,1202,0,1179
XP_025266464.1,XP_011335317.1,0,1221,0,1192
XP_025266464.1,XP_011335318.1,0,1213,0,1190
XP_025266465.1,XP_011335309.1,0,836,0,836
XP_025266465.1,XP_011335310.1,0,826,0,826
XP_025266466.1,XP_019886806.1,1.00E-180,505,1.00E-180,505
XP_025266467.1,XP_019886806.1,1.00E-180,505,1.00E-180,505
XP_025266476.1,XP_011331949.1,0,587,0,587
XP_025266476.1,XP_011332112.1,0,587,0,587
XP_025266477.1,XP_011331949.1,0,587,0,587
XP_025266477.1,XP_011332112.1,0,587,0,587
XP_025266478.1,XP_011331949.1,0,587,0,587
XP_025266478.1,XP_011332112.1,0,587,0,587
XP_025266479.1,XP_011331949.1,0,586,0,586
XP_025266479.1,XP_011332112.1,0,586,0,586
XP_025266480.1,XP_011331949.1,0,574,0,574
XP_025266480.1,XP_011332112.1,0,574,0,574
XP_025266481.1,XP_011335305.1,0,510,0,510
XP_025266481.1,XP_011335306.1,0,513,0,513
XP_025266483.1,XP_019886807.2,0,1434,0,1404
XP_025266483.1,XP_026823564.1,0,1434,0,1404
XP_025266483.1,XP_026823565.1,0,1364,0,1332
XP_025266484.1,XP_011335303.2,0,1372,0,1328
XP_025266485.1,XP_011333850.1,0,1832,0,1857
XP_025266485.1,XP_011333924.1,0,1828,0,1853
XP_025266485.1,XP_011334007.1,0,1769,0,1791
XP_025266486.1,XP_011333850.1,0,1832,0,1857
XP_025266486.1,XP_011333924.1,0,1828,0,1853
XP_025266486.1,XP_011334007.1,0,1769,0,1791
XP_025266487.1,XP_011333850.1,0,1771,0,1796
XP_025266487.1,XP_011333924.1,0,1767,0,1792
XP_025266487.1,XP_011334007.1,0,1769,0,1795
XP_025266488.1,XP_011333850.1,0,1746,0,1794
XP_025266488.1,XP_011333924.1,0,1742,0,1790
XP_025266488.1,XP_011334007.1,0,1679,0,1728
XP_025266489.1,XP_011333850.1,0,1769,0,1794
XP_025266489.1,XP_011333924.1,0,1764,0,1791
XP_025266489.1,XP_011334007.1,0,1769,0,1794
XP_025266490.1,XP_011333850.1,0,1769,0,1794
XP_025266490.1,XP_011333924.1,0,1764,0,1791
XP_025266490.1,XP_011334007.1,0,1769,0,1794
XP_025266491.1,XP_011333850.1,0,1771,0,1797
XP_025266491.1,XP_011333924.1,0,1767,0,1793
XP_025266491.1,XP_011334007.1,0,1768,0,1794
XP_025266505.1,XP_026825695.1,4.00E-81,252,5.00E-76,239
XP_025266509.1,XP_011329044.1,1.00E-155,443,2.00E-159,452
XP_025266509.1,XP_011329051.1,1.00E-155,443,2.00E-159,452
XP_025266510.1,XP_026827841.1,2.00E-136,393,3.00E-136,393
XP_025266511.1,XP_026827851.1,5.00E-34,127,4.00E-33,125
XP_025266515.1,XP_026823664.1,0,2076,0,2129
XP_025266519.1,XP_011346192.2,4.00E-94,286,2.00E-89,273
XP_025266520.1,XP_011346192.2,4.00E-94,286,2.00E-89,273
XP_025266522.1,XP_026829098.1,4.00E-132,380,4.00E-132,380
XP_025266523.1,XP_026825364.1,0,668,0,668
XP_025266523.1,XP_026825365.1,0,668,0,668
XP_025266523.1,XP_026825366.1,0,668,0,668
XP_025266523.1,XP_026825367.1,0,677,0,677
XP_025266523.1,XP_026825377.1,0,686,0,686
XP_025266524.1,XP_026825364.1,0,664,0,664
XP_025266524.1,XP_026825365.1,0,664,0,664
XP_025266524.1,XP_026825366.1,0,664,0,664
XP_025266524.1,XP_026825367.1,0,673,0,673
XP_025266524.1,XP_026825377.1,0,677,0,677
XP_025266527.1,XP_026824836.1,1.00E-121,360,8.00E-122,360
XP_025266531.1,XP_011332353.2,3.00E-179,514,0,526
XP_025266532.1,XP_011332353.2,2.00E-180,515,0,526
XP_025266533.1,XP_011332353.2,0,515,0,527
XP_025266534.1,XP_026830023.1,2.00E-154,467,3.00E-159,480
XP_025266535.1,XP_026830023.1,2.00E-154,467,3.00E-159,480
XP_025266536.1,XP_026830023.1,2.00E-154,467,3.00E-159,480
XP_025266537.1,XP_026830023.1,2.00E-154,467,3.00E-159,480
XP_025266539.1,XP_011340949.1,0,1477,0,1477
XP_025266539.1,XP_011340951.1,0,1503,0,1503
XP_025266540.1,XP_011330337.1,0,795,0,777
XP_025266541.1,XP_026823667.1,0,872,0,872
XP_025266541.1,XP_026823668.1,0,872,0,872
XP_025266541.1,XP_026823669.1,0,833,0,833
XP_025266544.1,XP_011332352.1,0,1504,0,1495
XP_025266545.1,XP_011332352.1,0,1504,0,1495
XP_025266546.1,XP_011332350.1,0,880,0,880
XP_025266551.1,XP_026827911.1,0,1177,0,1149
XP_025266552.1,XP_011347294.1,0,2727,0,2701
XP_025266552.1,XP_011347295.1,0,2721,0,2695
XP_025266552.1,XP_011347296.1,0,2737,0,2706
XP_025266552.1,XP_011347298.1,0,2702,0,2677
XP_025266552.1,XP_011347299.1,0,2738,0,2714
XP_025266552.1,XP_026830096.1,0,2744,0,2712
XP_025266553.1,XP_011347294.1,0,2727,0,2701
XP_025266553.1,XP_011347295.1,0,2721,0,2695
XP_025266553.1,XP_011347296.1,0,2737,0,2706
XP_025266553.1,XP_011347298.1,0,2702,0,2677
XP_025266553.1,XP_011347299.1,0,2738,0,2714
XP_025266553.1,XP_026830096.1,0,2744,0,2712
XP_025266558.1,XP_011347294.1,0,2721,0,2695
XP_025266558.1,XP_011347295.1,0,2726,0,2700
XP_025266558.1,XP_011347296.1,0,2731,0,2700
XP_025266558.1,XP_011347298.1,0,2702,0,2678
XP_025266558.1,XP_011347299.1,0,2731,0,2708
XP_025266558.1,XP_026830096.1,0,2748,0,2716
XP_025266561.1,XP_011347294.1,0,2703,0,2677
XP_025266561.1,XP_011347295.1,0,2702,0,2678
XP_025266561.1,XP_011347296.1,0,2714,0,2681
XP_025266561.1,XP_011347298.1,0,2709,0,2685
XP_025266561.1,XP_011347299.1,0,2716,0,2689
XP_025266561.1,XP_026830096.1,0,2726,0,2694
XP_025266562.1,XP_019886320.1,0,565,3.00E-174,497
XP_025266563.1,XP_011345584.1,0,1148,0,1107
XP_025266565.1,XP_011347300.1,0,2631,0,2608
XP_025266569.1,XP_011347301.1,0,2317,0,2315
XP_025266569.1,XP_011347302.1,0,2328,0,2326
XP_025266569.1,XP_011347303.1,0,2303,0,2303
XP_025266574.1,XP_011347301.1,0,2293,0,2292
XP_025266574.1,XP_011347302.1,0,2304,0,2303
XP_025266574.1,XP_011347303.1,0,2309,0,2311
XP_025266575.1,XP_011333602.1,4.00E-53,177,2.00E-50,171
XP_025266576.1,XP_026829622.1,9.00E-51,176,2.00E-49,173
XP_025266577.1,XP_026829768.1,0,4256,0,2770
XP_025266577.1,XP_026829769.1,0,4261,0,2770
XP_025266578.1,XP_011330916.1,0,1071,0,1071
XP_025266578.1,XP_011330917.1,0,1071,0,1071
XP_025266578.1,XP_011330918.1,0,1071,0,1071
XP_025266578.1,XP_011330919.1,0,1071,0,1071
XP_025266578.1,XP_026827769.1,0,1071,0,1071
XP_025266579.1,XP_011329119.1,2.00E-20,80.9,2.00E-21,83.6
XP_025266580.1,XP_011338319.1,0,910,0,936
XP_025266580.1,XP_011338320.1,0,901,0,927
XP_025266580.1,XP_011338321.1,0,867,0,894
XP_025266581.1,XP_026827263.1,3.00E-63,200,1.00E-61,196
XP_025266584.1,XP_019887646.2,0,3761,0,3747
XP_025266584.1,XP_026830218.1,0,3747,0,3732
XP_025266584.1,XP_026830219.1,0,3754,0,3741
XP_025266586.1,XP_011330906.1,0,1101,0,1101
XP_025266586.1,XP_011330907.1,0,1058,0,1058
XP_025266588.1,XP_011338026.1,1.00E-48,152,2.00E-48,152
XP_025266588.1,XP_019887370.1,1.00E-48,152,2.00E-48,152
XP_025266589.1,XP_011351392.2,0,1508,0,1508
XP_025266590.1,XP_026825364.1,0,667,0,667
XP_025266590.1,XP_026825365.1,0,667,0,667
XP_025266590.1,XP_026825366.1,0,667,0,667
XP_025266590.1,XP_026825367.1,0,676,0,676
XP_025266590.1,XP_026825377.1,0,679,0,679
XP_025266593.1,XP_026825364.1,0,666,0,666
XP_025266593.1,XP_026825365.1,0,666,0,666
XP_025266593.1,XP_026825366.1,0,666,0,666
XP_025266593.1,XP_026825367.1,0,674,0,674
XP_025266593.1,XP_026825377.1,0,672,0,672
XP_025266594.1,XP_026825364.1,0,661,0,661
XP_025266594.1,XP_026825365.1,0,661,0,661
XP_025266594.1,XP_026825366.1,0,661,0,661
XP_025266594.1,XP_026825367.1,0,669,0,669
XP_025266594.1,XP_026825377.1,0,667,0,667
XP_025266600.1,XP_026825377.1,0,671,0,671
XP_025266603.1,XP_019886338.1,0,934,0,927
XP_025266609.1,XP_026827031.1,0,5863,0,5871
XP_025266610.1,XP_011351413.1,0,620,0,625
XP_025266611.1,XP_026829023.1,0,839,0,839
XP_025266612.1,XP_026826760.1,4.00E-46,152,3.00E-46,152
XP_025266613.1,XP_011329235.1,0,1692,0,1723
XP_025266613.1,XP_011329244.1,0,1701,0,1733
XP_025266613.1,XP_019890037.1,0,1692,0,1723
XP_025266613.1,XP_019890039.1,0,1692,0,1723
XP_025266613.1,XP_019890040.1,0,1692,0,1723
XP_025266614.1,XP_019890041.1,0,1307,0,1320
XP_025266615.1,XP_011329174.1,0,751,0,751
XP_025266615.1,XP_011329182.1,0,752,0,752
XP_025266618.1,XP_026831227.1,0,704,0,689
XP_025266618.1,XP_026831228.1,0,704,0,689
XP_025266618.1,XP_026831229.1,0,704,0,689
XP_025266618.1,XP_026831230.1,0,704,0,689
XP_025266619.1,XP_026831227.1,0,704,0,689
XP_025266619.1,XP_026831228.1,0,704,0,689
XP_025266619.1,XP_026831229.1,0,704,0,689
XP_025266619.1,XP_026831230.1,0,704,0,689
XP_025266620.1,XP_026831227.1,0,704,0,689
XP_025266620.1,XP_026831228.1,0,704,0,689
XP_025266620.1,XP_026831229.1,0,704,0,689
XP_025266620.1,XP_026831230.1,0,704,0,689
XP_025266621.1,XP_026831227.1,0,704,0,689
XP_025266621.1,XP_026831228.1,0,704,0,689
XP_025266621.1,XP_026831229.1,0,704,0,689
XP_025266621.1,XP_026831230.1,0,704,0,689
XP_025266626.1,XP_026827791.1,4.00E-179,506,4.00E-179,506
XP_025266627.1,XP_011338017.2,0,2945,0,3043
XP_025266627.1,XP_011338018.2,0,2950,0,3048
XP_025266627.1,XP_011338019.2,0,2940,0,3037
XP_025266627.1,XP_011338020.2,0,2932,0,3029
XP_025266627.1,XP_026827342.1,0,2927,0,3025
XP_025266628.1,XP_026824597.1,0,977,0,1015
XP_025266628.1,XP_026824598.1,0,988,0,1008
XP_025266629.1,XP_011338316.2,2.00E-160,452,1.00E-168,473
XP_025266629.1,XP_011338317.2,7.00E-161,452,6.00E-169,473
XP_025266629.1,XP_011338318.2,7.00E-161,452,6.00E-169,473
XP_025266630.1,XP_011330870.1,0,652,0,653
XP_025266630.1,XP_011330872.1,0,652,0,653
XP_025266630.1,XP_011330873.1,0,652,0,653
XP_025266630.1,XP_026827724.1,0,652,0,653
XP_025266632.1,XP_011342470.2,0,1086,0,1086
XP_025266632.1,XP_011342471.2,0,1101,0,1101
XP_025266633.1,XP_011339415.2,0,930,0,907
XP_025266634.1,XP_011352116.1,0,3796,0,3807
XP_025266634.1,XP_011352117.1,0,3796,0,3807
XP_025266634.1,XP_011352118.1,0,3783,0,3795
XP_025266634.1,XP_011352120.1,0,3745,0,3756
XP_025266634.1,XP_011352121.1,0,3789,0,3801
XP_025266634.1,XP_011352122.1,0,3778,0,3788
XP_025266634.1,XP_011352123.1,0,3721,0,3731
XP_025266634.1,XP_011352124.1,0,3708,0,3717
XP_025266634.1,XP_026831220.1,0,3745,0,3756
XP_025266634.1,XP_026831221.1,0,3821,0,3829
XP_025266640.1,XP_026828140.1,0,1765,0,1756
XP_025266640.1,XP_026828141.1,0,1770,0,1761
XP_025266641.1,XP_011337996.1,2.00E-145,415,2.00E-145,415
XP_025266642.1,XP_011328985.2,1.00E-164,464,3.00E-166,468
XP_025266642.1,XP_011328993.2,1.00E-164,464,3.00E-166,468
XP_025266642.1,XP_011329002.2,1.00E-164,464,3.00E-166,468
XP_025266642.1,XP_011329011.2,1.00E-164,464,3.00E-166,468
XP_025266644.1,XP_011352129.1,2.00E-90,271,1.00E-94,282
XP_025266644.1,XP_011352130.1,1.00E-90,271,8.00E-95,282
XP_025266644.1,XP_011352131.1,4.00E-91,271,2.00E-95,282
XP_025266644.1,XP_011352132.1,4.00E-91,271,2.00E-95,282
XP_025266645.1,XP_011352129.1,2.00E-90,271,1.00E-94,282
XP_025266645.1,XP_011352130.1,1.00E-90,271,8.00E-95,282
XP_025266645.1,XP_011352131.1,4.00E-91,271,2.00E-95,282
XP_025266645.1,XP_011352132.1,4.00E-91,271,2.00E-95,282
XP_025266646.1,XP_011352129.1,3.00E-92,275,2.00E-96,286
XP_025266646.1,XP_011352130.1,3.00E-92,275,2.00E-96,286
XP_025266646.1,XP_011352131.1,9.00E-93,275,6.00E-97,286
XP_025266646.1,XP_011352132.1,9.00E-93,275,6.00E-97,286
XP_025266647.1,XP_011352129.1,3.00E-92,275,2.00E-96,286
XP_025266647.1,XP_011352130.1,3.00E-92,275,2.00E-96,286
XP_025266647.1,XP_011352131.1,9.00E-93,275,6.00E-97,286
XP_025266647.1,XP_011352132.1,9.00E-93,275,6.00E-97,286
XP_025266649.1,XP_011351569.1,0,691,0,694
XP_025266650.1,XP_011347285.1,1.00E-137,391,1.00E-137,391
XP_025266652.1,XP_011351157.1,0,2052,0,2052
XP_025266652.1,XP_011351158.1,0,2013,0,2013
XP_025266653.1,XP_011351157.1,0,2014,0,2014
XP_025266653.1,XP_011351158.1,0,2025,0,2025
XP_025266654.1,XP_011329322.1,3.00E-109,320,1.00E-103,305
XP_025266655.1,XP_026828250.1,0,707,0,686
XP_025266661.1,XP_026825204.1,1.00E-73,229,7.00E-70,219
XP_025266661.1,XP_026828980.1,1.00E-74,232,4.00E-71,223
XP_025266663.1,XP_026825363.1,7.00E-31,117,6.00E-31,117
XP_025266663.1,XP_026826176.1,2.00E-30,116,1.00E-30,116
XP_025266663.1,XP_026827547.1,2.00E-31,118,2.00E-31,118
XP_025266663.1,XP_026827658.1,1.00E-31,119,7.00E-32,119
XP_025266666.1,XP_011337785.1,2.00E-58,181,2.00E-58,181
XP_025266666.1,XP_026826556.1,4.00E-62,190,4.00E-62,190
XP_025266666.1,XP_026829456.1,9.00E-61,187,9.00E-61,187
XP_025266668.1,XP_011342452.2,0,587,0,587
XP_025266668.1,XP_011350022.2,0,590,0,590
XP_025266668.1,XP_026824295.1,0,606,0,606
XP_025266668.1,XP_026824767.1,0,586,0,590
XP_025266668.1,XP_026825290.1,0,609,0,609
XP_025266668.1,XP_026828144.1,0,600,0,600
XP_025266668.1,XP_026829093.1,0,580,0,590
XP_025266668.1,XP_026829816.1,0,580,0,580
XP_025266668.1,XP_026829818.1,0,593,0,593
XP_025266668.1,XP_026829831.1,0,598,0,598
XP_025266668.1,XP_026830516.1,0,607,0,607
XP_025266668.1,XP_026830517.1,0,607,0,607
XP_025266668.1,XP_026830875.1,0,604,0,604
XP_025266675.1,XP_011329400.1,0,855,0,855
XP_025266675.1,XP_011329402.1,0,852,0,852
XP_025266675.1,XP_011329403.1,0,854,0,856
XP_025266675.1,XP_011329404.1,0,851,0,851
XP_025266675.1,XP_019885746.1,0,851,0,851
XP_025266677.1,XP_026831327.1,1.00E-26,107,7.00E-27,107
XP_025266678.1,XP_026825336.1,5.00E-16,73.6,4.00E-16,73.6
XP_025266678.1,XP_026825338.1,5.00E-16,73.6,4.00E-16,73.6
XP_025266678.1,XP_026825339.1,5.00E-16,73.6,4.00E-16,73.6
XP_025266678.1,XP_026825340.1,5.00E-16,73.6,4.00E-16,73.6
XP_025266678.1,XP_026825341.1,5.00E-16,73.6,4.00E-16,73.6
XP_025266678.1,XP_026829440.1,4.00E-17,77,3.00E-17,77
XP_025266679.1,XP_011332518.1,0,1473,0,1542
XP_025266680.1,XP_011332511.2,0,4477,0,4453
XP_025266680.1,XP_019886295.2,0,4540,0,4520
XP_025266680.1,XP_019886296.2,0,4540,0,4520
XP_025266681.1,XP_026826267.1,2.00E-17,68.9,2.00E-17,68.9
XP_025266684.1,XP_026826268.1,0,825,0,836
XP_025266686.1,XP_011329325.2,0,1370,0,1379
XP_025266687.1,XP_011329332.1,0,698,0,698
XP_025266687.1,XP_011329333.1,0,698,0,698
XP_025266687.1,XP_011329334.1,0,698,0,698
XP_025266688.1,XP_011329327.1,0,563,0,563
XP_025266688.1,XP_011329328.1,0,563,0,563
XP_025266688.1,XP_011329329.1,0,563,0,563
XP_025266689.1,XP_026828190.1,1.00E-179,517,0,532
XP_025266690.1,XP_011333951.2,0,2156,0,2155
XP_025266690.1,XP_011333952.2,0,2136,0,2137
XP_025266690.1,XP_011333953.2,0,2129,0,2130
XP_025266690.1,XP_011333954.2,0,2082,0,2078
XP_025266690.1,XP_026828182.1,0,2110,0,2111
XP_025266691.1,XP_011333951.2,0,2136,0,2137
XP_025266691.1,XP_011333952.2,0,2144,0,2144
XP_025266691.1,XP_011333953.2,0,2110,0,2110
XP_025266691.1,XP_011333954.2,0,2063,0,2060
XP_025266691.1,XP_026828182.1,0,2117,0,2118
XP_025266692.1,XP_011333951.2,0,2130,0,2130
XP_025266692.1,XP_011333952.2,0,2110,0,2110
XP_025266692.1,XP_011333953.2,0,2137,0,2138
XP_025266692.1,XP_011333954.2,0,2055,0,2053
XP_025266692.1,XP_026828182.1,0,2119,0,2120
XP_025266693.1,XP_011333951.2,0,2078,0,2081
XP_025266693.1,XP_011333952.2,0,2060,0,2063
XP_025266693.1,XP_011333953.2,0,2053,0,2054
XP_025266693.1,XP_011333954.2,0,2078,0,2079
XP_025266693.1,XP_026828182.1,0,2033,0,2036
XP_025266694.1,XP_011333955.2,0,1882,0,1882
XP_025266695.1,XP_011343252.1,0,625,0,611
XP_025266695.1,XP_011343253.1,0,628,0,615
XP_025266695.1,XP_011343254.1,0,605,0,604
XP_025266695.1,XP_026829897.1,0,626,0,613
XP_025266696.1,XP_011343252.1,0,625,0,611
XP_025266696.1,XP_011343253.1,0,628,0,615
XP_025266696.1,XP_011343254.1,0,605,0,604
XP_025266696.1,XP_026829897.1,0,626,0,613
XP_025266702.1,XP_011330346.2,0,938,0,929
XP_025266704.1,XP_011348813.1,1.00E-29,110,2.00E-29,110
XP_025266706.1,XP_026827645.1,3.00E-78,246,2.00E-84,261
XP_025266710.1,XP_026830370.1,0,1269,0,1280
XP_025266711.1,XP_011334695.1,0,594,0,589
XP_025266711.1,XP_011334696.1,0,594,0,589
XP_025266711.1,XP_011334697.1,0,594,0,589
XP_025266713.1,XP_026828983.1,0,849,0,872
XP_025266715.1,XP_026828984.1,0,714,0,728
XP_025266716.1,XP_011329324.1,3.00E-171,479,6.00E-171,479
XP_025266717.1,XP_011333959.2,0,560,0,575
XP_025266717.1,XP_011333960.2,0,560,0,575
XP_025266717.1,XP_011333961.2,0,560,0,575
XP_025266718.1,XP_011329411.2,0,1063,0,1087
XP_025266718.1,XP_011329412.2,0,1063,0,1087
XP_025266724.1,XP_011344181.1,1.00E-100,312,7.00E-101,312
XP_025266725.1,XP_011344181.1,6.00E-101,313,5.00E-101,312
XP_025266733.1,XP_026825163.1,3.00E-80,267,3.00E-80,267
XP_025266735.1,XP_011330342.1,0,751,0,761
XP_025266738.1,XP_011330339.1,0,857,0,862
XP_025266740.1,XP_011339600.1,2.00E-31,111,1.00E-31,112
XP_025266741.1,XP_011339600.1,2.00E-31,111,1.00E-31,112
XP_025266742.1,XP_011349756.1,6.00E-49,157,6.00E-49,157
XP_025266742.1,XP_011349757.1,6.00E-49,157,6.00E-49,157
XP_025266742.1,XP_019889577.1,6.00E-49,157,6.00E-49,157
XP_025266743.1,XP_011349756.1,6.00E-49,157,6.00E-49,157
XP_025266743.1,XP_011349757.1,6.00E-49,157,6.00E-49,157
XP_025266743.1,XP_019889577.1,6.00E-49,157,6.00E-49,157
XP_025266745.1,XP_011342476.1,5.00E-65,203,5.00E-65,203
XP_025266747.1,XP_026830311.1,0,926,0,926
XP_025266747.1,XP_026830499.1,0,926,0,926
XP_025266748.1,XP_011333973.1,0,875,0,875
XP_025266748.1,XP_011333974.1,0,879,0,879
XP_025266749.1,XP_011342844.2,0,1330,0,1330
XP_025266749.1,XP_011342853.2,0,1276,0,1276
XP_025266751.1,XP_011342844.2,0,1276,0,1276
XP_025266751.1,XP_011342853.2,0,1288,0,1288
XP_025266751.1,XP_011342859.2,0,1250,0,1250
XP_025266752.1,XP_026828985.1,1.00E-154,447,1.00E-165,476
XP_025266753.1,XP_026830471.1,0,593,0,615
XP_025266754.1,XP_011342853.2,0,1250,0,1250
XP_025266754.1,XP_011342859.2,0,1261,0,1261
XP_025266757.1,XP_011346904.1,0,527,0,526
XP_025266762.1,XP_019885749.1,4.00E-135,397,1.00E-127,378
XP_025266767.1,XP_011346075.1,9.00E-13,61.6,9.00E-13,61.6
XP_025266768.1,XP_011346075.1,9.00E-13,61.6,9.00E-13,61.6
XP_025266773.1,XP_026823930.1,2.00E-38,132,3.00E-36,127
XP_025266780.1,XP_011343247.2,1.00E-126,385,2.00E-125,382
XP_025266780.1,XP_026830505.1,4.00E-123,376,2.00E-122,374
XP_025266781.1,XP_011348060.1,0,1711,0,1737
XP_025266781.1,XP_011348062.1,0,1668,0,1692
XP_025266781.1,XP_019889226.1,0,1711,0,1737
XP_025266784.1,XP_026829594.1,0,2697,0,2722
XP_025266785.1,XP_011348062.1,0,1671,0,1696
XP_025266786.1,XP_026829594.1,0,2695,0,2722
XP_025266787.1,XP_026829594.1,0,2624,0,2650
XP_025266788.1,XP_026829594.1,0,2652,0,2679
XP_025266789.1,XP_026829594.1,0,2625,0,2650
XP_025266790.1,XP_026829594.1,0,2696,0,2722
XP_025266791.1,XP_026829594.1,0,2621,0,2645
XP_025266792.1,XP_026829594.1,0,2639,0,2666
XP_025266793.1,XP_026829594.1,0,2584,0,2604
XP_025266802.1,XP_026829531.1,1.00E-149,439,2.00E-144,427
XP_025266807.1,XP_011330258.1,0,537,0,537
XP_025266809.1,XP_011330258.1,0,560,0,560
XP_025266813.1,XP_011330270.1,5.00E-170,484,5.00E-168,479
XP_025266814.1,XP_011334235.1,0,1692,0,1707
XP_025266814.1,XP_019886486.1,0,1715,0,1730
XP_025266814.1,XP_019886490.1,0,1715,0,1730
XP_025266814.1,XP_019886493.1,0,1718,0,1732
XP_025266814.1,XP_019886499.1,0,1643,0,1659
XP_025266814.1,XP_026829571.1,0,1696,0,1711
XP_025266815.1,XP_011334235.1,0,1710,0,1725
XP_025266815.1,XP_019886486.1,0,1704,0,1718
XP_025266815.1,XP_019886490.1,0,1704,0,1718
XP_025266815.1,XP_019886493.1,0,1692,0,1706
XP_025266815.1,XP_019886499.1,0,1633,0,1647
XP_025266815.1,XP_026829571.1,0,1698,0,1713
XP_025266816.1,XP_019886500.1,0,1578,0,1591
XP_025266816.1,XP_019886501.1,0,1590,0,1604
XP_025266816.1,XP_019886503.1,0,1565,0,1580
XP_025266816.1,XP_019886504.1,0,1516,0,1531
XP_025266817.1,XP_019886500.1,0,1581,0,1595
XP_025266817.1,XP_019886501.1,0,1579,0,1592
XP_025266817.1,XP_019886503.1,0,1566,0,1580
XP_025266817.1,XP_019886504.1,0,1517,0,1531
XP_025266817.1,XP_026829573.1,0,1504,0,1519
XP_025266818.1,XP_019886500.1,0,1516,0,1530
XP_025266818.1,XP_019886501.1,0,1517,0,1531
XP_025266818.1,XP_019886503.1,0,1517,0,1531
XP_025266818.1,XP_019886504.1,0,1530,0,1545
XP_025266818.1,XP_026829573.1,0,1518,0,1531
XP_025266819.1,XP_019886500.1,0,1517,0,1530
XP_025266819.1,XP_019886501.1,0,1517,0,1532
XP_025266819.1,XP_019886503.1,0,1517,0,1532
XP_025266819.1,XP_019886504.1,0,1519,0,1532
XP_025266819.1,XP_026829573.1,0,1506,0,1519
XP_025266820.1,XP_019886500.1,0,1506,0,1519
XP_025266820.1,XP_019886503.1,0,1506,0,1521
XP_025266820.1,XP_019886504.1,0,1507,0,1520
XP_025266820.1,XP_026829573.1,0,1510,0,1525
XP_025266821.1,XP_011334319.1,0,1174,0,1174
XP_025266821.1,XP_011334328.1,0,1156,0,1156
XP_025266822.1,XP_019886615.1,5.00E-136,392,8.00E-135,389
XP_025266822.1,XP_019886622.1,1.00E-136,393,1.00E-136,393
XP_025266822.1,XP_019886624.1,1.00E-136,393,1.00E-136,393
XP_025266824.1,XP_011334952.1,0,791,0,791
XP_025266824.1,XP_011334960.1,0,766,0,766
XP_025266824.1,XP_026829588.1,0,766,0,766
XP_025266824.1,XP_026829589.1,0,766,0,766
XP_025266825.1,XP_011334952.1,0,791,0,791
XP_025266825.1,XP_011334960.1,0,766,0,766
XP_025266825.1,XP_026829588.1,0,766,0,766
XP_025266825.1,XP_026829589.1,0,766,0,766
XP_025266826.1,XP_026830526.1,0,3481,0,3501
XP_025266826.1,XP_026830527.1,0,3481,0,3501
XP_025266827.1,XP_026830574.1,0,1746,0,1743
XP_025266828.1,XP_026830574.1,0,1746,0,1743
