pogo,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025073485.1,XP_011268490.1,0,588,0,617
XP_025073487.1,XP_011255333.1,2.00E-147,415,1.00E-147,415
XP_025073488.1,XP_011268446.1,0,1473,0,1453
XP_025073489.1,XP_025262054.1,4.00E-171,481,0,508
XP_025073490.1,XP_011268443.1,0,701,0,701
XP_025073491.1,XP_011258803.1,0,673,0,671
XP_025073493.1,XP_011258803.1,0,673,0,671
XP_025073494.1,XP_011258803.1,0,673,0,671
XP_025073497.1,XP_011263555.1,0,746,0,746
XP_025073499.1,XP_011259421.1,0,1901,0,1954
XP_025073500.1,XP_011266015.2,0,617,0,637
XP_025073502.1,XP_025266835.1,0,979,0,979
XP_025073502.1,XP_025266836.1,0,979,0,979
XP_025073502.1,XP_025266837.1,0,946,0,946
XP_025073503.1,XP_011258807.2,0,685,0,644
XP_025073503.1,XP_011258809.2,0,699,0,657
XP_025073503.1,XP_019883611.2,0,680,0,638
XP_025073503.1,XP_019883612.2,0,680,0,638
XP_025073503.1,XP_019883613.2,0,692,0,651
XP_025073504.1,XP_011258807.2,0,685,0,644
XP_025073504.1,XP_011258809.2,0,699,0,657
XP_025073504.1,XP_019883611.2,0,680,0,638
XP_025073504.1,XP_019883612.2,0,680,0,638
XP_025073504.1,XP_019883613.2,0,692,0,651
XP_025073506.1,XP_011258870.1,0,975,0,998
XP_025073506.1,XP_011258871.1,0,975,0,998
XP_025073506.1,XP_011258872.1,0,975,0,998
XP_025073506.1,XP_011258873.1,0,975,0,998
XP_025073506.1,XP_011258874.1,0,975,0,998
XP_025073506.1,XP_011258875.1,0,967,0,989
XP_025073509.1,XP_011268257.1,0,655,0,699
XP_025073510.1,XP_011262686.1,0,1567,0,1558
XP_025073511.1,XP_011268256.1,0,1001,0,1001
XP_025073512.1,XP_019885383.2,0,1417,0,1417
XP_025073513.1,XP_025270424.1,0,1278,0,1209
XP_025073513.1,XP_025270425.1,0,1260,0,1192
XP_025073513.1,XP_025270426.1,0,1288,0,1229
XP_025073513.1,XP_025270427.1,0,1260,0,1192
XP_025073514.1,XP_011258830.1,0,898,0,915
XP_025073515.1,XP_025267521.1,0,2407,0,2406
XP_025073516.1,XP_025270420.1,0,691,0,714
XP_025073517.1,XP_011256692.1,0,3928,0,3928
XP_025073517.1,XP_011256693.1,0,3928,0,3928
XP_025073517.1,XP_011256694.1,0,3915,0,3915
XP_025073517.1,XP_011256695.1,0,3912,0,3912
XP_025073517.1,XP_011256696.1,0,3948,0,3948
XP_025073517.1,XP_011256698.1,0,3917,0,3917
XP_025073517.1,XP_025266883.1,0,3901,0,3901
XP_025073517.1,XP_025266884.1,0,3921,0,3921
XP_025073517.1,XP_025266885.1,0,3917,0,3917
XP_025073517.1,XP_025266886.1,0,3937,0,3937
XP_025073520.1,XP_011255317.1,0,578,0,578
XP_025073520.1,XP_011255318.1,0,579,0,579
XP_025073521.1,XP_019882931.1,7.00E-44,139,4.00E-44,139
XP_025073522.1,XP_011264669.1,0,754,0,754
XP_025073524.1,XP_025264896.1,2.00E-104,309,5.00E-109,320
XP_025073524.1,XP_025264897.1,2.00E-104,309,5.00E-109,320
XP_025073525.1,XP_025265755.1,1.00E-99,298,1.00E-99,298
XP_025073525.1,XP_025267148.1,5.00E-103,306,4.00E-103,306
XP_025073526.1,XP_011263152.2,0,690,0,707
XP_025073526.1,XP_019884431.2,0,699,0,699
XP_025073526.1,XP_025263864.1,0,709,0,709
XP_025073527.1,XP_011263154.1,0,763,0,763
XP_025073527.1,XP_011263155.2,0,734,0,734
XP_025073527.1,XP_019884430.2,0,745,0,763
XP_025073530.1,XP_011263012.1,0,642,0,642
XP_025073530.1,XP_011263013.1,0,642,0,642
XP_025073531.1,XP_011267855.1,7.00E-57,174,4.00E-57,174
XP_025073533.1,XP_025270020.1,0,945,0,942
XP_025073533.1,XP_025270021.1,0,946,0,943
XP_025073534.1,XP_025268195.1,0,1887,0,1910
XP_025073535.1,XP_011267677.1,0,2208,0,2120
XP_025073535.1,XP_011267686.1,0,2212,0,2124
XP_025073535.1,XP_011267694.1,0,2195,0,2123
XP_025073535.1,XP_011267701.1,0,2263,0,2191
XP_025073535.1,XP_025268046.1,0,2268,0,2195
XP_025073536.1,XP_025270022.1,0,6861,0,5700
XP_025073536.1,XP_025270023.1,0,6861,0,5700
XP_025073536.1,XP_025270024.1,0,6861,0,5700
XP_025073536.1,XP_025270025.1,0,6861,0,5700
XP_025073536.1,XP_025270026.1,0,6861,0,5700
XP_025073536.1,XP_025270027.1,0,6861,0,5700
XP_025073536.1,XP_025270028.1,0,6842,0,5688
XP_025073536.1,XP_025270029.1,0,6615,0,5461
XP_025073537.1,XP_025264620.1,3.00E-48,161,4.00E-48,161
XP_025073537.1,XP_025265575.1,2.00E-48,161,3.00E-48,161
XP_025073538.1,XP_025270004.1,0,844,0,845
XP_025073539.1,XP_011266607.1,0,1669,0,1656
XP_025073540.1,XP_025269081.1,1.00E-22,89.4,8.00E-23,89.4
XP_025073541.1,XP_011262999.1,0,529,0,528
XP_025073542.1,XP_011266867.1,0,1084,0,1084
XP_025073543.1,XP_011259063.1,5.00E-177,508,6.00E-165,477
XP_025073545.1,XP_025267888.1,0,1053,0,1056
XP_025073545.1,XP_025267889.1,0,1053,0,1056
XP_025073545.1,XP_025267890.1,0,1045,0,1048
XP_025073545.1,XP_025267891.1,0,1040,0,1043
XP_025073545.1,XP_025267892.1,0,1053,0,1056
XP_025073546.1,XP_025261770.1,0,2866,0,2872
XP_025073548.1,XP_011259377.1,2.00E-160,447,1.00E-160,447
XP_025073548.1,XP_011259378.1,2.00E-160,447,1.00E-160,447
XP_025073548.1,XP_011259379.1,2.00E-160,447,1.00E-160,447
XP_025073550.1,XP_011259397.1,0,1791,0,1791
XP_025073550.1,XP_011259398.1,0,1748,0,1748
XP_025073550.1,XP_011259399.1,0,1710,0,1710
XP_025073551.1,XP_011259399.1,0,1751,0,1751
XP_025073551.1,XP_011259400.1,0,1700,0,1701
XP_025073552.1,XP_011259399.1,0,1756,0,1756
XP_025073552.1,XP_011259400.1,0,1700,0,1701
XP_025073553.1,XP_011256667.1,0,1780,0,1818
XP_025073554.1,XP_025266826.1,0,5813,0,5858
XP_025073556.1,XP_011261621.1,3.00E-33,124,7.00E-33,122
XP_025073557.1,XP_011261621.1,3.00E-33,124,2.00E-33,124
XP_025073558.1,XP_011261621.1,8.00E-34,125,5.00E-34,125
XP_025073559.1,XP_011261621.1,9.00E-34,125,5.00E-34,125
XP_025073560.1,XP_011261621.1,8.00E-34,125,4.00E-34,125
XP_025073562.1,XP_011259046.1,2.00E-100,293,1.00E-100,293
XP_025073563.1,XP_011259050.1,0,682,0,682
XP_025073563.1,XP_011259052.1,0,654,0,654
XP_025073563.1,XP_019883629.1,0,654,0,654
XP_025073563.1,XP_025267208.1,0,682,0,682
XP_025073564.1,XP_025268126.1,0,978,0,945
XP_025073569.1,XP_011254211.1,0,1814,0,1816
XP_025073569.1,XP_011254212.1,0,1817,0,1818
XP_025073569.1,XP_011254213.1,0,1831,0,1833
XP_025073570.1,XP_011263025.2,0,614,0,614
XP_025073570.1,XP_011263026.1,0,629,0,629
XP_025073570.1,XP_011263028.1,0,629,0,629
XP_025073570.1,XP_011263029.1,0,614,0,614
XP_025073570.1,XP_011263030.1,0,614,0,614
XP_025073571.1,XP_025268031.1,0,1980,0,2009
XP_025073571.1,XP_025268032.1,0,1987,0,2017
XP_025073571.1,XP_025268033.1,0,1990,0,2019
XP_025073571.1,XP_025268034.1,0,1998,0,2027
XP_025073572.1,XP_011254216.1,0,1123,0,1123
XP_025073572.1,XP_011254218.1,0,1123,0,1123
XP_025073572.1,XP_019882732.1,0,1123,0,1123
XP_025073572.1,XP_025270055.1,0,1123,0,1123
XP_025073573.1,XP_011258334.1,0,1560,0,1538
XP_025073573.1,XP_011258335.1,0,1560,0,1538
XP_025073573.1,XP_011258336.1,0,1560,0,1538
XP_025073574.1,XP_025268175.1,0,570,0,529
XP_025073575.1,XP_025268139.1,3.00E-167,474,2.00E-163,464
XP_025073575.1,XP_025268140.1,7.00E-165,468,8.00E-161,457
XP_025073576.1,XP_011258347.1,0,807,0,781
XP_025073577.1,XP_025270109.1,7.00E-80,241,5.00E-80,241
XP_025073579.1,XP_019883555.2,0,3593,0,3588
XP_025073579.1,XP_019883556.2,0,3593,0,3588
XP_025073579.1,XP_019883557.2,0,3566,0,3558
XP_025073579.1,XP_019883558.2,0,3614,0,3610
XP_025073579.1,XP_025264211.1,0,3624,0,3620
XP_025073579.1,XP_025264212.1,0,3624,0,3620
XP_025073580.1,XP_011258312.1,0,706,0,706
XP_025073580.1,XP_025268119.1,0,706,0,706
XP_025073581.1,XP_011258310.1,3.00E-175,491,0,509
XP_025073581.1,XP_025268121.1,3.00E-176,494,2.00E-176,494
XP_025073581.1,XP_025268122.1,3.00E-176,494,2.00E-176,494
XP_025073582.1,XP_025268053.1,0,3007,0,2932
XP_025073583.1,XP_025268053.1,0,3034,0,2960
XP_025073584.1,XP_025268054.1,0,1379,0,1365
XP_025073584.1,XP_025268055.1,0,1333,0,1325
XP_025073585.1,XP_025268054.1,0,1341,0,1325
XP_025073585.1,XP_025268055.1,0,1342,0,1335
XP_025073587.1,XP_025268056.1,0,1240,0,1225
XP_025073587.1,XP_025268057.1,0,1241,0,1234
XP_025073589.1,XP_025264233.1,0,1869,0,1850
XP_025073590.1,XP_011262577.1,9.00E-155,431,6.00E-155,431
XP_025073594.1,XP_025270112.1,0,590,0,590
XP_025073595.1,XP_011253975.1,6.00E-177,514,3.00E-177,514
XP_025073596.1,XP_011258326.2,0,1887,0,1912
XP_025073596.1,XP_011258327.2,0,1887,0,1912
XP_025073596.1,XP_011258328.2,0,1955,0,1979
XP_025073596.1,XP_011258329.2,0,1890,0,1914
XP_025073596.1,XP_011258330.2,0,1868,0,1892
XP_025073596.1,XP_011258331.2,0,1935,0,1960
XP_025073596.1,XP_011258332.2,0,1872,0,1896
XP_025073598.1,XP_011260646.1,0,2014,0,2018
XP_025073599.1,XP_011260649.1,0,3812,0,3742
XP_025073599.1,XP_011260652.1,0,3707,0,3649
XP_025073599.1,XP_025268364.1,0,3812,0,3742
XP_025073600.1,XP_025268369.1,0,1471,0,1467
XP_025073600.1,XP_025268370.1,0,1464,0,1461
XP_025073600.1,XP_025268371.1,0,1472,0,1469
XP_025073600.1,XP_025268372.1,0,1476,0,1476
XP_025073600.1,XP_025268373.1,0,1472,0,1467
XP_025073600.1,XP_025268374.1,0,1532,0,1532
XP_025073600.1,XP_025268375.1,0,1495,0,1495
XP_025073600.1,XP_025268376.1,0,1485,0,1485
XP_025073600.1,XP_025268377.1,0,1457,0,1457
XP_025073600.1,XP_025268378.1,0,1467,0,1462
XP_025073600.1,XP_025268379.1,0,1467,0,1463
XP_025073600.1,XP_025268380.1,0,1469,0,1469
XP_025073600.1,XP_025268381.1,0,1489,0,1489
XP_025073603.1,XP_011250692.1,0,680,0,681
XP_025073605.1,XP_011250692.1,0,680,0,681
XP_025073609.1,XP_019885226.1,9.00E-175,484,6.00E-175,484
XP_025073610.1,XP_011267628.1,0,1103,0,1098
XP_025073611.1,XP_011267631.1,3.00E-28,99.8,2.00E-28,99.8
XP_025073612.1,XP_011267631.1,3.00E-28,99.8,2.00E-28,99.8
XP_025073613.1,XP_011267388.1,2.00E-91,264,2.00E-91,264
XP_025073613.1,XP_011267389.1,2.00E-91,264,2.00E-91,264
XP_025073613.1,XP_011267390.1,3.00E-91,264,2.00E-91,264
XP_025073615.1,XP_011251608.1,4.00E-102,306,1.00E-99,299
XP_025073618.1,XP_011268114.1,1.00E-95,278,1.00E-95,278
XP_025073618.1,XP_025262586.1,1.00E-95,278,1.00E-95,278
XP_025073620.1,XP_025263522.1,0,2808,0,2834
XP_025073621.1,XP_011261399.1,0,814,0,816
XP_025073624.1,XP_025266634.1,0,2915,0,2898
XP_025073625.1,XP_025270786.1,0,776,0,776
XP_025073626.1,XP_025268065.1,0,730,0,749
XP_025073628.1,XP_025271203.1,9.00E-178,506,8.00E-178,506
XP_025073629.1,XP_025266635.1,0,2125,0,2127
XP_025073629.1,XP_025266636.1,0,2125,0,2127
XP_025073629.1,XP_025266637.1,0,2125,0,2127
XP_025073629.1,XP_025266638.1,0,2043,0,2046
XP_025073629.1,XP_025266639.1,0,2031,0,2038
XP_025073630.1,XP_025267673.1,0,562,0,539
XP_025073631.1,XP_025268171.1,0,667,0,645
XP_025073631.1,XP_025268177.1,0,667,0,645
XP_025073632.1,XP_011253661.2,0,3075,0,3166
XP_025073632.1,XP_011253662.2,0,3060,0,3152
XP_025073632.1,XP_011253663.2,0,3088,0,3175
XP_025073632.1,XP_011253664.2,0,3006,0,3125
XP_025073632.1,XP_025261714.1,0,3075,0,3166
XP_025073633.1,XP_011250560.1,0,941,0,923
XP_025073633.1,XP_011250562.1,0,926,0,909
XP_025073634.1,XP_011253707.1,0,584,0,561
XP_025073634.1,XP_011253708.1,0,584,0,561
XP_025073635.1,XP_011253707.1,0,584,0,561
XP_025073635.1,XP_011253708.1,0,584,0,561
XP_025073636.1,XP_011253707.1,0,584,0,561
XP_025073636.1,XP_011253708.1,0,584,0,561
XP_025073637.1,XP_025263682.1,0,2376,0,2328
XP_025073639.1,XP_011253702.1,0,1603,0,1636
XP_025073639.1,XP_011253703.1,0,1603,0,1636
XP_025073639.1,XP_011253704.1,0,1617,0,1631
XP_025073640.1,XP_011253702.1,0,1603,0,1636
XP_025073640.1,XP_011253703.1,0,1603,0,1636
XP_025073640.1,XP_011253704.1,0,1617,0,1631
XP_025073642.1,XP_011263374.1,2.00E-145,410,9.00E-136,385
XP_025073643.1,XP_011250555.1,0,548,0,537
XP_025073644.1,XP_025263683.1,4.00E-172,483,3.00E-173,486
XP_025073645.1,XP_025271211.1,8.00E-54,166,5.00E-54,166
XP_025073645.1,XP_025271212.1,8.00E-54,166,5.00E-54,166
XP_025073647.1,XP_011264151.2,0,627,0,605
XP_025073648.1,XP_011259642.1,0,1345,0,1345
XP_025073648.1,XP_011259649.1,0,1345,0,1345
XP_025073648.1,XP_019883680.1,0,1345,0,1345
XP_025073649.1,XP_011259668.1,0,1271,0,1271
XP_025073650.1,XP_011259267.1,0,1385,0,1385
XP_025073650.1,XP_025264403.1,0,1385,0,1385
XP_025073651.1,XP_011259347.2,0,1584,0,1545
XP_025073651.1,XP_011259354.2,0,1542,0,1504
XP_025073651.1,XP_011259363.2,0,1529,0,1493
XP_025073651.1,XP_011259370.2,0,1529,0,1493
XP_025073655.1,XP_011255180.1,4.00E-107,308,2.00E-107,308
XP_025073656.1,XP_011255190.1,0,889,0,905
XP_025073656.1,XP_011255191.1,0,889,0,905
XP_025073656.1,XP_011255192.1,0,889,0,905
XP_025073656.1,XP_025267570.1,0,889,0,905
XP_025073657.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073657.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073657.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073658.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073658.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073658.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073659.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073659.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073659.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073660.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073660.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073660.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073661.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073661.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073661.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073662.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073662.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073662.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073663.1,XP_011255195.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073663.1,XP_011255196.1,1.00E-14,68.9,8.00E-15,68.9
XP_025073663.1,XP_011255197.1,5.00E-15,69.7,4.00E-15,69.7
XP_025073664.1,XP_011264135.1,7.00E-115,331,1.00E-114,330
XP_025073665.1,XP_011264157.1,6.00E-99,286,3.00E-99,286
XP_025073665.1,XP_025269504.1,1.00E-100,292,9.00E-101,292
XP_025073666.1,XP_011264157.1,1.00E-102,295,8.00E-103,295
XP_025073666.1,XP_025269504.1,2.00E-98,285,2.00E-98,285
XP_025073670.1,XP_011255188.1,0,1093,0,1093
XP_025073671.1,XP_025269518.1,0,1385,0,1385
XP_025073672.1,XP_011261945.1,0,852,0,852
XP_025073672.1,XP_025268208.1,0,875,0,875
XP_025073673.1,XP_025270099.1,8.00E-129,396,5.00E-129,396
XP_025073674.1,XP_011255479.1,0,1852,0,1871
XP_025073676.1,XP_011266521.1,0,594,0,594
XP_025073680.1,XP_019884939.1,2.00E-65,203,1.00E-65,203
XP_025073681.1,XP_011255486.1,0,704,0,704
XP_025073682.1,XP_011268039.1,0,909,0,909
XP_025073683.1,XP_011255480.2,0,721,0,744
XP_025073683.1,XP_011255481.2,0,721,0,744
XP_025073685.1,XP_025265755.1,6.00E-98,291,5.00E-98,291
XP_025073687.1,XP_025266681.1,1.00E-16,67.4,6.00E-17,67.4
XP_025073688.1,XP_025266031.1,0,814,0,800
XP_025073689.1,XP_011254099.1,0,1182,0,1182
XP_025073689.1,XP_011254101.1,0,1182,0,1182
XP_025073689.1,XP_011254102.1,0,1182,0,1182
XP_025073689.1,XP_011254103.1,0,1182,0,1182
XP_025073689.1,XP_011254104.1,0,1182,0,1182
XP_025073689.1,XP_011254106.1,0,1152,0,1152
XP_025073690.1,XP_011254099.1,0,1182,0,1182
XP_025073690.1,XP_011254101.1,0,1182,0,1182
XP_025073690.1,XP_011254102.1,0,1182,0,1182
XP_025073690.1,XP_011254103.1,0,1182,0,1182
XP_025073690.1,XP_011254104.1,0,1182,0,1182
XP_025073690.1,XP_011254106.1,0,1152,0,1152
XP_025073693.1,XP_011269404.1,0,639,0,638
XP_025073693.1,XP_019885572.1,0,660,0,649
XP_025073694.1,XP_011254924.1,0,851,0,851
XP_025073694.1,XP_011254925.1,0,851,0,851
XP_025073695.1,XP_011254924.1,0,851,0,851
XP_025073695.1,XP_011254925.1,0,851,0,851
XP_025073696.1,XP_011254924.1,0,851,0,851
XP_025073696.1,XP_011254925.1,0,851,0,851
XP_025073697.1,XP_011254924.1,0,851,0,851
XP_025073697.1,XP_011254925.1,0,851,0,851
XP_025073698.1,XP_011254924.1,0,851,0,851
XP_025073698.1,XP_011254925.1,0,851,0,851
XP_025073700.1,XP_011254905.1,0,638,0,638
XP_025073700.1,XP_011254906.1,0,638,0,638
XP_025073700.1,XP_011254907.1,0,631,0,631
XP_025073701.1,XP_011254905.1,0,638,0,638
XP_025073701.1,XP_011254906.1,0,638,0,638
XP_025073701.1,XP_011254907.1,0,631,0,631
XP_025073702.1,XP_019884511.2,0,635,0,618
XP_025073702.1,XP_025270596.1,0,635,0,618
XP_025073703.1,XP_011255505.2,0,1303,0,1272
XP_025073703.1,XP_025264140.1,0,1303,0,1272
XP_025073704.1,XP_011263147.3,0,632,0,632
XP_025073706.1,XP_011263260.1,0,5197,0,5193
XP_025073706.1,XP_011263270.1,0,5197,0,5193
XP_025073706.1,XP_011263278.1,0,5203,0,5203
XP_025073706.1,XP_011263285.1,0,5213,0,5213
XP_025073706.1,XP_011263294.1,0,5215,0,5210
XP_025073706.1,XP_011263313.1,0,5228,0,5229
XP_025073706.1,XP_019884429.1,0,5236,0,5235
XP_025073707.1,XP_025265056.1,0,1882,0,1873
XP_025073709.1,XP_011251792.1,1.00E-155,436,6.00E-156,436
XP_025073711.1,XP_025264794.1,0,2341,0,2363
XP_025073711.1,XP_025264795.1,0,2353,0,2372
XP_025073711.1,XP_025264798.1,0,2349,0,2371
XP_025073712.1,XP_011268021.1,0,1609,0,1609
XP_025073712.1,XP_011268023.1,0,1635,0,1635
XP_025073713.1,XP_011251798.2,0,2670,0,2661
XP_025073713.1,XP_011251799.2,0,2670,0,2661
XP_025073713.1,XP_011251800.2,0,2670,0,2661
XP_025073713.1,XP_011251801.2,0,2675,0,2665
XP_025073713.1,XP_019882242.2,0,2670,0,2661
XP_025073715.1,XP_025265285.1,0,3206,0,3227
XP_025073715.1,XP_025265291.1,0,3198,0,3220
XP_025073716.1,XP_025269021.1,0,1247,0,1251
XP_025073716.1,XP_025269022.1,0,1258,0,1261
XP_025073716.1,XP_025269023.1,0,1247,0,1251
XP_025073717.1,XP_025269021.1,0,1197,0,1200
XP_025073717.1,XP_025269022.1,0,1204,0,1209
XP_025073717.1,XP_025269023.1,0,1196,0,1200
XP_025073719.1,XP_011253284.2,0,810,0,809
XP_025073720.1,XP_025264760.1,0,1264,0,1264
XP_025073721.1,XP_019884235.2,0,2703,0,2742
XP_025073721.1,XP_025269026.1,0,2696,0,2735
XP_025073722.1,XP_025263510.1,0,2442,0,2442
XP_025073723.1,XP_025263512.1,4.00E-44,144,2.00E-44,144
XP_025073724.1,XP_019884990.2,0,711,0,683
XP_025073727.1,XP_011266733.1,0,1831,0,1826
XP_025073727.1,XP_011266734.1,0,1753,0,1746
XP_025073728.1,XP_019885052.2,0,763,0,763
XP_025073729.1,XP_011260049.2,0,4899,0,4899
XP_025073730.1,XP_025264533.1,0,576,0,553
XP_025073730.1,XP_025264536.1,0,588,0,598
XP_025073730.1,XP_025264537.1,0,588,0,598
XP_025073730.1,XP_025264538.1,0,588,0,598
XP_025073730.1,XP_025264539.1,0,585,0,595
XP_025073730.1,XP_025264540.1,0,578,0,577
XP_025073730.1,XP_025264541.1,0,572,0,570
XP_025073730.1,XP_025264582.1,0,571,0,570
XP_025073730.1,XP_025264583.1,0,571,0,570
XP_025073731.1,XP_011260053.1,0,1713,0,1713
XP_025073731.1,XP_011260054.1,0,1713,0,1713
XP_025073731.1,XP_011260058.1,0,1713,0,1713
XP_025073731.1,XP_025263830.1,0,1713,0,1713
XP_025073732.1,XP_011260053.1,0,1713,0,1713
XP_025073732.1,XP_011260054.1,0,1713,0,1713
XP_025073732.1,XP_011260058.1,0,1713,0,1713
XP_025073732.1,XP_025263830.1,0,1713,0,1713
XP_025073733.1,XP_011260053.1,0,1713,0,1713
XP_025073733.1,XP_011260054.1,0,1713,0,1713
XP_025073733.1,XP_011260058.1,0,1713,0,1713
XP_025073733.1,XP_025263830.1,0,1713,0,1713
XP_025073734.1,XP_011260053.1,0,1713,0,1713
XP_025073734.1,XP_011260054.1,0,1713,0,1713
XP_025073734.1,XP_011260058.1,0,1713,0,1713
XP_025073734.1,XP_025263830.1,0,1713,0,1713
XP_025073735.1,XP_011260053.1,0,1713,0,1713
XP_025073735.1,XP_011260054.1,0,1713,0,1713
XP_025073735.1,XP_011260058.1,0,1713,0,1713
XP_025073735.1,XP_025263830.1,0,1713,0,1713
XP_025073736.1,XP_011260053.1,0,1682,0,1682
XP_025073736.1,XP_011260054.1,0,1682,0,1682
XP_025073736.1,XP_011260058.1,0,1682,0,1682
XP_025073736.1,XP_025263830.1,0,1682,0,1682
XP_025073737.1,XP_025265921.1,8.00E-125,366,6.00E-125,366
XP_025073737.1,XP_025265922.1,8.00E-125,366,6.00E-125,366
XP_025073737.1,XP_025265923.1,8.00E-125,366,6.00E-125,366
XP_025073737.1,XP_025265924.1,8.00E-125,366,6.00E-125,366
XP_025073738.1,XP_011260052.2,2.00E-79,241,1.00E-79,241
XP_025073739.1,XP_011258403.2,0,822,0,822
XP_025073740.1,XP_011252871.1,0,963,0,963
XP_025073740.1,XP_011252872.1,0,968,0,968
XP_025073742.1,XP_011260042.2,0,2395,0,2417
XP_025073742.1,XP_019883781.2,0,2408,0,2419
XP_025073742.1,XP_019883782.2,0,2395,0,2417
XP_025073742.1,XP_025263861.1,0,2395,0,2417
XP_025073743.1,XP_019882043.2,0,837,0,839
XP_025073743.1,XP_025267074.1,0,834,0,838
XP_025073744.1,XP_019882043.2,0,844,0,845
XP_025073744.1,XP_025267074.1,0,841,0,845
XP_025073747.1,XP_011254728.1,0,1157,0,1199
XP_025073749.1,XP_011250874.1,3.00E-145,410,2.00E-145,410
XP_025073749.1,XP_011250875.1,4.00E-140,397,3.00E-140,397
XP_025073749.1,XP_011250876.1,3.00E-145,410,2.00E-145,410
XP_025073749.1,XP_011250877.1,3.00E-145,410,2.00E-145,410
XP_025073750.1,XP_019882019.2,0,1466,0,1475
XP_025073750.1,XP_019882020.2,0,1466,0,1475
XP_025073750.1,XP_019882022.2,0,1466,0,1475
XP_025073750.1,XP_019882026.2,0,1464,0,1474
XP_025073750.1,XP_025267037.1,0,1529,0,1538
XP_025073750.1,XP_025267039.1,0,1507,0,1516
XP_025073750.1,XP_025267040.1,0,1529,0,1540
XP_025073750.1,XP_025267041.1,0,1532,0,1536
XP_025073751.1,XP_019882019.2,0,1486,0,1490
XP_025073751.1,XP_019882020.2,0,1486,0,1490
XP_025073751.1,XP_019882022.2,0,1486,0,1490
XP_025073751.1,XP_019882023.2,0,1463,0,1468
XP_025073751.1,XP_019882026.2,0,1466,0,1472
XP_025073751.1,XP_019882027.2,0,1446,0,1454
XP_025073751.1,XP_025267037.1,0,1466,0,1474
XP_025073751.1,XP_025267039.1,0,1444,0,1451
XP_025073751.1,XP_025267040.1,0,1468,0,1473
XP_025073752.1,XP_011269785.1,0,658,0,658
XP_025073752.1,XP_011269786.1,0,658,0,658
XP_025073753.1,XP_019882019.2,0,1445,0,1451
XP_025073753.1,XP_019882020.2,0,1445,0,1451
XP_025073753.1,XP_019882022.2,0,1445,0,1451
XP_025073753.1,XP_019882026.2,0,1447,0,1453
XP_025073753.1,XP_019882027.2,0,1444,0,1451
XP_025073753.1,XP_025267038.1,0,1520,0,1526
XP_025073757.1,XP_019882036.1,0,3482,0,3482
XP_025073763.1,XP_011250870.1,0,1529,0,1529
XP_025073763.1,XP_011250871.1,0,1501,0,1501
XP_025073763.1,XP_011250872.1,0,1536,0,1536
XP_025073763.1,XP_011250873.1,0,1522,0,1522
XP_025073763.1,XP_019882042.1,0,1495,0,1495
XP_025073763.1,XP_025267033.1,0,1508,0,1507
XP_025073764.1,XP_011250870.1,0,1490,0,1490
XP_025073764.1,XP_011250871.1,0,1516,0,1516
XP_025073764.1,XP_011250872.1,0,1494,0,1494
XP_025073764.1,XP_011250873.1,0,1496,0,1496
XP_025073764.1,XP_019882042.1,0,1524,0,1523
XP_025073764.1,XP_025267033.1,0,1520,0,1519
XP_025073765.1,XP_019884867.1,0,1425,0,1397
XP_025073765.1,XP_025265177.1,0,1425,0,1397
XP_025073767.1,XP_025264193.1,0,758,0,773
XP_025073769.1,XP_019882980.1,0,899,0,899
XP_025073770.1,XP_019884868.1,0,1306,0,1257
XP_025073771.1,XP_025265182.1,0,1176,0,1146
XP_025073772.1,XP_025265183.1,0,1044,0,1011
XP_025073773.1,XP_025265186.1,0,1128,0,1097
XP_025073774.1,XP_025265178.1,0,714,0,738
XP_025073775.1,XP_011267850.1,4.00E-106,312,2.00E-106,312
XP_025073775.1,XP_011267851.1,2.00E-100,297,1.00E-100,297
XP_025073776.1,XP_011256966.1,0,1038,0,1047
XP_025073777.1,XP_011267845.1,0,1624,0,1607
XP_025073777.1,XP_011267846.1,0,1624,0,1607
