cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025268094.1,NP_001246179.1,0,2703,0,2662
XP_025268094.1,NP_001246180.1,0,2685,0,2652
XP_025268094.1,NP_001246181.1,0,2778,0,2754
XP_025268094.1,NP_001260764.1,0,2700,0,2681
XP_025268094.1,NP_523649.5,0,2713,0,2690
XP_025268094.1,NP_724542.1,0,2735,0,2714
XP_025268094.1,NP_724543.1,0,2744,0,2722
XP_025268094.1,NP_724544.2,0,2731,0,2707
XP_025268094.1,NP_995769.1,0,2726,0,2726
XP_025268095.1,NP_001036476.1,0,2656,0,2624
XP_025268095.1,NP_001036477.1,0,2660,0,2627
XP_025268095.1,NP_001036478.1,0,2642,0,2611
XP_025268095.1,NP_001036479.1,0,2680,0,2659
XP_025268095.1,NP_001036480.1,0,2670,0,2652
XP_025268095.1,NP_001036481.1,0,2685,0,2652
XP_025268095.1,NP_001036482.1,0,2662,0,2632
XP_025268095.1,NP_001036483.1,0,2664,0,2645
XP_025268095.1,NP_001036484.1,0,2651,0,2617
XP_025268095.1,NP_001036485.1,0,2674,0,2657
XP_025268095.1,NP_001036486.1,0,2668,0,2657
XP_025268095.1,NP_001036487.1,0,2666,0,2647
XP_025268095.1,NP_001036488.1,0,2680,0,2660
XP_025268095.1,NP_001036489.1,0,2618,0,2585
XP_025268095.1,NP_001036490.1,0,2659,0,2627
XP_025268095.1,NP_001036491.1,0,2662,0,2627
XP_025268095.1,NP_001036492.1,0,2667,0,2633
XP_025268095.1,NP_001036493.1,0,2645,0,2625
XP_025268095.1,NP_001036494.1,0,2672,0,2638
XP_025268095.1,NP_001036495.1,0,2623,0,2591
XP_025268095.1,NP_001036497.1,0,2662,0,2646
XP_025268095.1,NP_001036498.1,0,2635,0,2606
XP_025268095.1,NP_001036499.1,0,2652,0,2620
XP_025268095.1,NP_001036500.1,0,2662,0,2627
XP_025268095.1,NP_001036501.1,0,2699,0,2680
XP_025268095.1,NP_001036502.1,0,2695,0,2677
XP_025268095.1,NP_001036503.1,0,2642,0,2632
XP_025268095.1,NP_001036504.1,0,2668,0,2637
XP_025268095.1,NP_001036505.1,0,2659,0,2626
XP_025268095.1,NP_001036506.1,0,2650,0,2620
XP_025268095.1,NP_001036509.1,0,2682,0,2664
XP_025268095.1,NP_001036510.1,0,2661,0,2628
XP_025268095.1,NP_001036512.1,0,2686,0,2666
XP_025268095.1,NP_001036513.1,0,2676,0,2660
XP_025268095.1,NP_001036514.1,0,2662,0,2631
XP_025268095.1,NP_001036515.1,0,2664,0,2632
XP_025268095.1,NP_001036516.1,0,2680,0,2660
XP_025268095.1,NP_001036517.1,0,2694,0,2675
XP_025268095.1,NP_001036518.1,0,2656,0,2627
XP_025268095.1,NP_001036520.1,0,2640,0,2609
XP_025268095.1,NP_001036521.1,0,2691,0,2673
XP_025268095.1,NP_001036522.1,0,2682,0,2666
XP_025268095.1,NP_001036523.1,0,2663,0,2644
XP_025268095.1,NP_001036524.1,0,2671,0,2636
XP_025268095.1,NP_001036525.1,0,2655,0,2624
XP_025268095.1,NP_001036526.1,0,2684,0,2665
XP_025268095.1,NP_001036527.1,0,2678,0,2644
XP_025268095.1,NP_001036528.1,0,2679,0,2664
XP_025268095.1,NP_001036529.1,0,2678,0,2661
XP_025268095.1,NP_001246162.1,0,2632,0,2600
XP_025268095.1,NP_001246163.1,0,2647,0,2628
XP_025268095.1,NP_001246164.1,0,2626,0,2595
XP_025268095.1,NP_001246165.1,0,2633,0,2599
XP_025268095.1,NP_001246166.1,0,2645,0,2624
XP_025268095.1,NP_001246167.1,0,2629,0,2597
XP_025268095.1,NP_001246168.1,0,2626,0,2594
XP_025268095.1,NP_001246169.1,0,2627,0,2598
XP_025268095.1,NP_001246170.1,0,2646,0,2613
XP_025268095.1,NP_001246171.1,0,2672,0,2655
XP_025268095.1,NP_001246172.1,0,2622,0,2591
XP_025268095.1,NP_001246173.1,0,2658,0,2626
XP_025268095.1,NP_001246174.1,0,2670,0,2652
XP_025268095.1,NP_001246175.1,0,2695,0,2677
XP_025268095.1,NP_001246176.1,0,2622,0,2611
XP_025268095.1,NP_001246177.1,0,2659,0,2626
XP_025268095.1,NP_001246178.1,0,2670,0,2654
XP_025268095.1,NP_001246179.1,0,2652,0,2620
XP_025268095.1,NP_001246180.1,0,2665,0,2633
XP_025268095.1,NP_001246181.1,0,2673,0,2656
XP_025268095.1,NP_001260764.1,0,2657,0,2637
XP_025268095.1,NP_523649.5,0,2678,0,2657
XP_025268095.1,NP_724542.1,0,2673,0,2654
XP_025268095.1,NP_724543.1,0,2670,0,2651
XP_025268095.1,NP_724544.2,0,2672,0,2653
XP_025268095.1,NP_995769.1,0,2647,0,2651
XP_025268096.1,NP_001246235.1,2.00E-138,415,1.00E-138,416
XP_025268096.1,NP_610555.1,2.00E-138,415,1.00E-138,416
XP_025268097.1,NP_001246235.1,2.00E-138,415,1.00E-138,416
XP_025268097.1,NP_610555.1,2.00E-138,415,1.00E-138,416
XP_025268099.1,NP_001246235.1,2.00E-138,415,1.00E-138,416
XP_025268099.1,NP_610555.1,2.00E-138,415,1.00E-138,416
XP_025268101.1,NP_477268.2,0,1329,0,1303
XP_025268102.1,NP_477268.2,0,1329,0,1303
XP_025268103.1,NP_477268.2,0,1329,0,1303
XP_025268106.1,NP_524476.1,7.00E-75,225,6.00E-75,225
XP_025268107.1,NP_650554.3,0,1177,0,1170
XP_025268108.1,NP_650554.3,0,1181,0,1176
XP_025268110.1,NP_650554.3,0,1179,0,1170
XP_025268113.1,NP_001285698.1,0,756,0,778
XP_025268113.1,NP_523497.2,0,756,0,778
XP_025268114.1,NP_609092.1,7.00E-86,267,6.00E-86,267
XP_025268117.1,NP_652413.1,1.00E-09,52,1.00E-09,52
XP_025268118.1,NP_609055.2,0,723,0,723
XP_025268119.1,NP_001262834.1,7.00E-66,226,6.00E-66,226
XP_025268119.1,NP_651038.3,7.00E-66,226,6.00E-66,226
XP_025268120.1,NP_001262834.1,2.00E-66,225,2.00E-66,225
XP_025268120.1,NP_651038.3,2.00E-66,225,2.00E-66,225
XP_025268121.1,NP_996031.1,6.00E-86,265,5.00E-86,265
XP_025268122.1,NP_996031.1,6.00E-86,265,5.00E-86,265
XP_025268123.1,NP_001246875.1,1.00E-173,508,2.00E-174,510
XP_025268129.1,NP_476851.2,0,1484,0,1489
XP_025268129.1,NP_476852.1,0,1484,0,1489
XP_025268129.1,NP_995604.2,0,1487,0,1490
XP_025268129.1,NP_995605.1,0,1480,0,1485
XP_025268129.1,NP_995606.1,0,1485,0,1489
XP_025268130.1,NP_476851.2,0,1490,0,1482
XP_025268130.1,NP_476852.1,0,1490,0,1482
XP_025268130.1,NP_995604.2,0,1492,0,1489
XP_025268130.1,NP_995605.1,0,1489,0,1482
XP_025268130.1,NP_995606.1,0,1493,0,1486
XP_025268132.1,NP_001097177.1,0,1226,0,1224
XP_025268132.1,NP_001188837.1,0,1220,0,1221
XP_025268132.1,NP_001188838.1,0,1219,0,1219
XP_025268132.1,NP_001286044.1,0,1226,0,1227
XP_025268132.1,NP_001286045.1,0,1226,0,1224
XP_025268132.1,NP_609885.2,0,1226,0,1227
XP_025268134.1,NP_001097177.1,0,1225,0,1226
XP_025268134.1,NP_001188837.1,0,1221,0,1224
XP_025268134.1,NP_001188838.1,0,1220,0,1222
XP_025268134.1,NP_001286044.1,0,1227,0,1229
XP_025268134.1,NP_001286045.1,0,1225,0,1226
XP_025268134.1,NP_609885.2,0,1227,0,1229
XP_025268135.1,NP_001259568.1,8.00E-25,110,2.00E-26,115
XP_025268135.1,NP_511162.1,5.00E-26,114,1.00E-27,119
XP_025268136.1,NP_648489.1,9.00E-152,450,3.00E-145,434
XP_025268136.1,NP_729730.1,9.00E-152,450,3.00E-145,434
XP_025268138.1,NP_649926.2,3.00E-82,260,2.00E-85,268
XP_025268139.1,NP_001286348.1,2.00E-87,271,6.00E-87,270
XP_025268139.1,NP_610781.1,2.00E-87,271,6.00E-87,270
XP_025268140.1,NP_001286348.1,1.00E-87,271,6.00E-87,269
XP_025268140.1,NP_610781.1,1.00E-87,271,6.00E-87,269
XP_025268141.1,NP_788429.1,4.00E-17,77.8,2.00E-18,81.3
XP_025268142.1,NP_001097972.3,2.00E-130,388,2.00E-130,388
XP_025268142.1,NP_001263071.1,4.00E-130,388,4.00E-130,388
XP_025268143.1,NP_610460.1,6.00E-109,323,3.00E-112,332
XP_025268143.1,NP_995783.1,3.00E-108,317,6.00E-109,318
XP_025268144.1,NP_610460.1,6.00E-109,323,3.00E-112,332
XP_025268144.1,NP_995783.1,3.00E-108,317,6.00E-109,318
XP_025268146.1,NP_001137973.1,5.00E-88,262,4.00E-88,262
XP_025268146.1,NP_649098.2,5.00E-88,262,4.00E-88,262
XP_025268147.1,NP_001137972.1,3.00E-14,65.5,2.00E-14,65.9
XP_025268147.1,NP_001287115.1,3.00E-14,65.5,2.00E-14,65.9
XP_025268148.1,NP_477121.1,0,1350,0,1352
XP_025268156.1,NP_651285.1,4.00E-20,92.4,2.00E-28,116
XP_025268157.1,NP_609160.2,1.00E-135,409,3.00E-132,400
XP_025268158.1,NP_650089.1,7.00E-134,391,6.00E-134,391
XP_025268158.1,NP_731593.1,7.00E-134,391,6.00E-134,391
XP_025268159.1,NP_650089.1,7.00E-134,391,6.00E-134,391
XP_025268159.1,NP_731593.1,7.00E-134,391,6.00E-134,391
XP_025268160.1,NP_650089.1,7.00E-134,391,6.00E-134,391
XP_025268160.1,NP_731593.1,7.00E-134,391,6.00E-134,391
XP_025268169.1,NP_730950.2,2.00E-100,291,2.00E-100,291
XP_025268169.1,NP_730951.2,2.00E-100,291,2.00E-100,291
XP_025268171.1,NP_001261483.1,2.00E-110,332,3.00E-113,339
XP_025268171.1,NP_001261484.1,7.00E-108,325,6.00E-111,333
XP_025268171.1,NP_001261485.1,4.00E-109,328,4.00E-112,335
XP_025268171.1,NP_648058.1,1.00E-107,326,1.00E-110,333
XP_025268174.1,NP_001163385.1,4.00E-63,209,2.00E-63,211
XP_025268175.1,NP_001163384.1,3.00E-56,189,2.00E-56,189
XP_025268175.1,NP_648246.3,1.00E-56,188,1.00E-56,188
XP_025268177.1,NP_001261483.1,2.00E-110,332,3.00E-113,339
XP_025268177.1,NP_001261484.1,7.00E-108,325,6.00E-111,333
XP_025268177.1,NP_001261485.1,4.00E-109,328,4.00E-112,335
XP_025268177.1,NP_648058.1,1.00E-107,326,1.00E-110,333
XP_025268179.1,NP_001162962.1,0,794,0,794
XP_025268179.1,NP_001260402.1,0,794,0,794
XP_025268179.1,NP_723730.2,0,799,0,795
XP_025268180.1,NP_001162962.1,0,794,0,794
XP_025268180.1,NP_001260402.1,0,794,0,794
XP_025268180.1,NP_723730.2,0,799,0,795
XP_025268181.1,NP_001162962.1,0,794,0,794
XP_025268181.1,NP_001260402.1,0,794,0,794
XP_025268181.1,NP_723730.2,0,799,0,795
XP_025268183.1,NP_001303424.1,7.00E-115,357,3.00E-114,355
XP_025268183.1,NP_649531.1,7.00E-115,357,3.00E-114,355
XP_025268184.1,NP_001303424.1,7.00E-116,360,3.00E-115,358
XP_025268184.1,NP_649531.1,7.00E-116,360,3.00E-115,358
XP_025268192.1,NP_651250.2,2.00E-38,149,3.00E-35,139
XP_025268197.1,NP_651250.2,2.00E-38,149,3.00E-35,139
XP_025268198.1,NP_651250.2,2.00E-38,149,3.00E-35,139
XP_025268199.1,NP_001285211.1,6.00E-128,410,2.00E-128,411
XP_025268200.1,NP_001285211.1,6.00E-128,410,2.00E-128,411
XP_025268201.1,NP_001285211.1,6.00E-128,410,2.00E-128,411
XP_025268202.1,NP_651250.2,2.00E-38,149,3.00E-35,139
XP_025268203.1,NP_650582.1,4.00E-169,495,3.00E-169,495
XP_025268204.1,NP_650582.1,9.00E-170,496,8.00E-170,496
XP_025268205.1,NP_650582.1,3.00E-165,485,2.00E-165,485
XP_025268206.1,NP_650582.1,3.00E-165,485,2.00E-165,485
XP_025268208.1,NP_001259858.1,7.00E-41,156,2.00E-41,157
XP_025268208.1,NP_608578.1,7.00E-41,156,2.00E-41,157
XP_025268208.1,NP_722684.1,7.00E-41,156,2.00E-41,157
XP_025268209.1,NP_001246351.1,5.00E-75,229,4.00E-75,229
XP_025268209.1,NP_001246352.1,5.00E-75,229,4.00E-75,229
XP_025268209.1,NP_001286468.1,5.00E-75,229,4.00E-75,229
XP_025268209.1,NP_611061.1,5.00E-75,229,4.00E-75,229
XP_025268216.1,NP_608616.2,2.00E-92,282,2.00E-97,295
XP_025268224.1,NP_648320.1,6.00E-87,273,6.00E-87,273
XP_025268225.1,NP_001246314.1,0,1674,0,1677
XP_025268225.1,NP_523734.1,0,1674,0,1676
XP_025268225.1,NP_725341.1,0,1674,0,1677
XP_025268225.1,NP_725342.1,0,1674,0,1677
XP_025268226.1,NP_001137662.1,5.00E-101,310,4.00E-87,274
XP_025268226.1,NP_001137663.1,5.00E-101,310,4.00E-87,274
XP_025268226.1,NP_001137664.1,2.00E-101,310,4.00E-87,273
XP_025268226.1,NP_001286397.1,5.00E-101,310,4.00E-87,274
XP_025268226.1,NP_610917.1,2.00E-101,310,4.00E-87,273
XP_025268226.1,NP_725346.1,2.00E-101,310,4.00E-87,273
XP_025268249.1,NP_730334.2,3.00E-42,143,3.00E-42,143
XP_025268255.1,NP_001163718.3,5.00E-122,357,3.00E-122,357
XP_025268255.1,NP_001356925.1,1.00E-124,365,1.00E-124,365
XP_025268259.1,NP_001285980.1,6.00E-50,170,5.00E-50,170
XP_025268259.1,NP_609793.2,6.00E-50,170,5.00E-50,170
XP_025268263.1,NP_001014651.1,0,1951,0,1956
XP_025268263.1,NP_001014652.1,0,1946,0,1953
XP_025268263.1,NP_001014654.1,0,1954,0,1933
XP_025268263.1,NP_001014655.1,0,1946,0,1952
XP_025268263.1,NP_001014659.1,0,1981,0,1957
XP_025268263.1,NP_001014661.2,0,2046,0,2026
XP_025268263.1,NP_001163712.1,0,2018,0,1995
XP_025268263.1,NP_001262924.1,0,2005,0,1985
XP_025268263.1,NP_001262928.1,0,1951,0,1957
XP_025268263.1,NP_733029.1,0,1956,0,1933
XP_025268263.1,NP_996289.1,0,1979,0,1956
XP_025268264.1,NP_001014654.1,0,1950,0,1929
XP_025268264.1,NP_001014655.1,0,1940,0,1949
XP_025268264.1,NP_001014659.1,0,1972,0,1951
XP_025268264.1,NP_001014661.2,0,2024,0,2003
XP_025268264.1,NP_001163712.1,0,2038,0,2014
XP_025268264.1,NP_001262924.1,0,2023,0,2003
XP_025268264.1,NP_001262928.1,0,1944,0,1952
XP_025268264.1,NP_733029.1,0,1947,0,1927
XP_025268264.1,NP_996289.1,0,1970,0,1949
XP_025268266.1,NP_001014651.1,0,1957,0,1964
XP_025268266.1,NP_001014652.1,0,1952,0,1955
XP_025268266.1,NP_001014653.1,0,1936,0,1941
XP_025268266.1,NP_001014654.1,0,1964,0,1941
XP_025268266.1,NP_001014655.1,0,1956,0,1961
XP_025268266.1,NP_001014656.1,0,1951,0,1957
XP_025268266.1,NP_001014659.1,0,1969,0,1946
XP_025268266.1,NP_001014660.1,0,1942,0,1949
XP_025268266.1,NP_001014661.2,0,1998,0,1974
XP_025268266.1,NP_001014663.1,0,1935,0,1942
XP_025268266.1,NP_001163712.1,0,1969,0,1947
XP_025268266.1,NP_001262924.1,0,2027,0,2006
XP_025268266.1,NP_001262926.1,0,1932,0,1936
XP_025268266.1,NP_001262927.1,0,1961,0,1970
XP_025268266.1,NP_001262928.1,0,1934,0,1943
XP_025268266.1,NP_733029.1,0,1962,0,1939
XP_025268266.1,NP_996289.1,0,1983,0,1962
XP_025268267.1,NP_001014659.1,0,1990,0,1969
XP_025268267.1,NP_001014661.2,0,2056,0,2034
XP_025268267.1,NP_001163712.1,0,2027,0,2006
XP_025268267.1,NP_001262924.1,0,2008,0,1987
XP_025268267.1,NP_001262928.1,0,1961,0,1967
XP_025268267.1,NP_996289.1,0,1976,0,1954
XP_025268271.1,NP_001097336.1,0,1363,0,1350
XP_025268271.1,NP_001286485.1,0,1384,0,1367
XP_025268271.1,NP_001286486.1,0,1363,0,1350
XP_025268271.1,NP_611116.2,0,1363,0,1350
XP_025268272.1,NP_001097336.1,0,1363,0,1350
XP_025268272.1,NP_001286485.1,0,1384,0,1367
XP_025268272.1,NP_001286486.1,0,1363,0,1350
XP_025268272.1,NP_611116.2,0,1363,0,1350
XP_025268274.1,NP_001097336.1,0,1363,0,1350
XP_025268274.1,NP_001286485.1,0,1384,0,1367
XP_025268274.1,NP_001286486.1,0,1363,0,1350
XP_025268274.1,NP_611116.2,0,1363,0,1350
XP_025268275.1,NP_001097336.1,0,1345,0,1332
XP_025268275.1,NP_001286485.1,0,1364,0,1348
XP_025268275.1,NP_001286486.1,0,1345,0,1332
XP_025268275.1,NP_611116.2,0,1345,0,1332
XP_025268277.1,NP_001036276.1,1.00E-58,194,2.00E-58,194
XP_025268277.1,NP_572996.1,4.00E-56,187,6.00E-56,187
XP_025268285.1,NP_001262827.1,7.00E-149,477,0,594
XP_025268285.1,NP_732703.1,3.00E-150,477,0,595
XP_025268287.1,NP_001285833.1,6.00E-161,459,5.00E-161,459
XP_025268287.1,NP_609494.1,6.00E-161,459,5.00E-161,459
XP_025268288.1,NP_996178.1,2.00E-129,402,2.00E-129,402
XP_025268289.1,NP_996178.1,2.00E-129,401,1.00E-129,401
XP_025268294.1,NP_001259810.1,3.00E-37,145,5.00E-35,139
XP_025268294.1,NP_001259811.1,2.00E-37,146,5.00E-35,139
XP_025268294.1,NP_001259812.1,3.00E-37,145,5.00E-35,139
XP_025268294.1,NP_608512.2,3.00E-37,145,5.00E-35,139
XP_025268295.1,NP_001259810.1,3.00E-37,145,5.00E-35,139
XP_025268295.1,NP_001259811.1,2.00E-37,146,5.00E-35,139
XP_025268295.1,NP_001259812.1,3.00E-37,145,5.00E-35,139
XP_025268295.1,NP_608512.2,3.00E-37,145,5.00E-35,139
XP_025268304.1,NP_524219.1,0,1462,0,1462
XP_025268305.1,NP_001189305.1,0,1077,0,1077
XP_025268305.1,NP_001247350.1,0,1089,0,1089
XP_025268305.1,NP_001247351.1,0,1092,0,1092
XP_025268305.1,NP_001263040.1,0,1090,0,1090
XP_025268305.1,NP_651628.1,0,1090,0,1090
XP_025268305.1,NP_733255.1,0,1091,0,1091
XP_025268306.1,NP_001189305.1,0,1077,0,1077
XP_025268306.1,NP_001247350.1,0,1089,0,1089
XP_025268306.1,NP_001247351.1,0,1092,0,1092
XP_025268306.1,NP_001263040.1,0,1090,0,1090
XP_025268306.1,NP_651628.1,0,1090,0,1090
XP_025268306.1,NP_733255.1,0,1091,0,1091
XP_025268307.1,NP_001189305.1,0,1075,0,1075
XP_025268307.1,NP_001247350.1,0,1087,0,1088
XP_025268307.1,NP_001247351.1,0,1089,0,1090
XP_025268307.1,NP_001263040.1,0,1088,0,1089
XP_025268307.1,NP_651628.1,0,1095,0,1094
XP_025268307.1,NP_733255.1,0,1088,0,1089
XP_025268308.1,NP_001189305.1,0,1075,0,1075
XP_025268308.1,NP_001247350.1,0,1087,0,1087
XP_025268308.1,NP_001247351.1,0,1090,0,1090
XP_025268308.1,NP_001263040.1,0,1088,0,1088
XP_025268308.1,NP_651628.1,0,1088,0,1088
XP_025268308.1,NP_733255.1,0,1089,0,1089
XP_025268324.1,NP_001015505.5,0,4298,0,4306
XP_025268326.1,NP_001104482.3,0,4550,0,4577
XP_025268329.1,NP_001284840.1,8.00E-106,327,3.00E-99,309
XP_025268329.1,NP_001284841.1,4.00E-111,341,6.00E-106,327
XP_025268329.1,NP_570065.2,4.00E-111,341,6.00E-106,327
XP_025268331.1,NP_001246848.1,0,591,0,591
XP_025268331.1,NP_524870.1,0,592,0,590
XP_025268331.1,NP_597678.1,0,592,0,592
XP_025268331.1,NP_620550.1,0,590,0,590
XP_025268331.1,NP_730526.1,0,590,0,590
XP_025268331.1,NP_730527.1,0,590,0,590
XP_025268334.1,NP_001162630.1,0,2909,0,2915
XP_025268334.1,NP_001162631.1,0,2909,0,2915
XP_025268334.1,NP_001284756.1,0,2895,0,2901
XP_025268334.1,NP_001284757.1,0,2915,0,2921
XP_025268334.1,NP_477289.5,0,2909,0,2915
XP_025268334.1,NP_477290.6,0,2899,0,2904
XP_025268334.1,NP_599141.5,0,2909,0,2915
XP_025268334.1,NP_599142.5,0,2909,0,2915
XP_025268341.1,NP_001137834.2,1.00E-113,398,8.00E-109,383
XP_025268343.1,NP_648509.1,0,546,0,522
XP_025268349.1,NP_649950.1,5.00E-91,282,1.00E-90,281
XP_025268361.1,NP_524809.2,8.00E-158,476,4.00E-158,477
XP_025268365.1,NP_649074.2,4.00E-76,258,3.00E-69,239
XP_025268369.1,NP_001096955.1,0,1043,0,1064
XP_025268369.1,NP_001096956.1,0,1086,0,1103
XP_025268369.1,NP_996404.1,0,1046,0,1064
XP_025268369.1,NP_996406.1,0,1049,0,1099
XP_025268370.1,NP_001096955.1,0,1047,0,1069
XP_025268370.1,NP_001096956.1,0,1090,0,1108
XP_025268370.1,NP_996404.1,0,1051,0,1068
XP_025268370.1,NP_996406.1,0,1053,0,1104
XP_025268371.1,NP_001096955.1,0,1044,0,1062
XP_025268371.1,NP_001096956.1,0,1084,0,1100
XP_025268371.1,NP_996404.1,0,1047,0,1063
XP_025268371.1,NP_996406.1,0,1071,0,1092
XP_025268372.1,NP_001096955.1,0,1052,0,1072
XP_025268372.1,NP_001096956.1,0,1095,0,1113
XP_025268372.1,NP_996404.1,0,1056,0,1073
XP_025268372.1,NP_996406.1,0,1058,0,1108
XP_025268373.1,NP_001096956.1,0,1123,0,1146
XP_025268373.1,NP_996404.1,0,1072,0,1103
XP_025268373.1,NP_996406.1,0,1086,0,1105
XP_025268374.1,NP_001096955.1,0,1058,0,1077
XP_025268374.1,NP_996404.1,0,1060,0,1078
XP_025268374.1,NP_996406.1,0,1063,0,1113
XP_025268375.1,NP_001096955.1,0,1065,0,1086
XP_025268375.1,NP_996404.1,0,1070,0,1088
XP_025268375.1,NP_996406.1,0,1072,0,1122
XP_025268376.1,NP_001096955.1,0,1033,0,1053
XP_025268376.1,NP_996404.1,0,1036,0,1053
XP_025268376.1,NP_996406.1,0,1038,0,1088
XP_025268377.1,NP_001096955.1,0,1028,0,1048
XP_025268377.1,NP_996404.1,0,1031,0,1049
XP_025268377.1,NP_996406.1,0,1034,0,1084
XP_025268378.1,NP_001096955.1,0,1040,0,1084
XP_025268378.1,NP_001096956.1,0,1082,0,1101
XP_025268378.1,NP_996404.1,0,1043,0,1062
XP_025268379.1,NP_001096955.1,0,1041,0,1060
XP_025268379.1,NP_001096956.1,0,1082,0,1100
XP_025268379.1,NP_996404.1,0,1042,0,1061
XP_025268380.1,NP_001096955.1,0,1056,0,1077
XP_025268380.1,NP_001096956.1,0,1099,0,1118
XP_025268380.1,NP_996404.1,0,1060,0,1078
XP_025268380.1,NP_996406.1,0,1062,0,1113
XP_025268381.1,NP_001096955.1,0,1070,0,1090
XP_025268381.1,NP_996404.1,0,1074,0,1092
XP_025268381.1,NP_996406.1,0,1077,0,1127
XP_025268387.1,NP_612028.4,0,786,0,769
XP_025268388.1,NP_001137866.1,2.00E-52,189,2.00E-52,190
XP_025268388.1,NP_001246531.1,2.00E-52,189,2.00E-52,189
XP_025268388.1,NP_001261204.1,2.00E-52,189,2.00E-52,189
XP_025268388.1,NP_728520.2,2.00E-52,189,2.00E-52,190
XP_025268402.1,NP_651172.1,9.00E-92,295,9.00E-92,295
XP_025268429.1,NP_001334747.1,3.00E-116,355,2.00E-117,358
XP_025268434.1,NP_001097492.2,0,4667,0,4678
XP_025268434.1,NP_001189041.1,0,4676,0,4663
XP_025268434.1,NP_001261367.1,0,4667,0,4681
XP_025268434.1,NP_001261368.1,0,4667,0,4672
XP_025268434.1,NP_523900.1,0,4676,0,4663
XP_025268434.1,NP_995987.1,0,4667,0,4672
XP_025268434.1,NP_995988.1,0,4675,0,4663
XP_025268435.1,NP_001097492.2,0,4674,0,4687
XP_025268435.1,NP_001189041.1,0,4677,0,4670
XP_025268435.1,NP_001261367.1,0,4677,0,4689
XP_025268435.1,NP_001261368.1,0,4677,0,4687
XP_025268435.1,NP_523900.1,0,4677,0,4670
XP_025268435.1,NP_995987.1,0,4677,0,4687
XP_025268435.1,NP_995988.1,0,4677,0,4668
XP_025268436.1,NP_001097492.2,0,4671,0,4675
XP_025268436.1,NP_001189041.1,0,4671,0,4662
XP_025268436.1,NP_001261367.1,0,4673,0,4674
XP_025268436.1,NP_001261368.1,0,4675,0,4679
XP_025268436.1,NP_523900.1,0,4671,0,4662
XP_025268436.1,NP_995987.1,0,4675,0,4679
XP_025268436.1,NP_995988.1,0,4671,0,4658
XP_025268437.1,NP_001097492.2,0,4664,0,4679
XP_025268437.1,NP_001189041.1,0,4668,0,4661
XP_025268437.1,NP_001261367.1,0,4664,0,4679
XP_025268437.1,NP_001261368.1,0,4668,0,4679
XP_025268437.1,NP_523900.1,0,4668,0,4661
XP_025268437.1,NP_995987.1,0,4668,0,4679
XP_025268437.1,NP_995988.1,0,4668,0,4659
XP_025268443.1,NP_650018.1,5.00E-28,103,1.00E-22,89
XP_025268444.1,NP_001260251.1,0,671,0,672
XP_025268444.1,NP_652045.1,0,671,0,672
XP_025268445.1,NP_001260251.1,0,652,0,653
XP_025268445.1,NP_652045.1,0,652,0,653
XP_025268446.1,NP_001260251.1,0,652,0,653
XP_025268446.1,NP_652045.1,0,652,0,653
XP_025268447.1,NP_572674.3,2.00E-47,167,7.00E-48,168
XP_025268451.1,NP_611294.1,9.00E-18,73.9,9.00E-18,73.9
XP_025268457.1,NP_649905.1,1.00E-166,479,1.00E-166,479
XP_025268479.1,NP_001259349.1,3.00E-34,130,1.00E-34,130
XP_025268479.1,NP_001259350.1,3.00E-34,130,1.00E-34,130
XP_025268479.1,NP_001259351.1,3.00E-34,130,1.00E-34,130
XP_025268479.1,NP_001285023.1,3.00E-34,130,1.00E-34,130
XP_025268479.1,NP_572497.1,3.00E-34,130,1.00E-34,130
XP_025268481.1,NP_731607.1,0,614,0,617
XP_025268481.1,NP_731608.1,0,614,0,617
XP_025268481.1,NP_731609.1,0,614,0,617
XP_025268481.1,NP_788638.1,0,614,0,617
XP_025268483.1,NP_572870.2,2.00E-169,561,2.00E-169,561
XP_025268484.1,NP_001033848.1,1.00E-20,84.3,9.00E-21,84.3
XP_025268485.1,NP_001259979.1,0,675,0,704
XP_025268485.1,NP_608739.1,0,675,0,704
XP_025268486.1,NP_731252.1,6.00E-45,148,5.00E-45,148
XP_025268487.1,NP_611525.1,3.00E-51,175,3.00E-51,175
XP_025268490.1,NP_524275.1,2.00E-83,261,9.00E-88,272
XP_025268492.1,NP_788708.2,2.00E-57,180,1.00E-56,178
XP_025268493.1,NP_788708.2,2.00E-57,180,1.00E-56,178
XP_025268494.1,NP_788708.2,2.00E-54,171,2.00E-54,171
XP_025268497.1,NP_001247141.2,3.00E-112,360,9.00E-114,364
XP_025268499.1,NP_001189234.1,3.00E-110,356,1.00E-111,359
XP_025268499.1,NP_001262641.1,1.00E-113,364,2.00E-113,363
XP_025268501.1,NP_001247141.2,8.00E-111,356,9.00E-110,353
XP_025268502.1,NP_650561.1,1.00E-52,165,1.00E-52,165
XP_025268503.1,NP_001189092.1,0,535,0,534
XP_025268503.1,NP_001189095.1,0,540,0,530
XP_025268503.1,NP_001261807.1,0,535,0,534
XP_025268503.1,NP_001261808.1,0,535,0,534
XP_025268503.1,NP_729923.1,0,534,0,534
XP_025268504.1,NP_001189092.1,5.00E-180,514,4.00E-180,514
XP_025268504.1,NP_001261807.1,1.00E-179,513,1.00E-179,513
XP_025268504.1,NP_001261808.1,1.00E-179,513,1.00E-179,513
